0	Time [s]	Pressure sensor 38 (NormX) [MPa]	Pressure sensor 38 (NormY) [MPa]	Pressure sensor 38 (NormZ) [MPa]	Pressure sensor 38 (ShearXY) [MPa]	Pressure sensor 38 (ShearYZ) [MPa]	Pressure sensor 38 (ShearXZ) [MPa]	Pressure sensor 38 (Equivalent (von-Mises)) [MPa]	Pressure sensor 38 (Maximum Principal) [MPa]	Pressure sensor 38 (Middle Principal) [MPa]	Pressure sensor 38 (Minimum Principal) [MPa]	Pressure sensor 38 (Intensity) [MPa] 
1	5,8333e-003	-7,6207e-006	-7,6471e-006	-7,8979e-006	-1,781e-009	-2,0474e-005	7,661e-007	3,5488e-005	1,2716e-005	-7,6209e-006	-2,8261e-005	4,0977e-005 
2	1,1667e-002	-1,5251e-005	-1,5301e-005	-1,5811e-005	-5,3546e-009	-4,1868e-005	7,9558e-007	7,2533e-005	2,632e-005	-1,5251e-005	-5,7432e-005	8,3753e-005 
3	2,0417e-002	-2,6307e-005	-2,6384e-005	-2,7284e-005	-1,1489e-008	-7,2574e-005	8,805e-007	1,2572e-004	4,5747e-005	-2,6307e-005	-9,9415e-005	1,4516e-004 
4	3,3542e-002	-4,3062e-005	-4,3162e-005	-4,4687e-005	-1,9812e-008	-1,1915e-004	1,1255e-006	2,0638e-004	7,523e-005	-4,3062e-005	-1,6308e-004	2,3831e-004 
5	5,3229e-002	-6,8526e-005	-6,8624e-005	-7,1176e-005	-3,4667e-008	-1,8958e-004	1,2534e-006	3,2838e-004	1,1969e-004	-6,8527e-005	-2,5949e-004	3,7917e-004 
6	8,276e-002	-1,0622e-004	-1,0622e-004	-1,1047e-004	-5,8073e-008	-2,9517e-004	1,0435e-006	5,1126e-004	1,8683e-004	-1,0622e-004	-4,0352e-004	5,9035e-004 
7	0,11229	-1,4332e-004	-1,4313e-004	-1,4926e-004	-7,89e-008	-3,9983e-004	7,4774e-007	6,9256e-004	2,5365e-004	-1,4332e-004	-5,4604e-004	7,9969e-004 
8	0,15659	-1,9723e-004	-1,9656e-004	-2,0582e-004	-1,0865e-007	-5,5474e-004	7,2201e-007	9,6088e-004	3,5357e-004	-1,9723e-004	-7,5595e-004	1,1095e-003 
9	0,22303	-2,7837e-004	-2,7653e-004	-2,9138e-004	-1,5623e-007	-7,8951e-004	1,2232e-006	1,3676e-003	5,056e-004	-2,7837e-004	-1,0735e-003	1,5791e-003 
10	0,3227	-4,0035e-004	-3,9576e-004	-4,21e-004	-2,3053e-007	-1,1434e-003	1,8479e-006	1,9806e-003	7,3513e-004	-4,0035e-004	-1,5519e-003	2,287e-003 
11	0,4722	-5,7568e-004	-5,6481e-004	-6,0965e-004	-3,4976e-007	-1,6699e-003	3,8252e-006	2,8927e-003	1,0829e-003	-5,7568e-004	-2,2573e-003	3,3402e-003 
12	0,63887	-7,6575e-004	-7,4478e-004	-8,1743e-004	-4,858e-007	-2,2554e-003	5,3311e-006	3,907e-003	1,4746e-003	-7,6575e-004	-3,0368e-003	4,5114e-003 
13	0,80554	-9,437e-004	-9,0969e-004	-1,0156e-003	-6,0972e-007	-2,8284e-003	5,7175e-006	4,8998e-003	1,8662e-003	-9,4371e-004	-3,7915e-003	5,6577e-003 
14	0,90277	-1,0623e-003	-1,0186e-003	-1,1486e-003	-7,0303e-007	-3,1829e-003	6,9289e-006	5,5142e-003	2,1e-003	-1,0623e-003	-4,2672e-003	6,3672e-003 
15	1,	-1,159e-003	-1,1053e-003	-1,2592e-003	-7,7932e-007	-3,5126e-003	6,7119e-006	6,0856e-003	2,3312e-003	-1,159e-003	-4,6958e-003	7,027e-003 
