0	Time [s]	Pressure sensor 34 (NormX) [MPa]	Pressure sensor 34 (NormY) [MPa]	Pressure sensor 34 (NormZ) [MPa]	Pressure sensor 34 (ShearXY) [MPa]	Pressure sensor 34 (ShearYZ) [MPa]	Pressure sensor 34 (ShearXZ) [MPa]	Pressure sensor 34 (Equivalent (von-Mises)) [MPa]	Pressure sensor 34 (Maximum Principal) [MPa]	Pressure sensor 34 (Middle Principal) [MPa]	Pressure sensor 34 (Minimum Principal) [MPa]	Pressure sensor 34 (Intensity) [MPa] 
1	5,8333e-003	-4,2342e-005	-4,2298e-005	-4,4079e-005	2,9974e-008	-2,5054e-005	1,7876e-005	5,3337e-005	-1,2421e-005	-4,2299e-005	-7,4e-005	6,1579e-005 
2	1,1667e-002	-9,4324e-005	-9,4242e-005	-9,8227e-005	5,1734e-008	-5,6585e-005	3,4563e-005	1,1491e-004	-2,9933e-005	-9,4256e-005	-1,626e-004	1,3267e-004 
3	2,0417e-002	-1,6753e-004	-1,6738e-004	-1,7451e-004	7,5282e-008	-1,0074e-004	5,9106e-005	2,0242e-004	-5,4146e-005	-1,6743e-004	-2,8785e-004	2,337e-004 
4	3,3542e-002	-2,7829e-004	-2,7801e-004	-2,8996e-004	9,0031e-008	-1,6788e-004	9,5986e-005	3,3515e-004	-9,0587e-005	-2,7814e-004	-4,7753e-004	3,8694e-004 
5	5,3229e-002	-4,4642e-004	-4,4589e-004	-4,6535e-004	7,4896e-008	-2,6864e-004	1,529e-004	5,3573e-004	-1,4646e-004	-4,4623e-004	-7,6498e-004	6,1851e-004 
6	8,276e-002	-7,0383e-004	-7,028e-004	-7,3421e-004	-3,2353e-008	-4,2069e-004	2,3997e-004	8,3944e-004	-2,3404e-004	-7,0361e-004	-1,2032e-003	9,6915e-004 
7	0,11229	-9,5994e-004	-9,5826e-004	-1,002e-003	-2,795e-007	-5,7563e-004	3,2303e-004	1,1441e-003	-3,1979e-004	-9,5978e-004	-1,6407e-003	1,3209e-003 
8	0,15659	-1,3401e-003	-1,3371e-003	-1,4002e-003	-8,6691e-007	-8,0702e-004	4,4657e-004	1,5987e-003	-4,4577e-004	-1,3401e-003	-2,2915e-003	1,8458e-003 
9	0,22303	-1,9089e-003	-1,9035e-003	-1,9976e-003	-2,2502e-006	-1,1527e-003	6,3702e-004	2,2829e-003	-6,3238e-004	-1,9096e-003	-3,268e-003	2,6357e-003 
10	0,3227	-2,7668e-003	-2,7561e-003	-2,9019e-003	-5,4756e-006	-1,6715e-003	9,2612e-004	3,3127e-003	-9,1566e-004	-2,769e-003	-4,7403e-003	3,8246e-003 
11	0,4722	-4,0343e-003	-4,0126e-003	-4,2458e-003	-1,2933e-005	-2,4502e-003	1,3626e-003	4,8611e-003	-1,3201e-003	-4,0401e-003	-6,9324e-003	5,6123e-003 
12	0,63887	-5,452e-003	-5,4132e-003	-5,7603e-003	-2,5046e-005	-3,3311e-003	1,8496e-003	6,6078e-003	-1,7663e-003	-5,4641e-003	-9,3951e-003	7,6288e-003 
13	0,80554	-6,8672e-003	-6,8058e-003	-7,2841e-003	-4,1141e-005	-4,2263e-003	2,33e-003	8,3714e-003	-2,2022e-003	-6,8877e-003	-1,1867e-002	9,665e-003 
14	0,90277	-7,6867e-003	-7,6106e-003	-8,1719e-003	-5,2399e-005	-4,7312e-003	2,6213e-003	9,3836e-003	-2,4612e-003	-7,7132e-003	-1,3295e-002	1,0834e-002 
15	1,	-8,5055e-003	-8,4124e-003	-9,0637e-003	-6,5139e-005	-5,253e-003	2,9101e-003	1,042e-002	-2,7064e-003	-8,5389e-003	-1,4736e-002	1,203e-002 
