0	Time [s]	Pressure sensor 40 (NormX) [MPa]	Pressure sensor 40 (NormY) [MPa]	Pressure sensor 40 (NormZ) [MPa]	Pressure sensor 40 (ShearXY) [MPa]	Pressure sensor 40 (ShearYZ) [MPa]	Pressure sensor 40 (ShearXZ) [MPa]	Pressure sensor 40 (Equivalent (von-Mises)) [MPa]	Pressure sensor 40 (Maximum Principal) [MPa]	Pressure sensor 40 (Middle Principal) [MPa]	Pressure sensor 40 (Minimum Principal) [MPa]	Pressure sensor 40 (Intensity) [MPa] 
1	1,6667e-002	-1,4499e-006	-1,4429e-006	-1,4922e-006	-3,3381e-009	-5,0396e-006	4,1752e-006	1,1335e-005	5,0772e-006	-1,4503e-006	-8,0118e-006	1,3089e-005 
2	3,3333e-002	-2,9346e-006	-2,9204e-006	-3,021e-006	-6,9741e-009	-1,0194e-005	8,4381e-006	2,292e-005	1,0263e-005	-2,9356e-006	-1,6203e-005	2,6466e-005 
3	5,8333e-002	-5,0963e-006	-5,0715e-006	-5,2482e-006	-1,2643e-008	-1,7676e-005	1,463e-005	3,9742e-005	1,7787e-005	-5,0987e-006	-2,8104e-005	4,589e-005 
4	9,5833e-002	-8,3497e-006	-8,3086e-006	-8,6025e-006	-2,2064e-008	-2,8942e-005	2,3921e-005	6,5036e-005	2,9095e-005	-8,3547e-006	-4,6002e-005	7,5097e-005 
5	0,15208	-1,3139e-005	-1,3073e-005	-1,3546e-005	-3,7776e-008	-4,5459e-005	3,7549e-005	1,0213e-004	4,5658e-005	-1,3149e-005	-7,2267e-005	1,1792e-004 
6	0,20833	-1,7892e-005	-1,7801e-005	-1,8459e-005	-5,5589e-008	-6,1846e-005	5,1011e-005	1,3886e-004	6,2048e-005	-1,791e-005	-9,8291e-005	1,6034e-004 
7	0,29271	-2,4999e-005	-2,4869e-005	-2,5817e-005	-8,6376e-008	-8,6362e-005	7,1126e-005	1,9379e-004	8,6555e-005	-2,5031e-005	-1,3721e-004	2,2376e-004 
8	0,41927	-3,5462e-005	-3,5272e-005	-3,6676e-005	-1,4054e-007	-1,2238e-004	1,0063e-004	2,7443e-004	1,225e-004	-3,5523e-005	-1,9438e-004	3,1688e-004 
9	0,58594	-4,9276e-005	-4,9e-005	-5,106e-005	-2,2865e-007	-1,7008e-004	1,3963e-004	3,8115e-004	1,7008e-004	-4,9389e-005	-2,7003e-004	4,4011e-004 
10	0,7526	-6,3429e-005	-6,3056e-005	-6,5852e-005	-3,3903e-007	-2,1928e-004	1,7989e-004	4,9127e-004	2,1927e-004	-6,3612e-005	-3,48e-004	5,6727e-004 
11	0,91927	-7,6822e-005	-7,635e-005	-7,9902e-005	-4,6083e-007	-2,6553e-004	2,1757e-004	5,946e-004	2,653e-004	-7,7085e-005	-4,2129e-004	6,8659e-004 
12	1,	-8,3499e-005	-8,2975e-005	-8,6926e-005	-5,2858e-007	-2,8876e-004	2,3653e-004	6,4653e-004	2,8848e-004	-8,3807e-005	-4,5807e-004	7,4655e-004 
