0	Time [s]	Pressure sensor 7 (NormX) [MPa]	Pressure sensor 7 (NormY) [MPa]	Pressure sensor 7 (NormZ) [MPa]	Pressure sensor 7 (ShearXY) [MPa]	Pressure sensor 7 (ShearYZ) [MPa]	Pressure sensor 7 (ShearXZ) [MPa]	Pressure sensor 7 (Equivalent (von-Mises)) [MPa]	Pressure sensor 7 (Maximum Principal) [MPa]	Pressure sensor 7 (Middle Principal) [MPa]	Pressure sensor 7 (Minimum Principal) [MPa]	Pressure sensor 7 (Intensity) [MPa] 
1	1,6667e-002	2,9319e-006	3,0046e-006	3,1826e-006	8,7898e-008	5,4927e-005	-5,6923e-006	9,5646e-005	5,8305e-005	2,9507e-006	-5,2137e-005	1,1044e-004 
2	3,3333e-002	5,4268e-006	5,5965e-006	5,8766e-006	1,7767e-007	1,1245e-004	-1,2426e-005	1,9596e-004	1,1885e-004	5,4676e-006	-1,0742e-004	2,2627e-004 
3	5,8333e-002	8,3952e-006	8,7575e-006	9,0412e-006	3,0471e-007	1,9809e-004	-2,3219e-005	3,4545e-004	2,0831e-004	8,4706e-006	-1,9059e-004	3,9889e-004 
4	9,5833e-002	1,1627e-005	1,2401e-005	1,2363e-005	4,7975e-007	3,2836e-004	-4,0605e-005	5,7306e-004	3,4318e-004	1,1756e-005	-3,1854e-004	6,6171e-004 
5	0,15208	1,5315e-005	1,6991e-005	1,5795e-005	7,0238e-007	5,2535e-004	-6,9447e-005	9,1785e-004	5,4621e-004	1,5526e-005	-5,1363e-004	1,0598e-003 
6	0,20833	1,7155e-005	2,0097e-005	1,6867e-005	8,6755e-007	7,2563e-004	-1,0094e-004	1,2689e-003	7,5096e-004	1,7448e-005	-7,1429e-004	1,4652e-003 
7	0,29271	1,7965e-005	2,3506e-005	1,5641e-005	9,93e-007	1,0274e-003	-1,5024e-004	1,7985e-003	1,0577e-003	1,8365e-005	-1,019e-003	2,0767e-003 
8	0,41927	1,812e-005	2,9103e-005	1,0946e-005	8,9275e-007	1,4773e-003	-2,27e-004	2,5888e-003	1,5144e-003	1,8641e-005	-1,4749e-003	2,9893e-003 
9	0,58594	9,8772e-006	3,1054e-005	-7,5256e-006	1,6288e-007	2,0813e-003	-3,3706e-004	3,652e-003	2,12e-003	1,047e-005	-2,097e-003	4,217e-003 
10	0,7526	-5,7982e-006	2,9098e-005	-3,7756e-005	-1,2881e-006	2,6915e-003	-4,5153e-004	4,7274e-003	2,7248e-003	-5,2634e-006	-2,7339e-003	5,4587e-003 
11	0,91927	-2,04e-005	3,1417e-005	-7,0622e-005	-3,4702e-006	3,2962e-003	-5,7167e-004	5,7951e-003	3,326e-003	-2,0056e-005	-3,3656e-003	6,6916e-003 
12	1,	-3,06e-005	3,0772e-005	-9,1346e-005	-4,8154e-006	3,5933e-003	-6,3089e-004	6,3199e-003	3,6184e-003	-3,0405e-005	-3,6792e-003	7,2976e-003 
