0	Time [s]	Pressure sensor 20 (NormX) [MPa]	Pressure sensor 20 (NormY) [MPa]	Pressure sensor 20 (NormZ) [MPa]	Pressure sensor 20 (ShearXY) [MPa]	Pressure sensor 20 (ShearYZ) [MPa]	Pressure sensor 20 (ShearXZ) [MPa]	Pressure sensor 20 (Equivalent (von-Mises)) [MPa]	Pressure sensor 20 (Maximum Principal) [MPa]	Pressure sensor 20 (Middle Principal) [MPa]	Pressure sensor 20 (Minimum Principal) [MPa]	Pressure sensor 20 (Intensity) [MPa] 
1	1,6667e-002	-1,6372e-006	-1,6381e-006	-1,707e-006	-7,2402e-010	1,9062e-006	2,3117e-005	4,0176e-005	2,1523e-005	-1,638e-006	-2,4868e-005	4,6391e-005 
2	3,3333e-002	-3,1931e-006	-3,2005e-006	-3,341e-006	-1,1281e-009	3,7176e-006	4,7292e-005	8,2166e-005	4,4171e-005	-3,2003e-006	-5,0706e-005	9,4877e-005 
3	5,8333e-002	-5,3195e-006	-5,3469e-006	-5,597e-006	-1,0612e-009	6,2035e-006	8,2884e-005	1,4396e-004	7,7657e-005	-5,3466e-006	-8,8574e-005	1,6623e-004 
4	9,5833e-002	-8,5867e-006	-8,6691e-006	-9,1135e-006	4,7066e-010	9,7133e-006	1,3771e-004	2,3912e-004	1,292e-004	-8,6688e-006	-1,469e-004	2,7611e-004 
5	0,15208	-1,252e-005	-1,2738e-005	-1,349e-005	5,6111e-009	1,4466e-005	2,1884e-004	3,7987e-004	2,0631e-004	-1,2738e-005	-2,3232e-004	4,3864e-004 
6	0,20833	-1,6164e-005	-1,6587e-005	-1,7707e-005	1,3856e-008	1,8746e-005	3,0128e-004	5,2285e-004	2,8493e-004	-1,6587e-005	-3,188e-004	6,0373e-004 
7	0,29271	-2,1443e-005	-2,2304e-005	-2,4105e-005	3,2131e-008	2,4799e-005	4,2597e-004	7,3905e-004	4,0392e-004	-2,2305e-005	-4,4947e-004	8,5339e-004 
8	0,41927	-2,8043e-005	-2,9837e-005	-3,2898e-005	7,2007e-008	3,3384e-005	6,1116e-004	1,0601e-003	5,8161e-004	-2,984e-005	-6,4255e-004	1,2242e-003 
9	0,58594	-3,5519e-005	-3,9096e-005	-4,4345e-005	1,4484e-007	4,3615e-005	8,5944e-004	1,4905e-003	8,2063e-004	-3,9101e-005	-9,0048e-004	1,7211e-003 
10	0,7526	-4,4369e-005	-5,043e-005	-5,8661e-005	2,4682e-007	5,4093e-005	1,1163e-003	1,9358e-003	1,0661e-003	-5,044e-005	-1,1692e-003	2,2353e-003 
11	0,91927	-4,7567e-005	-5,6611e-005	-6,8112e-005	3,6319e-007	6,3214e-005	1,3617e-003	2,3611e-003	1,3053e-003	-5,6625e-005	-1,421e-003	2,7263e-003 
12	1,	-5,0109e-005	-6,087e-005	-7,428e-005	4,321e-007	6,8052e-005	1,4845e-003	2,574e-003	1,4239e-003	-6,0887e-005	-1,5483e-003	2,9722e-003 
