0	Time [s]	Pressure sensor 10 (NormX) [MPa]	Pressure sensor 10 (NormY) [MPa]	Pressure sensor 10 (NormZ) [MPa]	Pressure sensor 10 (ShearXY) [MPa]	Pressure sensor 10 (ShearYZ) [MPa]	Pressure sensor 10 (ShearXZ) [MPa]	Pressure sensor 10 (Equivalent (von-Mises)) [MPa]	Pressure sensor 10 (Maximum Principal) [MPa]	Pressure sensor 10 (Middle Principal) [MPa]	Pressure sensor 10 (Minimum Principal) [MPa]	Pressure sensor 10 (Intensity) [MPa] 
1	1,6667e-002	-1,3064e-004	-1,3062e-004	-1,3623e-004	1,6422e-008	9,0297e-005	1,2189e-004	2,6279e-004	1,829e-005	-1,3065e-004	-2,8514e-004	3,0343e-004 
2	3,3333e-002	-2,6286e-004	-2,6289e-004	-2,7448e-004	1,3579e-007	1,8059e-004	2,4563e-004	5,2818e-004	3,6321e-005	-2,6301e-004	-5,7354e-004	6,0986e-004 
3	5,8333e-002	-4,591e-004	-4,5933e-004	-4,8035e-004	5,0766e-007	3,1571e-004	4,3022e-004	9,2452e-004	6,4222e-005	-4,5973e-004	-1,0033e-003	1,0675e-003 
4	9,5833e-002	-7,5257e-004	-7,5334e-004	-7,8973e-004	1,4946e-006	5,1946e-004	7,0519e-004	1,5175e-003	1,055e-004	-7,545e-004	-1,6466e-003	1,7521e-003 
5	0,15208	-1,1901e-003	-1,1923e-003	-1,2544e-003	3,9294e-006	8,2091e-004	1,1184e-003	2,4038e-003	1,6701e-004	-1,1953e-003	-2,6085e-003	2,7756e-003 
6	0,23646	-1,8382e-003	-1,8439e-003	-1,9504e-003	9,7241e-006	1,2733e-003	1,7347e-003	3,7288e-003	2,6204e-004	-1,8512e-003	-4,0434e-003	4,3054e-003 
7	0,36302	-2,7921e-003	-2,8062e-003	-2,9923e-003	2,3141e-005	1,9454e-003	2,6551e-003	5,7045e-003	4,097e-004	-2,8234e-003	-6,177e-003	6,5867e-003 
8	0,52969	-4,0288e-003	-4,0594e-003	-4,3744e-003	4,9424e-005	2,826e-003	3,8642e-003	8,2989e-003	6,0772e-004	-4,0958e-003	-8,9745e-003	9,5822e-003 
9	0,69635	-5,2244e-003	-5,2776e-003	-5,747e-003	8,5136e-005	3,6991e-003	5,0578e-003	1,0866e-002	8,1858e-004	-5,3402e-003	-1,1727e-002	1,2546e-002 
10	0,86302	-6,3925e-003	-6,4746e-003	-7,1248e-003	1,3033e-004	4,5658e-003	6,2508e-003	1,3427e-002	1,0409e-003	-6,5702e-003	-1,4463e-002	1,5504e-002 
11	1,	-7,3273e-003	-7,4376e-003	-8,2551e-003	1,7431e-004	5,273e-003	7,2243e-003	1,5519e-002	1,2322e-003	-7,5653e-003	-1,6687e-002	1,7919e-002 
