0	Time [s]	Pressure sensor 25 (NormX) [MPa]	Pressure sensor 25 (NormY) [MPa]	Pressure sensor 25 (NormZ) [MPa]	Pressure sensor 25 (ShearXY) [MPa]	Pressure sensor 25 (ShearYZ) [MPa]	Pressure sensor 25 (ShearXZ) [MPa]	Pressure sensor 25 (Equivalent (von-Mises)) [MPa]	Pressure sensor 25 (Maximum Principal) [MPa]	Pressure sensor 25 (Middle Principal) [MPa]	Pressure sensor 25 (Minimum Principal) [MPa]	Pressure sensor 25 (Intensity) [MPa] 
1	1,6667e-002	-4,1914e-005	-4,1929e-005	-4,3515e-005	-8,6086e-009	-7,0142e-005	6,8251e-005	1,6952e-004	5,5158e-005	-4,193e-005	-1,4059e-004	1,9574e-004 
2	3,3333e-002	-8,4859e-005	-8,4883e-005	-8,8243e-005	-6,2165e-008	-1,4104e-004	1,3889e-004	3,4287e-004	1,1143e-004	-8,4933e-005	-2,8448e-004	3,9591e-004 
3	5,8333e-002	-1,4869e-004	-1,4873e-004	-1,5499e-004	-2,3165e-007	-2,474e-004	2,426e-004	6,0018e-004	1,9477e-004	-1,4895e-004	-4,9825e-004	6,9302e-004 
4	9,5833e-002	-2,4391e-004	-2,4396e-004	-2,5516e-004	-6,809e-007	-4,065e-004	3,9848e-004	9,8601e-004	3,2006e-004	-2,4462e-004	-8,1847e-004	1,1385e-003 
5	0,15208	-3,8602e-004	-3,8608e-004	-4,0599e-004	-1,7898e-006	-6,4319e-004	6,3335e-004	1,5636e-003	5,0762e-004	-3,8784e-004	-1,2979e-003	1,8055e-003 
6	0,23646	-5,9733e-004	-5,9735e-004	-6,3326e-004	-4,4359e-006	-1,0001e-003	9,8208e-004	2,428e-003	7,8873e-004	-6,0177e-004	-2,0149e-003	2,8036e-003 
7	0,36302	-9,1032e-004	-9,1026e-004	-9,7675e-004	-1,0598e-005	-1,5311e-003	1,5079e-003	3,7228e-003	1,2111e-003	-9,2089e-004	-3,0875e-003	4,2986e-003 
8	0,52969	-1,3107e-003	-1,3104e-003	-1,4287e-003	-2,2636e-005	-2,2262e-003	2,1938e-003	5,415e-003	1,768e-003	-1,3332e-003	-4,4846e-003	6,2526e-003 
9	0,69635	-1,7038e-003	-1,7032e-003	-1,8867e-003	-3,915e-005	-2,919e-003	2,8795e-003	7,1046e-003	2,3263e-003	-1,7427e-003	-5,8773e-003	8,2036e-003 
10	0,86302	-2,0839e-003	-2,0829e-003	-2,3444e-003	-6,0007e-005	-3,6056e-003	3,5621e-003	8,7833e-003	2,8871e-003	-2,1434e-003	-7,2548e-003	1,0142e-002 
11	1,	-2,3877e-003	-2,3864e-003	-2,7213e-003	-8,033e-005	-4,1664e-003	4,1192e-003	1,0154e-002	3,3485e-003	-2,4674e-003	-8,3766e-003	1,1725e-002 
