0	Time [s]	Pressure sensor 31 (NormX) [MPa]	Pressure sensor 31 (NormY) [MPa]	Pressure sensor 31 (NormZ) [MPa]	Pressure sensor 31 (ShearXY) [MPa]	Pressure sensor 31 (ShearYZ) [MPa]	Pressure sensor 31 (ShearXZ) [MPa]	Pressure sensor 31 (Equivalent (von-Mises)) [MPa]	Pressure sensor 31 (Maximum Principal) [MPa]	Pressure sensor 31 (Middle Principal) [MPa]	Pressure sensor 31 (Minimum Principal) [MPa]	Pressure sensor 31 (Intensity) [MPa] 
1	1,6667e-002	-1,8194e-006	-1,8126e-006	-1,8754e-006	2,7973e-009	-6,9093e-006	-4,9101e-006	1,4681e-005	6,6325e-006	-1,8197e-006	-1,032e-005	1,6953e-005 
2	3,3333e-002	-3,671e-006	-3,657e-006	-3,785e-006	6,0349e-009	-1,3979e-005	-9,9712e-006	2,9741e-005	1,345e-005	-3,672e-006	-2,0891e-005	3,4341e-005 
3	5,8333e-002	-6,3998e-006	-6,3747e-006	-6,601e-006	1,1429e-008	-2,4357e-005	-1,7356e-005	5,1802e-005	2,3421e-005	-6,4021e-006	-3,6395e-005	5,9816e-005 
4	9,5833e-002	-1,0494e-005	-1,0452e-005	-1,0831e-005	2,102e-008	-3,9957e-005	-2,8459e-005	8,4967e-005	3,8417e-005	-1,05e-005	-5,9694e-005	9,8112e-005 
5	0,15208	-1,6615e-005	-1,6544e-005	-1,7163e-005	3,8679e-008	-6,3307e-005	-4,5122e-005	1,3465e-004	6,0895e-005	-1,6628e-005	-9,459e-005	1,5548e-004 
6	0,23646	-2,5732e-005	-2,5614e-005	-2,6616e-005	7,2385e-008	-9,8144e-005	-6,9853e-005	2,0865e-004	9,4365e-005	-2,5761e-005	-1,4657e-004	2,4093e-004 
7	0,36302	-3,9336e-005	-3,9137e-005	-4,0768e-005	1,3901e-007	-1,5016e-004	-1,0691e-004	3,1927e-004	1,4441e-004	-3,94e-005	-2,2425e-004	3,6866e-004 
8	0,52969	-5,7028e-005	-5,6704e-005	-5,9258e-005	2,5569e-007	-2,1807e-004	-1,5532e-004	4,6372e-004	2,0982e-004	-5,7161e-005	-3,2564e-004	5,3546e-004 
9	0,69635	-7,4553e-005	-7,4083e-005	-7,7667e-005	4,0442e-007	-2,8546e-004	-2,0329e-004	6,07e-004	2,7469e-004	-7,4777e-005	-4,2622e-004	7,009e-004 
10	0,86302	-9,1776e-005	-9,1141e-005	-9,5853e-005	5,8353e-007	-3,5188e-004	-2,5076e-004	7,4841e-004	3,3877e-004	-9,2114e-005	-5,2542e-004	8,6419e-004 
11	1,	-1,0591e-004	-1,0512e-004	-1,1084e-004	7,5469e-007	-4,0654e-004	-2,8966e-004	8,6462e-004	3,9143e-004	-1,0636e-004	-6,0695e-004	9,9837e-004 
