0	Time [s]	Pressure sensor 43 (NormX) [MPa]	Pressure sensor 43 (NormY) [MPa]	Pressure sensor 43 (NormZ) [MPa]	Pressure sensor 43 (ShearXY) [MPa]	Pressure sensor 43 (ShearYZ) [MPa]	Pressure sensor 43 (ShearXZ) [MPa]	Pressure sensor 43 (Equivalent (von-Mises)) [MPa]	Pressure sensor 43 (Maximum Principal) [MPa]	Pressure sensor 43 (Middle Principal) [MPa]	Pressure sensor 43 (Minimum Principal) [MPa]	Pressure sensor 43 (Intensity) [MPa] 
1	1,6667e-002	-4,1991e-007	-4,4625e-007	-4,1112e-007	-2,3577e-009	-1,2388e-005	6,893e-007	2,149e-005	1,1979e-005	-4,2026e-007	-1,2836e-005	2,4815e-005 
2	3,3333e-002	-8,3778e-007	-8,8968e-007	-8,2091e-007	-4,8788e-009	-2,5145e-005	1,4233e-006	4,3623e-005	2,4331e-005	-8,385e-007	-2,6041e-005	5,0372e-005 
3	5,8333e-002	-1,4244e-006	-1,5113e-006	-1,3972e-006	-8,7344e-009	-4,3952e-005	2,4257e-006	7,6243e-005	4,2565e-005	-1,4256e-006	-4,5472e-005	8,8037e-005 
4	9,5833e-002	-2,2901e-006	-2,4223e-006	-2,2539e-006	-1,4853e-008	-7,1978e-005	3,941e-006	1,2486e-004	6,9749e-005	-2,2921e-006	-7,4423e-005	1,4417e-004 
5	0,15208	-3,5646e-006	-3,7513e-006	-3,5279e-006	-2,4908e-008	-1,1444e-004	6,2633e-006	1,9851e-004	1,1097e-004	-3,5679e-006	-1,1825e-004	2,2922e-004 
6	0,23646	-5,3337e-006	-5,5679e-006	-5,3247e-006	-4,1584e-008	-1,7739e-004	9,6551e-006	3,0771e-004	1,7221e-004	-5,3389e-006	-1,831e-004	3,5532e-004 
7	0,36302	-7,8029e-006	-8,0359e-006	-7,9018e-006	-7,0578e-008	-2,7183e-004	1,4728e-005	4,7152e-004	2,6426e-004	-7,8112e-006	-2,8019e-004	5,4446e-004 
8	0,52969	-1,0662e-005	-1,076e-005	-1,1021e-005	-1,1544e-007	-3,951e-004	2,1319e-005	6,8533e-004	3,8479e-004	-1,0674e-005	-4,0656e-004	7,9135e-004 
9	0,69635	-1,3231e-005	-1,3045e-005	-1,3992e-005	-1,6836e-007	-5,1889e-004	2,7894e-005	9,0003e-004	5,0612e-004	-1,3249e-005	-5,3314e-004	1,0393e-003 
10	0,86302	-1,534e-005	-1,4726e-005	-1,6628e-005	-2,2808e-007	-6,4051e-004	3,4311e-005	1,111e-003	6,2576e-004	-1,5363e-005	-6,5709e-004	1,2829e-003 
11	1,	-1,696e-005	-1,5881e-005	-1,879e-005	-2,8314e-007	-7,4097e-004	3,9643e-005	1,2852e-003	7,2471e-004	-1,6987e-005	-7,5935e-004	1,4841e-003 
