0	Time [s]	Pressure sensor 43 (NormX) [MPa]	Pressure sensor 43 (NormY) [MPa]	Pressure sensor 43 (NormZ) [MPa]	Pressure sensor 43 (ShearXY) [MPa]	Pressure sensor 43 (ShearYZ) [MPa]	Pressure sensor 43 (ShearXZ) [MPa]	Pressure sensor 43 (Equivalent (von-Mises)) [MPa]	Pressure sensor 43 (Maximum Principal) [MPa]	Pressure sensor 43 (Middle Principal) [MPa]	Pressure sensor 43 (Minimum Principal) [MPa]	Pressure sensor 43 (Intensity) [MPa] 
1	1,6667e-002	-1,2736e-006	-1,2754e-006	-1,3254e-006	-3,6434e-010	-4,7268e-006	1,3084e-006	8,4951e-006	3,6044e-006	-1,2739e-006	-6,2049e-006	9,8093e-006 
2	3,3333e-002	-2,5673e-006	-2,5707e-006	-2,672e-006	-8,1134e-010	-9,5636e-006	2,6128e-006	1,7172e-005	7,2932e-006	-2,5679e-006	-1,2535e-005	1,9828e-005 
3	5,8333e-002	-4,4889e-006	-4,4944e-006	-4,6727e-006	-1,5983e-009	-1,6762e-005	4,5271e-006	3,0074e-005	1,278e-005	-4,4901e-006	-2,1946e-005	3,4726e-005 
4	9,5833e-002	-7,3733e-006	-7,3808e-006	-7,677e-006	-3,0509e-009	-2,761e-005	7,3627e-006	4,9494e-005	2,1047e-005	-7,3753e-006	-3,6103e-005	5,715e-005 
5	0,15208	-1,1701e-005	-1,1709e-005	-1,2187e-005	-5,8167e-009	-4,3925e-005	1,1573e-005	7,8679e-005	3,3479e-005	-1,1704e-005	-5,7371e-005	9,085e-005 
6	0,23646	-1,8135e-005	-1,814e-005	-1,8898e-005	-1,121e-008	-6,8279e-005	1,7738e-005	1,2219e-004	5,2031e-005	-1,8141e-005	-8,9063e-005	1,4109e-004 
7	0,36302	-2,771e-005	-2,7699e-005	-2,8897e-005	-2,1979e-008	-1,0466e-004	2,6749e-005	1,8711e-004	7,9735e-005	-2,772e-005	-1,3632e-004	2,1606e-004 
8	0,48958	-3,7225e-005	-3,7186e-005	-3,8848e-005	-3,5876e-008	-1,409e-004	3,5578e-005	2,5171e-004	1,0731e-004	-3,724e-005	-1,8333e-004	2,9065e-004 
9	0,65625	-4,9591e-005	-4,9496e-005	-5,1802e-005	-5,8618e-008	-1,8818e-004	4,6908e-005	3,3592e-004	1,4331e-004	-4,9613e-005	-2,4458e-004	3,8789e-004 
10	0,82292	-6,192e-005	-6,175e-005	-6,4744e-005	-8,6532e-008	-2,3539e-004	5,8121e-005	4,1997e-004	1,7923e-004	-6,1951e-005	-3,057e-004	4,8493e-004 
11	0,91146	-6,8362e-005	-6,8143e-005	-7,1515e-005	-1,0318e-007	-2,6002e-004	6,401e-005	4,6383e-004	1,9798e-004	-6,8397e-005	-3,376e-004	5,3558e-004 
12	1,	-7,4855e-005	-7,4582e-005	-7,8348e-005	-1,2135e-007	-2,85e-004	6,9783e-005	5,0823e-004	2,1698e-004	-7,4896e-005	-3,6987e-004	5,8685e-004 
