0	Time [s]	Pressure sensor 27 (NormX) [MPa]	Pressure sensor 27 (NormY) [MPa]	Pressure sensor 27 (NormZ) [MPa]	Pressure sensor 27 (ShearXY) [MPa]	Pressure sensor 27 (ShearYZ) [MPa]	Pressure sensor 27 (ShearXZ) [MPa]	Pressure sensor 27 (Equivalent (von-Mises)) [MPa]	Pressure sensor 27 (Maximum Principal) [MPa]	Pressure sensor 27 (Middle Principal) [MPa]	Pressure sensor 27 (Minimum Principal) [MPa]	Pressure sensor 27 (Intensity) [MPa] 
1	1,6667e-002	-6,0593e-005	-6,0961e-005	-6,298e-005	3,3793e-008	-1,164e-004	-3,8009e-006	2,0174e-004	5,4502e-005	-6,0595e-005	-1,7844e-004	2,3294e-004 
2	3,3333e-002	-1,2482e-004	-1,2543e-004	-1,2987e-004	7,5956e-008	-2,3576e-004	-1,0356e-005	4,0877e-004	1,0835e-004	-1,2483e-004	-3,6365e-004	4,72e-004 
3	5,8333e-002	-2,2145e-004	-2,2219e-004	-2,3076e-004	1,5436e-007	-4,1422e-004	-2,1408e-005	7,1847e-004	1,8833e-004	-2,2147e-004	-6,4126e-004	8,2959e-004 
4	9,5833e-002	-3,6938e-004	-3,6974e-004	-3,8578e-004	3,1806e-007	-6,8299e-004	-4,2033e-005	1,1853e-003	3,0658e-004	-3,6942e-004	-1,0621e-003	1,3687e-003 
5	0,15208	-5,9405e-004	-5,9259e-004	-6,2251e-004	6,7201e-007	-1,0887e-003	-7,5647e-005	1,8905e-003	4,8395e-004	-5,9414e-004	-1,699e-003	2,1829e-003 
6	0,23646	-9,3232e-004	-9,2531e-004	-9,8178e-004	1,4883e-006	-1,6934e-003	-1,3369e-004	2,9427e-003	7,4547e-004	-9,3251e-004	-2,6524e-003	3,3979e-003 
7	0,36302	-1,4531e-003	-1,4313e-003	-1,5414e-003	3,5942e-006	-2,6103e-003	-2,4413e-004	4,542e-003	1,1362e-003	-1,4535e-003	-4,1084e-003	5,2445e-003 
8	0,48958	-1,9704e-003	-1,9261e-003	-2,1056e-003	6,6474e-006	-3,5306e-003	-3,563e-004	6,1483e-003	1,5342e-003	-1,9713e-003	-5,565e-003	7,0993e-003 
9	0,65625	-2,6388e-003	-2,5543e-003	-2,8463e-003	1,2173e-005	-4,7075e-003	-5,1218e-004	8,2059e-003	2,0381e-003	-2,6404e-003	-7,437e-003	9,4751e-003 
10	0,82292	-3,3161e-003	-3,178e-003	-3,6108e-003	1,9768e-005	-5,9037e-003	-6,807e-004	1,03e-002	2,5537e-003	-3,3188e-003	-9,3398e-003	1,1894e-002 
11	0,91146	-3,6699e-003	-3,4985e-003	-4,0157e-003	2,4375e-005	-6,5293e-003	-7,6575e-004	1,1396e-002	2,8238e-003	-3,6733e-003	-1,0335e-002	1,3158e-002 
12	1,	-4,0216e-003	-3,8133e-003	-4,4223e-003	2,973e-005	-7,156e-003	-8,5884e-004	1,2495e-002	3,0981e-003	-4,0257e-003	-1,133e-002	1,4428e-002 
