0	Time [s]	Pressure sensor 18 (NormX) [MPa]	Pressure sensor 18 (NormY) [MPa]	Pressure sensor 18 (NormZ) [MPa]	Pressure sensor 18 (ShearXY) [MPa]	Pressure sensor 18 (ShearYZ) [MPa]	Pressure sensor 18 (ShearXZ) [MPa]	Pressure sensor 18 (Equivalent (von-Mises)) [MPa]	Pressure sensor 18 (Maximum Principal) [MPa]	Pressure sensor 18 (Middle Principal) [MPa]	Pressure sensor 18 (Minimum Principal) [MPa]	Pressure sensor 18 (Intensity) [MPa] 
1	1,6667e-002	-1,6093e-004	-1,6059e-004	-1,6791e-004	-1,9436e-007	7,5733e-005	1,2876e-006	1,3139e-004	-8,8419e-005	-1,6092e-004	-2,4008e-004	1,5167e-004 
2	3,3333e-002	-3,2332e-004	-3,2259e-004	-3,374e-004	-3,8437e-007	1,5243e-004	4,7272e-007	2,6442e-004	-1,7738e-004	-3,2331e-004	-4,8261e-004	3,0522e-004 
3	5,8333e-002	-5,677e-004	-5,6628e-004	-5,9255e-004	-6,7595e-007	2,668e-004	2,2409e-006	4,6284e-004	-3,1229e-004	-5,6768e-004	-8,4656e-004	5,3427e-004 
4	9,5833e-002	-9,3311e-004	-9,3045e-004	-9,7432e-004	-1,1102e-006	4,3811e-004	3,6713e-006	7,6006e-004	-5,1372e-004	-9,3309e-004	-1,3911e-003	8,7736e-004 
5	0,15208	-1,4797e-003	-1,4746e-003	-1,5458e-003	-1,7551e-006	6,9483e-004	6,1191e-006	1,2055e-003	-8,1448e-004	-1,4797e-003	-2,206e-003	1,3915e-003 
6	0,23646	-2,3093e-003	-2,2995e-003	-2,4145e-003	-2,727e-006	1,0812e-003	8,1886e-006	1,876e-003	-1,2742e-003	-2,3093e-003	-3,4398e-003	2,1656e-003 
7	0,36302	-3,5535e-003	-3,5341e-003	-3,7197e-003	-4,1564e-006	1,6615e-003	1,6971e-005	2,8835e-003	-1,9627e-003	-3,5535e-003	-5,2912e-003	3,3285e-003 
8	0,52969	-5,1904e-003	-5,1535e-003	-5,4414e-003	-6,032e-006	2,4219e-003	2,1935e-005	4,2038e-003	-2,8712e-003	-5,1903e-003	-7,7238e-003	4,8526e-003 
9	0,69635	-6,8381e-003	-6,7786e-003	-7,1799e-003	-7,81e-006	3,183e-003	3,425e-005	5,5261e-003	-3,7899e-003	-6,8379e-003	-1,0169e-002	6,3789e-003 
10	0,86302	-8,4727e-003	-8,3853e-003	-8,9098e-003	-9,536e-006	3,9406e-003	4,5091e-005	6,8431e-003	-4,6981e-003	-8,4725e-003	-1,2597e-002	7,8991e-003 
11	1,	-9,8171e-003	-9,703e-003	-1,0336e-002	-1,0954e-005	4,5608e-003	5,0989e-005	7,9217e-003	-5,4478e-003	-9,8168e-003	-1,4592e-002	9,1442e-003 
