0	Time [s]	Pressure sensor 11 (NormX) [MPa]	Pressure sensor 11 (NormY) [MPa]	Pressure sensor 11 (NormZ) [MPa]	Pressure sensor 11 (ShearXY) [MPa]	Pressure sensor 11 (ShearYZ) [MPa]	Pressure sensor 11 (ShearXZ) [MPa]	Pressure sensor 11 (Equivalent (von-Mises)) [MPa]	Pressure sensor 11 (Maximum Principal) [MPa]	Pressure sensor 11 (Middle Principal) [MPa]	Pressure sensor 11 (Minimum Principal) [MPa]	Pressure sensor 11 (Intensity) [MPa] 
1	1,6667e-002	-3,5119e-006	-3,5186e-006	-3,6142e-006	6,2706e-009	2,0155e-005	-1,3468e-005	4,1987e-005	2,0673e-005	-3,5082e-006	-2,7809e-005	4,8482e-005 
2	3,3333e-002	-7,0019e-006	-7,0132e-006	-7,2131e-006	9,5932e-009	4,0494e-005	-2,6953e-005	8,4254e-005	4,1528e-005	-6,9965e-006	-5,576e-005	9,7288e-005 
3	5,8333e-002	-1,2336e-005	-1,235e-005	-1,2729e-005	1,0024e-008	7,1002e-005	-4,7468e-005	1,4793e-004	7,2866e-005	-1,2331e-005	-9,795e-005	1,7082e-004 
4	9,5833e-002	-2,0065e-005	-2,0074e-005	-2,0752e-005	-9,9755e-010	1,1631e-004	-7,773e-005	2,423e-004	1,1948e-004	-2,0069e-005	-1,603e-004	2,7979e-004 
5	0,15208	-3,1647e-005	-3,1629e-005	-3,2848e-005	-4,3139e-008	1,8447e-004	-1,2331e-004	3,8433e-004	1,8967e-004	-3,1682e-005	-2,5412e-004	4,4379e-004 
6	0,23646	-4,919e-005	-4,9085e-005	-5,1337e-005	-1,6473e-007	2,8725e-004	-1,9238e-004	5,9882e-004	2,9558e-004	-4,931e-005	-3,9588e-004	6,9146e-004 
7	0,36302	-7,4169e-005	-7,3837e-005	-7,8041e-005	-4,7344e-007	4,3935e-004	-2,9479e-004	9,164e-004	4,5331e-004	-7,4504e-005	-6,0485e-004	1,0582e-003 
8	0,52969	-1,0741e-004	-1,0659e-004	-1,1425e-004	-1,1194e-006	6,405e-004	-4,3064e-004	1,3368e-003	6,6179e-004	-1,0819e-004	-8,8185e-004	1,5436e-003 
9	0,69635	-1,3878e-004	-1,3728e-004	-1,4925e-004	-2,0238e-006	8,3913e-004	-5,6522e-004	1,7524e-003	8,692e-004	-1,4018e-004	-1,1543e-003	2,0235e-003 
10	0,86302	-1,7022e-004	-1,6784e-004	-1,8511e-004	-3,1978e-006	1,0385e-003	-7,0038e-004	2,1697e-003	1,0773e-003	-1,7244e-004	-1,428e-003	2,5054e-003 
11	1,	-1,9505e-004	-1,9181e-004	-2,1405e-004	-4,3495e-006	1,2004e-003	-8,1067e-004	2,509e-003	1,2472e-003	-1,9807e-004	-1,65e-003	2,8972e-003 
