0	Time [s]	Pressure sensor 2 (NormX) [MPa]	Pressure sensor 2 (NormY) [MPa]	Pressure sensor 2 (NormZ) [MPa]	Pressure sensor 2 (ShearXY) [MPa]	Pressure sensor 2 (ShearYZ) [MPa]	Pressure sensor 2 (ShearXZ) [MPa]	Pressure sensor 2 (Equivalent (von-Mises)) [MPa]	Pressure sensor 2 (Maximum Principal) [MPa]	Pressure sensor 2 (Middle Principal) [MPa]	Pressure sensor 2 (Minimum Principal) [MPa]	Pressure sensor 2 (Intensity) [MPa] 
1	5,8333e-003	-2,8049e-005	-2,9386e-005	-3,0945e-005	-3,6097e-008	2,6909e-005	-4,9359e-006	4,7452e-005	-2,7654e-006	-2,8105e-005	-5,7508e-005	5,4743e-005 
2	1,1667e-002	-5,9157e-005	-6,187e-005	-6,5347e-005	-7,9431e-008	5,6462e-005	-1,0615e-005	9,9653e-005	-6,0655e-006	-5,9279e-005	-1,2103e-004	1,1496e-004 
3	2,0417e-002	-1,0355e-004	-1,0823e-004	-1,144e-004	-1,2524e-007	9,8529e-005	-1,8917e-005	1,7403e-004	-1,082e-005	-1,0376e-004	-2,1159e-004	2,0077e-004 
4	3,3542e-002	-1,7074e-004	-1,783e-004	-1,8863e-004	-1,7527e-007	1,6211e-004	-3,1889e-005	2,8659e-004	-1,7976e-005	-1,7109e-004	-3,4861e-004	3,3063e-004 
5	5,3229e-002	-2,7149e-004	-2,833e-004	-2,9996e-004	-2,2554e-007	2,573e-004	-5,1835e-005	4,5528e-004	-2,8737e-005	-2,7204e-004	-5,5397e-004	5,2524e-004 
6	8,276e-002	-4,2226e-004	-4,402e-004	-4,6656e-004	-2,5837e-007	3,9957e-004	-8,2586e-005	7,0775e-004	-4,4698e-005	-4,231e-004	-8,6122e-004	8,1652e-004 
7	0,12706	-6,4829e-004	-6,751e-004	-7,1645e-004	-2,8319e-007	6,1297e-004	-1,298e-004	1,0869e-003	-6,8184e-005	-6,4956e-004	-1,3221e-003	1,2539e-003 
8	0,1935	-9,8678e-004	-1,0265e-003	-1,0913e-003	-3,3392e-007	9,337e-004	-2,0169e-004	1,657e-003	-1,0208e-004	-9,8869e-004	-2,0138e-003	1,9117e-003 
9	0,29317	-1,4961e-003	-1,5538e-003	-1,6568e-003	-5,3052e-007	1,4172e-003	-3,132e-004	2,5179e-003	-1,5139e-004	-1,499e-003	-3,0563e-003	2,9049e-003 
10	0,44267	-2,2639e-003	-2,3451e-003	-2,513e-003	-1,4e-006	2,1481e-003	-4,8601e-004	3,8211e-003	-2,2259e-004	-2,2685e-003	-4,631e-003	4,4084e-003 
11	0,60934	-3,1136e-003	-3,2162e-003	-3,4654e-003	-2,9861e-006	2,9626e-003	-6,8561e-004	5,2764e-003	-2,9378e-004	-3,1202e-003	-6,3813e-003	6,0875e-003 
12	0,77601	-3,9595e-003	-4,0792e-003	-4,4192e-003	-5,3421e-006	3,7794e-003	-8,868e-004	6,7365e-003	-3,5881e-004	-3,9681e-003	-8,1309e-003	7,7721e-003 
13	0,94267	-4,7943e-003	-4,9264e-003	-5,3655e-003	-8,2313e-006	4,5928e-003	-1,0885e-003	8,1918e-003	-4,1499e-004	-4,805e-003	-9,8661e-003	9,4512e-003 
14	1,	-5,0011e-003	-5,1324e-003	-5,593e-003	-7,422e-006	4,8283e-003	-1,0462e-003	8,5739e-003	-4,1215e-004	-5,0101e-003	-1,0304e-002	9,8921e-003 
