0	Time [s]	Pressure sensor 13 (NormX) [MPa]	Pressure sensor 13 (NormY) [MPa]	Pressure sensor 13 (NormZ) [MPa]	Pressure sensor 13 (ShearXY) [MPa]	Pressure sensor 13 (ShearYZ) [MPa]	Pressure sensor 13 (ShearXZ) [MPa]	Pressure sensor 13 (Equivalent (von-Mises)) [MPa]	Pressure sensor 13 (Maximum Principal) [MPa]	Pressure sensor 13 (Middle Principal) [MPa]	Pressure sensor 13 (Minimum Principal) [MPa]	Pressure sensor 13 (Intensity) [MPa] 
1	5,8333e-003	-6,027e-006	-6,1845e-006	-3,5959e-006	2,3304e-007	1,8492e-006	1,3048e-005	2,2967e-005	8,4522e-006	-6,2455e-006	-1,8014e-005	2,6466e-005 
2	1,1667e-002	-1,2336e-005	-1,2695e-005	-7,2756e-006	4,8092e-007	3,885e-006	2,7013e-005	4,7568e-005	1,7663e-005	-1,2822e-005	-3,7148e-005	5,4811e-005 
3	2,0417e-002	-2,1433e-005	-2,2099e-005	-1,2639e-005	8,3877e-007	6,5979e-006	4,6919e-005	8,2587e-005	3,0652e-005	-2,2315e-005	-6,4507e-005	9,516e-005 
4	3,3542e-002	-3,4997e-005	-3,617e-005	-2,0578e-005	1,3806e-006	1,0492e-005	7,6658e-005	1,3488e-004	5,0086e-005	-3,6516e-005	-1,0532e-004	1,554e-004 
5	5,3229e-002	-5,517e-005	-5,7157e-005	-3,2353e-005	2,1927e-006	1,5908e-005	1,2095e-004	2,1268e-004	7,9019e-005	-5,7684e-005	-1,6601e-004	2,4503e-004 
6	8,276e-002	-8,4945e-005	-8,8273e-005	-4,9597e-005	3,4123e-006	2,3494e-005	1,8651e-004	3,2776e-004	1,2192e-004	-8,9058e-005	-2,5568e-004	3,776e-004 
7	0,12706	-1,2865e-004	-1,3412e-004	-7,454e-005	5,2548e-006	3,3963e-005	2,8394e-004	4,9866e-004	1,862e-004	-1,3527e-004	-3,8824e-004	5,7444e-004 
8	0,1935	-1,9326e-004	-2,0206e-004	-1,1098e-004	8,0566e-006	4,9187e-005	4,3044e-004	7,5555e-004	2,8389e-004	-2,0374e-004	-5,8644e-004	8,7033e-004 
9	0,29317	-2,8784e-004	-3,021e-004	-1,6342e-004	1,2305e-005	6,9758e-005	6,5072e-004	1,1414e-003	4,3295e-004	-3,0451e-004	-8,8179e-004	1,3147e-003 
10	0,44267	-4,2057e-004	-4,4396e-004	-2,331e-004	1,8775e-005	9,7695e-005	9,7726e-004	1,7131e-003	6,6144e-004	-4,4738e-004	-1,3117e-003	1,9731e-003 
11	0,60934	-5,605e-004	-5,9544e-004	-3,039e-004	2,6128e-005	1,2617e-004	1,3334e-003	2,3367e-003	9,1556e-004	-5,9995e-004	-1,7755e-003	2,691e-003 
12	0,77601	-6,9683e-004	-7,4441e-004	-3,7204e-004	3,3641e-005	1,4949e-004	1,6938e-003	2,9666e-003	1,1764e-003	-7,4982e-004	-2,2399e-003	3,4163e-003 
13	0,94267	-8,2961e-004	-8,9113e-004	-4,3823e-004	4,119e-005	1,6728e-004	2,054e-003	3,5954e-003	1,4392e-003	-8,9726e-004	-2,701e-003	4,1402e-003 
14	1,	-8,7373e-004	-9,4066e-004	-4,6034e-004	4,2325e-005	1,692e-004	2,1856e-003	3,8243e-003	1,5379e-003	-9,4664e-004	-2,866e-003	4,4039e-003 
