Node Number	LOC_DEFY (mm)
117259	0,5
117260	15,5
117261	0,56416
117262	0,75556
117263	1,0709
117264	1,5048
117265	2,0498
117266	2,6967
117267	3,4343
117268	4,25
117269	5,1299
117270	6,0589
117271	7,0211
117272	8,
117273	8,9789
117274	9,9411
117275	10,87
117276	11,75
117277	12,566
117278	13,303
117279	13,95
117280	14,495
117281	14,929
117282	15,244
117283	15,436
117284	16,5
117285	-0,5
117286	-0,44253
117287	-0,27088
117288	1,2613e-002
117289	0,40412
117290	0,89835
117291	1,4886
117292	2,1669
117293	2,9242
117294	3,75
117295	4,6333
117296	5,5622
117297	6,524
117298	7,5058
117299	8,4942
117300	9,476
117301	10,438
117302	11,367
117303	12,25
117304	13,076
117305	13,833
117306	14,511
117307	15,102
117308	15,596
117309	15,987
117310	16,271
117311	16,443
117312	-15,5
117313	-15,436
117314	-15,244
117315	-14,929
117316	-14,495
117317	-13,95
117318	-13,303
117319	-12,566
117320	-11,75
117321	-10,87
117322	-9,9411
117323	-8,9789
117324	-8,
117325	-7,0211
117326	-6,0589
117327	-5,1299
117328	-4,25
117329	-3,4343
117330	-2,6967
117331	-2,0498
117332	-1,5048
117333	-1,0709
117334	-0,75556
117335	-0,56416
117336	-16,5
117337	-16,443
117338	-16,271
117339	-15,987
117340	-15,596
117341	-15,102
117342	-14,511
117343	-13,833
117344	-13,076
117345	-12,25
117346	-11,367
117347	-10,438
117348	-9,476
117349	-8,4942
117350	-7,5058
117351	-6,524
117352	-5,5622
117353	-4,6333
117354	-3,75
117355	-2,9242
117356	-2,1669
117357	-1,4886
117358	-0,89835
117359	-0,40412
117360	-1,2613e-002
117361	0,27088
117362	0,44253
117363	15,5
117364	15,5
117365	15,5
117366	15,5
117367	16,5
117368	15,75
117369	16,
117370	16,25
117371	16,5
117372	16,5
117373	16,5
117374	-15,5
117375	-15,5
117376	-15,5
117377	-15,5
117378	-16,5
117379	-15,75
117380	-16,
117381	-16,25
117382	-16,5
117383	-16,5
117384	-16,5
117385	0,5
117386	-16,496
117387	-16,485
117388	-16,467
117389	-16,441
117390	-16,409
117391	-16,368
117392	-16,321
117393	-16,267
117394	-16,205
117395	-16,136
117396	-16,061
117397	-15,978
117398	-15,888
117399	-15,792
117400	-15,689
117401	-15,579
117402	-15,463
117403	-15,34
117404	-15,211
117405	-15,076
117406	-14,935
117407	-14,788
117408	-14,634
117409	-14,476
117410	-14,311
117411	-14,141
117412	-13,966
117413	-13,786
117414	-13,601
