0	Time [s]	Pressure sensor 18 (NormX) [MPa]	Pressure sensor 18 (NormY) [MPa]	Pressure sensor 18 (NormZ) [MPa]	Pressure sensor 18 (ShearXY) [MPa]	Pressure sensor 18 (ShearYZ) [MPa]	Pressure sensor 18 (ShearXZ) [MPa]	Pressure sensor 18 (Equivalent (von-Mises)) [MPa]	Pressure sensor 18 (Maximum Principal) [MPa]	Pressure sensor 18 (Middle Principal) [MPa]	Pressure sensor 18 (Minimum Principal) [MPa]	Pressure sensor 18 (Intensity) [MPa] 
1	5,8333e-003	-2,2979e-005	-2,349e-005	-2,1954e-005	3,4895e-008	2,0908e-005	1,1661e-005	4,1488e-005	1,3048e-006	-2,313e-005	-4,6598e-005	4,7903e-005 
2	1,1667e-002	-4,7828e-005	-4,8903e-005	-4,5703e-005	5,1545e-008	4,3675e-005	2,4377e-005	8,6678e-005	2,8871e-006	-4,8127e-005	-9,7194e-005	1,0008e-004 
3	2,0417e-002	-8,3175e-005	-8,505e-005	-7,9486e-005	9,5753e-008	7,6002e-005	4,2352e-005	1,5078e-004	5,0408e-006	-8,3701e-005	-1,6905e-004	1,7409e-004 
4	3,3542e-002	-1,3642e-004	-1,3955e-004	-1,3042e-004	1,6515e-007	1,2497e-004	6,9203e-005	2,4755e-004	8,3657e-006	-1,373e-004	-2,7746e-004	2,8583e-004 
5	5,3229e-002	-2,1581e-004	-2,208e-004	-2,0637e-004	2,5763e-007	1,982e-004	1,0949e-004	3,924e-004	1,3647e-005	-2,1719e-004	-4,3943e-004	4,5308e-004 
6	8,276e-002	-3,3413e-004	-3,419e-004	-3,1963e-004	4,5452e-007	3,0806e-004	1,6897e-004	6,0888e-004	2,1844e-005	-3,3631e-004	-6,8119e-004	7,0304e-004 
7	0,12706	-5,0989e-004	-5,2173e-004	-4,8785e-004	8,2856e-007	4,7252e-004	2,5735e-004	9,3242e-004	3,5214e-005	-5,1329e-004	-1,0414e-003	1,0766e-003 
8	0,1935	-7,7221e-004	-7,8983e-004	-7,3904e-004	1,6045e-006	7,1955e-004	3,8997e-004	1,4183e-003	5,7025e-005	-7,7755e-004	-1,5806e-003	1,6376e-003 
9	0,29317	-1,162e-003	-1,1879e-003	-1,1128e-003	3,1104e-006	1,0907e-003	5,9056e-004	2,1493e-003	9,4708e-005	-1,1705e-003	-2,387e-003	2,4817e-003 
10	0,44267	-1,7362e-003	-1,7736e-003	-1,6643e-003	6,1461e-006	1,6503e-003	8,9036e-004	3,2493e-003	1,6369e-004	-1,7498e-003	-3,5881e-003	3,7517e-003 
11	0,60934	-2,3653e-003	-2,4133e-003	-2,2713e-003	1,1018e-005	2,2753e-003	1,218e-003	4,4718e-003	2,4924e-004	-2,3851e-003	-4,914e-003	5,1633e-003 
12	0,77601	-2,9877e-003	-3,0448e-003	-2,8749e-003	1,7117e-005	2,9013e-003	1,5526e-003	5,7015e-003	3,4518e-004	-3,0146e-003	-6,2379e-003	6,5831e-003 
13	0,94267	-3,6007e-003	-3,6649e-003	-3,4723e-003	2,4739e-005	3,5253e-003	1,8862e-003	6,9272e-003	4,4796e-004	-3,6356e-003	-7,5503e-003	7,9983e-003 
14	1,	-3,8056e-003	-3,872e-003	-3,6727e-003	2,7519e-005	3,7338e-003	2,0021e-003	7,3404e-003	4,8421e-004	-3,8433e-003	-7,9912e-003	8,4754e-003 
