0	Time [s]	Pressure sensor 24 (NormX) [MPa]	Pressure sensor 24 (NormY) [MPa]	Pressure sensor 24 (NormZ) [MPa]	Pressure sensor 24 (ShearXY) [MPa]	Pressure sensor 24 (ShearYZ) [MPa]	Pressure sensor 24 (ShearXZ) [MPa]	Pressure sensor 24 (Equivalent (von-Mises)) [MPa]	Pressure sensor 24 (Maximum Principal) [MPa]	Pressure sensor 24 (Middle Principal) [MPa]	Pressure sensor 24 (Minimum Principal) [MPa]	Pressure sensor 24 (Intensity) [MPa] 
1	5,8333e-003	-6,3791e-005	-6,56e-005	-6,7506e-005	1,3807e-007	1,5249e-005	1,3138e-005	3,5011e-005	-4,5899e-005	-6,4704e-005	-8,6294e-005	4,0396e-005 
2	1,1667e-002	-1,3213e-004	-1,3533e-004	-1,3971e-004	1,8236e-007	3,1346e-005	2,7642e-005	7,2688e-005	-9,4796e-005	-1,3372e-004	-1,7866e-004	8,3861e-005 
3	2,0417e-002	-2,2858e-004	-2,3429e-004	-2,4185e-004	3,4222e-007	5,452e-005	4,8295e-005	1,2668e-004	-1,6356e-004	-2,3145e-004	-3,0971e-004	1,4616e-004 
4	3,3542e-002	-3,7546e-004	-3,8451e-004	-3,9737e-004	6,136e-007	8,9154e-005	7,9561e-005	2,0785e-004	-2,6872e-004	-3,8011e-004	-5,0852e-004	2,398e-004 
5	5,3229e-002	-5,9807e-004	-6,1196e-004	-6,3282e-004	1,1201e-006	1,4109e-004	1,261e-004	3,2916e-004	-4,2885e-004	-6,0539e-004	-8,0862e-004	3,7976e-004 
6	8,276e-002	-9,2532e-004	-9,4748e-004	-9,794e-004	2,0161e-006	2,1922e-004	1,9609e-004	5,1162e-004	-6,6233e-004	-9,3724e-004	-1,2526e-003	5,9031e-004 
7	0,12706	-1,4112e-003	-1,4459e-003	-1,4943e-003	3,5245e-006	3,367e-004	3,0095e-004	7,8554e-004	-1,0074e-003	-1,4302e-003	-1,9138e-003	9,0639e-004 
8	0,1935	-2,141e-003	-2,1935e-003	-2,2671e-003	4,958e-006	5,1401e-004	4,5869e-004	1,1983e-003	-1,5248e-003	-2,1693e-003	-2,9074e-003	1,3826e-003 
9	0,29317	-3,2379e-003	-3,3131e-003	-3,4311e-003	7,3185e-006	7,8341e-004	6,9518e-004	1,822e-003	-2,3007e-003	-3,2785e-003	-4,4029e-003	2,1021e-003 
10	0,44267	-4,8667e-003	-4,9717e-003	-5,1669e-003	1,3355e-005	1,1948e-003	1,0482e-003	2,7658e-003	-3,4442e-003	-4,9259e-003	-6,6352e-003	3,1909e-003 
11	0,60934	-6,644e-003	-6,7757e-003	-7,0646e-003	1,9734e-005	1,6663e-003	1,4427e-003	3,8358e-003	-4,6694e-003	-6,7203e-003	-9,0946e-003	4,4253e-003 
12	0,77601	-8,3338e-003	-8,4866e-003	-8,8832e-003	2,731e-005	2,1537e-003	1,8417e-003	4,933e-003	-5,7935e-003	-8,4257e-003	-1,1484e-002	5,6908e-003 
13	0,94267	-9,97e-003	-1,0141e-002	-1,0656e-002	3,7879e-005	2,6521e-003	2,2417e-003	6,0467e-003	-6,8564e-003	-1,0079e-002	-1,3832e-002	6,9755e-003 
14	1,	-1,0528e-002	-1,0704e-002	-1,1261e-002	4,153e-005	2,8181e-003	2,3787e-003	6,4221e-003	-7,2207e-003	-1,0642e-002	-1,4629e-002	7,4084e-003 
