0	Time [s]	Pressure sensor 37 (NormX) [MPa]	Pressure sensor 37 (NormY) [MPa]	Pressure sensor 37 (NormZ) [MPa]	Pressure sensor 37 (ShearXY) [MPa]	Pressure sensor 37 (ShearYZ) [MPa]	Pressure sensor 37 (ShearXZ) [MPa]	Pressure sensor 37 (Equivalent (von-Mises)) [MPa]	Pressure sensor 37 (Maximum Principal) [MPa]	Pressure sensor 37 (Middle Principal) [MPa]	Pressure sensor 37 (Minimum Principal) [MPa]	Pressure sensor 37 (Intensity) [MPa] 
1	1,6667e-002	-9,52e-005	-9,5193e-005	-9,9137e-005	-1,1359e-007	-7,8286e-005	-8,9638e-005	2,0617e-004	2,1804e-005	-9,5084e-005	-2,1625e-004	2,3805e-004 
2	3,3333e-002	-1,9229e-004	-1,923e-004	-2,0047e-004	-1,6203e-007	-1,5758e-004	-1,8046e-004	4,1505e-004	4,3153e-005	-1,9213e-004	-4,3608e-004	4,7923e-004 
3	5,8333e-002	-3,3654e-004	-3,3661e-004	-3,5141e-004	-1,1549e-007	-2,7645e-004	-3,1486e-004	7,2588e-004	7,5018e-005	-3,3647e-004	-7,6311e-004	8,3813e-004 
4	9,5833e-002	-5,5448e-004	-5,547e-004	-5,8035e-004	2,3576e-007	-4,5483e-004	-5,189e-004	1,1954e-003	1,228e-004	-5,5484e-004	-1,2575e-003	1,3803e-003 
5	0,15208	-8,7957e-004	-8,8018e-004	-9,2385e-004	1,379e-006	-7,2121e-004	-8,2268e-004	1,8955e-003	1,9313e-004	-8,8128e-004	-1,9954e-003	2,1886e-003 
6	0,23646	-1,3628e-003	-1,3644e-003	-1,439e-003	4,4801e-006	-1,1203e-003	-1,2775e-003	2,944e-003	3,0061e-004	-1,3682e-003	-3,0986e-003	3,3992e-003 
7	0,36302	-2,0853e-003	-2,0891e-003	-2,2191e-003	1,2236e-005	-1,7177e-003	-1,959e-003	4,5147e-003	4,5947e-004	-2,0996e-003	-4,7534e-003	5,2129e-003 
8	0,52969	-3,0319e-003	-3,0401e-003	-3,2598e-003	2,8142e-005	-2,5063e-003	-2,8552e-003	6,5844e-003	6,6757e-004	-3,0644e-003	-6,935e-003	7,6025e-003 
9	0,69635	-3,966e-003	-3,9804e-003	-4,308e-003	5,0388e-005	-3,2871e-003	-3,7504e-003	8,6447e-003	8,7555e-004	-4,0241e-003	-9,1059e-003	9,9815e-003 
10	0,86302	-4,8826e-003	-4,9046e-003	-5,3579e-003	7,8889e-005	-4,0679e-003	-4,6376e-003	1,0696e-002	1,089e-003	-4,9733e-003	-1,1261e-002	1,235e-002 
11	1,	-5,6247e-003	-5,6542e-003	-6,2242e-003	1,07e-004	-4,7063e-003	-5,3665e-003	1,2378e-002	1,2684e-003	-5,7475e-003	-1,3024e-002	1,4292e-002 
