0	Time [s]	Pressure sensor 30 (NormX) [MPa]	Pressure sensor 30 (NormY) [MPa]	Pressure sensor 30 (NormZ) [MPa]	Pressure sensor 30 (ShearXY) [MPa]	Pressure sensor 30 (ShearYZ) [MPa]	Pressure sensor 30 (ShearXZ) [MPa]	Pressure sensor 30 (Equivalent (von-Mises)) [MPa]	Pressure sensor 30 (Maximum Principal) [MPa]	Pressure sensor 30 (Middle Principal) [MPa]	Pressure sensor 30 (Minimum Principal) [MPa]	Pressure sensor 30 (Intensity) [MPa] 
1	1,6667e-002	-1,713e-006	-1,7131e-006	-1,7829e-006	-9,9373e-011	-3,9916e-006	3,2207e-006	8,8838e-006	3,3811e-006	-1,7131e-006	-6,877e-006	1,0258e-005 
2	3,3333e-002	-3,4425e-006	-3,4427e-006	-3,5835e-006	-3,2939e-010	-8,0257e-006	6,474e-006	1,786e-005	6,7988e-006	-3,4429e-006	-1,3825e-005	2,0623e-005 
3	5,8333e-002	-6,0255e-006	-6,0256e-006	-6,2731e-006	-9,152e-010	-1,4047e-005	1,1336e-005	3,1265e-005	1,1902e-005	-6,0264e-006	-2,42e-005	3,6102e-005 
4	9,5833e-002	-9,8926e-006	-9,8924e-006	-1,0302e-005	-2,338e-009	-2,3067e-005	1,8598e-005	5,1324e-005	1,9536e-005	-9,8948e-006	-3,9728e-005	5,9263e-005 
5	0,15208	-1,569e-005	-1,5689e-005	-1,6344e-005	-5,6901e-009	-3,6578e-005	2,9541e-005	8,1439e-005	3,1005e-005	-1,5695e-005	-6,3032e-005	9,4037e-005 
6	0,23646	-2,44e-005	-2,4397e-005	-2,5431e-005	-1,3486e-008	-5,6908e-005	4,5909e-005	1,2665e-004	4,8211e-005	-2,4412e-005	-9,8027e-005	1,4624e-004 
7	0,36302	-3,731e-005	-3,73e-005	-3,8917e-005	-3,1143e-008	-8,698e-005	7,033e-005	1,9375e-004	7,3764e-005	-3,7336e-005	-1,4995e-004	2,2372e-004 
8	0,52969	-5,4444e-005	-5,4421e-005	-5,6848e-005	-6,5799e-008	-1,2699e-004	1,0258e-004	2,8275e-004	1,0764e-004	-5,4499e-005	-2,1885e-004	3,2649e-004 
9	0,69635	-7,1265e-005	-7,1224e-005	-7,4487e-005	-1,1235e-007	-1,6621e-004	1,3438e-004	3,7022e-004	1,4093e-004	-7,1358e-005	-2,8655e-004	4,2748e-004 
10	0,86302	-8,7273e-005	-8,721e-005	-9,1307e-005	-1,6788e-007	-2,0343e-004	1,6441e-004	4,5305e-004	1,7238e-004	-8,7412e-005	-3,5076e-004	5,2314e-004 
11	1,	-1,0095e-004	-1,0087e-004	-1,0571e-004	-2,2439e-007	-2,3541e-004	1,9019e-004	5,2421e-004	1,9945e-004	-1,0114e-004	-4,0584e-004	6,053e-004 
