0	Time [s]	Pressure sensor 37 (NormX) [MPa]	Pressure sensor 37 (NormY) [MPa]	Pressure sensor 37 (NormZ) [MPa]	Pressure sensor 37 (ShearXY) [MPa]	Pressure sensor 37 (ShearYZ) [MPa]	Pressure sensor 37 (ShearXZ) [MPa]	Pressure sensor 37 (Equivalent (von-Mises)) [MPa]	Pressure sensor 37 (Maximum Principal) [MPa]	Pressure sensor 37 (Middle Principal) [MPa]	Pressure sensor 37 (Minimum Principal) [MPa]	Pressure sensor 37 (Intensity) [MPa] 
1	1,6667e-002	-3,1776e-006	-3,1142e-006	-3,2059e-006	-1,5152e-008	-1,6284e-005	-2,1046e-005	4,609e-005	2,3423e-005	-3,1233e-006	-2,9797e-005	5,322e-005 
2	3,3333e-002	-6,8367e-006	-6,7056e-006	-6,917e-006	-2,7999e-008	-3,3238e-005	-4,3537e-005	9,4872e-005	4,7908e-005	-6,7269e-006	-6,1641e-005	1,0955e-004 
3	5,8333e-002	-1,3579e-005	-1,3337e-005	-1,3799e-005	-4,1396e-008	-5,8548e-005	-7,9645e-005	1,7121e-004	8,5183e-005	-1,3382e-005	-1,1252e-004	1,977e-004 
4	9,5833e-002	-2,4291e-005	-2,3892e-005	-2,4804e-005	-4,5358e-008	-9,6676e-005	-1,3456e-004	2,8698e-004	1,4119e-004	-2,3985e-005	-1,9019e-004	3,3137e-004 
5	0,15208	-4,2209e-005	-4,1587e-005	-4,3364e-005	-1,2403e-008	-1,54e-004	-2,2043e-004	4,6574e-004	2,262e-004	-4,1779e-005	-3,1158e-004	5,3778e-004 
6	0,23646	-7,3397e-005	-7,2498e-005	-7,6034e-005	1,2934e-007	-2,409e-004	-3,5643e-004	7,4514e-004	3,5569e-004	-7,2899e-005	-5,0472e-004	8,6041e-004 
7	0,36302	-1,2275e-004	-1,2162e-004	-1,2855e-004	5,634e-007	-3,7123e-004	-5,6569e-004	1,172e-003	5,5141e-004	-1,2247e-004	-8,0184e-004	1,3533e-003 
8	0,52969	-1,955e-004	-1,9448e-004	-2,0749e-004	1,564e-006	-5,4424e-004	-8,5381e-004	1,7538e-003	8,119e-004	-1,9619e-004	-1,2132e-003	2,0251e-003 
9	0,69635	-2,7704e-004	-2,767e-004	-2,9767e-004	3,0741e-006	-7,1538e-004	-1,1544e-003	2,3523e-003	1,0722e-003	-2,7955e-004	-1,6441e-003	2,7162e-003 
10	0,86302	-3,6515e-004	-3,6614e-004	-3,9699e-004	5,1225e-006	-8,877e-004	-1,4664e-003	2,9692e-003	1,3353e-003	-3,7041e-004	-2,0932e-003	3,4285e-003 
11	1,	-4,377e-004	-4,4027e-004	-4,8043e-004	7,1959e-006	-1,0287e-003	-1,7251e-003	3,4792e-003	1,5524e-003	-4,4593e-004	-2,4649e-003	4,0174e-003 
