0	Time [s]	Pressure sensor 43 (NormX) [MPa]	Pressure sensor 43 (NormY) [MPa]	Pressure sensor 43 (NormZ) [MPa]	Pressure sensor 43 (ShearXY) [MPa]	Pressure sensor 43 (ShearYZ) [MPa]	Pressure sensor 43 (ShearXZ) [MPa]	Pressure sensor 43 (Equivalent (von-Mises)) [MPa]	Pressure sensor 43 (Maximum Principal) [MPa]	Pressure sensor 43 (Middle Principal) [MPa]	Pressure sensor 43 (Minimum Principal) [MPa]	Pressure sensor 43 (Intensity) [MPa] 
1	1,6667e-002	-3,299e-006	-3,3352e-006	-3,3633e-006	-4,9734e-008	-2,6554e-005	-7,2724e-006	4,7687e-005	2,4171e-005	-3,2762e-006	-3,0893e-005	5,5064e-005 
2	3,3333e-002	-7,0438e-006	-7,1129e-006	-7,1962e-006	-1,0074e-007	-5,4764e-005	-1,4936e-005	9,8319e-005	4,9587e-005	-6,9974e-006	-6,3942e-005	1,1353e-004 
3	5,8333e-002	-1,4228e-005	-1,4341e-005	-1,4595e-005	-1,7846e-007	-9,9738e-005	-2,7048e-005	1,7899e-004	8,8832e-005	-1,4145e-005	-1,1785e-004	2,0668e-004 
4	9,5833e-002	-2,5338e-005	-2,5487e-005	-2,6086e-005	-2,8564e-007	-1,677e-004	-4,5163e-005	3,0082e-004	1,4782e-004	-2,5205e-005	-1,9953e-004	3,4735e-004 
5	0,15208	-4,4786e-005	-4,4917e-005	-4,633e-005	-4,3011e-007	-2,7398e-004	-7,3222e-005	4,9121e-004	2,3787e-004	-4,458e-005	-3,2932e-004	5,6719e-004 
6	0,23646	-7,7316e-005	-7,7233e-005	-8,0456e-005	-5,9834e-007	-4,3964e-004	-1,1628e-004	7,8767e-004	3,7577e-004	-7,7015e-005	-5,3376e-004	9,0952e-004 
7	0,36302	-1,3167e-004	-1,3079e-004	-1,3807e-004	-7,2743e-007	-6,9676e-004	-1,8228e-004	1,2475e-003	5,8558e-004	-1,3126e-004	-8,5485e-004	1,4404e-003 
8	0,52969	-2,1078e-004	-2,079e-004	-2,2301e-004	-6,4586e-007	-1,0453e-003	-2,7039e-004	1,8701e-003	8,64e-004	-2,1029e-004	-1,2954e-003	2,1594e-003 
9	0,69635	-3,0372e-004	-2,9764e-004	-3,2394e-004	-2,5992e-007	-1,4099e-003	-3,598e-004	2,5204e-003	1,1441e-003	-3,0322e-004	-1,7662e-003	2,9103e-003 
10	0,86302	-4,0202e-004	-3,9148e-004	-4,3204e-004	4,4118e-007	-1,7825e-003	-4,4981e-004	3,1843e-003	1,4265e-003	-4,016e-004	-2,2504e-003	3,6769e-003 
11	1,	-4,8533e-004	-4,7012e-004	-5,2474e-004	1,2533e-006	-2,0939e-003	-5,2365e-004	3,7387e-003	1,661e-003	-4,8503e-004	-2,6561e-003	4,3171e-003 
