0	Time [s]	Pressure sensor 19 (NormX) [MPa]	Pressure sensor 19 (NormY) [MPa]	Pressure sensor 19 (NormZ) [MPa]	Pressure sensor 19 (ShearXY) [MPa]	Pressure sensor 19 (ShearYZ) [MPa]	Pressure sensor 19 (ShearXZ) [MPa]	Pressure sensor 19 (Equivalent (von-Mises)) [MPa]	Pressure sensor 19 (Maximum Principal) [MPa]	Pressure sensor 19 (Middle Principal) [MPa]	Pressure sensor 19 (Minimum Principal) [MPa]	Pressure sensor 19 (Intensity) [MPa] 
1	1,6667e-002	-4,7499e-005	-4,756e-005	-4,9169e-005	-1,3125e-007	7,075e-005	5,4489e-005	1,5468e-004	4,0887e-005	-4,7395e-005	-1,3772e-004	1,7861e-004 
2	3,3333e-002	-9,6453e-005	-9,6561e-005	-9,9952e-005	-2,3037e-007	1,4397e-004	1,1016e-004	3,1401e-004	8,2941e-005	-9,627e-005	-2,7964e-004	3,6258e-004 
3	5,8333e-002	-1,6675e-004	-1,6688e-004	-1,7306e-004	-3,048e-007	2,4845e-004	1,9111e-004	5,4295e-004	1,4337e-004	-1,665e-004	-4,8356e-004	6,2693e-004 
4	9,5833e-002	-2,7501e-004	-2,751e-004	-2,8609e-004	-2,7023e-007	4,0839e-004	3,1266e-004	8,9091e-004	2,3365e-004	-2,7478e-004	-7,9507e-004	1,0287e-003 
5	0,15208	-4,3389e-004	-4,3375e-004	-4,5292e-004	1,0629e-007	6,4403e-004	4,932e-004	1,4051e-003	3,6793e-004	-4,3394e-004	-1,2545e-003	1,6225e-003 
6	0,23646	-6,7497e-004	-6,7409e-004	-7,0815e-004	1,4112e-006	9,9786e-004	7,6351e-004	2,1765e-003	5,6597e-004	-6,7601e-004	-1,9472e-003	2,5131e-003 
7	0,36302	-1,0336e-003	-1,0307e-003	-1,0925e-003	4,9782e-006	1,5238e-003	1,1661e-003	3,324e-003	8,5932e-004	-1,0373e-003	-2,9788e-003	3,8381e-003 
8	0,52969	-1,4987e-003	-1,4917e-003	-1,5994e-003	1,2538e-005	2,2073e-003	1,6906e-003	4,8168e-003	1,2401e-003	-1,5082e-003	-4,3217e-003	5,5619e-003 
9	0,69635	-1,9711e-003	-1,9582e-003	-2,1233e-003	2,3378e-005	2,8888e-003	2,215e-003	6,3072e-003	1,6095e-003	-1,9889e-003	-5,6732e-003	7,2827e-003 
10	0,86302	-2,432e-003	-2,4114e-003	-2,644e-003	3,7273e-005	3,565e-003	2,729e-003	7,7797e-003	1,978e-003	-2,4603e-003	-7,005e-003	8,983e-003 
11	1,	-2,8129e-003	-2,7849e-003	-3,0812e-003	5,11e-005	4,1176e-003	3,1546e-003	8,9891e-003	2,2762e-003	-2,8519e-003	-8,1033e-003	1,038e-002 
