0	Time [s]	Pressure sensor 8 (NormX) [MPa]	Pressure sensor 8 (NormY) [MPa]	Pressure sensor 8 (NormZ) [MPa]	Pressure sensor 8 (ShearXY) [MPa]	Pressure sensor 8 (ShearYZ) [MPa]	Pressure sensor 8 (ShearXZ) [MPa]	Pressure sensor 8 (Equivalent (von-Mises)) [MPa]	Pressure sensor 8 (Maximum Principal) [MPa]	Pressure sensor 8 (Middle Principal) [MPa]	Pressure sensor 8 (Minimum Principal) [MPa]	Pressure sensor 8 (Intensity) [MPa] 
1	1,6667e-002	-1,3408e-006	-1,3402e-006	-1,3956e-006	-6,7816e-010	5,3729e-006	-4,001e-007	9,3321e-006	4,02e-006	-1,3409e-006	-6,7557e-006	1,0776e-005 
2	3,3333e-002	-2,7019e-006	-2,7005e-006	-2,8127e-006	-1,3857e-009	1,0833e-005	-8,0473e-007	1,8815e-005	8,1065e-006	-2,7021e-006	-1,3619e-005	2,1726e-005 
3	5,8333e-002	-4,7206e-006	-4,7173e-006	-4,9149e-006	-2,4741e-009	1,8943e-005	-1,393e-006	3,2899e-005	1,4178e-005	-4,7209e-006	-2,381e-005	3,7989e-005 
4	9,5833e-002	-7,7707e-006	-7,7634e-006	-8,0925e-006	-4,2198e-009	3,1184e-005	-2,2974e-006	5,4159e-005	2,3341e-005	-7,7713e-006	-3,9196e-005	6,2537e-005 
5	0,15208	-1,2292e-005	-1,2276e-005	-1,2806e-005	-6,9888e-009	4,9344e-005	-3,617e-006	8,5697e-005	3,6937e-005	-1,2293e-005	-6,2018e-005	9,8954e-005 
6	0,23646	-1,9095e-005	-1,906e-005	-1,9903e-005	-1,1616e-008	7,6645e-005	-5,6348e-006	1,3311e-004	5,7372e-005	-1,9096e-005	-9,6334e-005	1,5371e-004 
7	0,36302	-2,9198e-005	-2,9121e-005	-3,0458e-005	-1,943e-008	1,1722e-004	-8,5563e-006	2,0357e-004	8,7743e-005	-2,92e-005	-1,4732e-004	2,3506e-004 
8	0,52969	-4,2519e-005	-4,2361e-005	-4,44e-005	-3,151e-008	1,7072e-004	-1,2432e-005	2,9649e-004	1,278e-004	-4,2523e-005	-2,1455e-004	3,4235e-004 
9	0,69635	-5,5698e-005	-5,5432e-005	-5,8222e-005	-4,5502e-008	2,2366e-004	-1,6278e-005	3,8843e-004	1,6743e-004	-5,5703e-005	-2,8108e-004	4,4852e-004 
10	0,86302	-6,8777e-005	-6,8376e-005	-7,1967e-005	-6,1196e-008	2,762e-004	-2,0027e-005	4,7965e-004	2,0676e-004	-6,8784e-005	-3,4709e-004	5,5385e-004 
11	1,	-7,9475e-005	-7,8944e-005	-8,323e-005	-7,5506e-008	3,1916e-004	-2,3121e-005	5,5427e-004	2,3892e-004	-7,9483e-005	-4,0109e-004	6,4001e-004 
