Node Number	Normal Stress (MPa)
30953	-2,7141e-002
30959	-1,2935e-002
30965	-1,3405e-002
30966	-7,5726e-003
30967	-8,3243e-003
30968	-1,0019e-002
30969	-1,2793e-002
30970	-7,8213e-003
30971	-1,254e-002
30972	-9,1987e-003
30973	-7,937e-003
30974	-1,5696e-002
30975	-1,1956e-002
30976	-7,8464e-003
30977	-8,8289e-003
30978	-1,3582e-002
30979	-8,9513e-003
30980	-1,4727e-002
30981	-1,2221e-002
30982	-2,0334e-002
30983	-1,4613e-002
30984	-1,32e-002
30985	-1,9066e-002
30986	-1,4692e-002
30987	-1,631e-002
30988	-2,3337e-002
30989	-1,8039e-002
30990	-1,9618e-002
30991	-3,2357e-002
30992	-2,4299e-002
30993	-3,8586e-002
30994	-2,0527e-002
30995	-2,9107e-002
30996	-2,0251e-002
30997	-2,282e-002
30998	-3,9627e-002
30999	-2,4388e-002
31000	-3,5737e-002
31001	-2,2462e-002
31002	-4,8129e-002
31003	-3,2169e-002
31004	-2,8741e-002
31005	-4,1118e-002
31006	-2,3465e-002
31007	-4,0951e-002
31008	-2,7655e-002
31009	-2,5029e-002
31010	-3,3653e-002
31011	-2,1815e-002
31012	-3,1697e-002
31013	-1,9465e-002
31014	-2,9898e-002
31015	-2,2561e-002
31016	-2,9935e-002
31017	-1,6531e-002
31018	-1,7314e-002
31019	-2,499e-002
31020	-1,6454e-002
31021	-2,078e-002
31022	-1,4893e-002
31023	-2,1259e-002
31024	-1,2919e-002
31025	-1,251e-002
31026	-2,0545e-002
31027	-1,2525e-002
31028	-2,4432e-002
31029	-1,6062e-002
31030	-1,331e-002
31031	-1,6382e-002
31032	-1,6179e-003
31038	-3,8897e-004
31039	-6,8543e-004
31040	-7,1111e-004
31041	-8,8346e-004
31042	-8,1422e-004
31043	-6,0609e-004
31044	-6,2678e-004
31045	-5,5905e-004
31046	-8,2486e-004
31047	-6,5866e-004
31048	-6,6166e-004
31049	-1,036e-003
31050	-6,6362e-004
31051	-6,1294e-004
31052	-9,3537e-004
31053	-6,9544e-004
31054	-1,3019e-003
31055	-8,8325e-004
31056	-1,2076e-003
31057	-8,0109e-004
31058	-1,2374e-003
31059	-9,7103e-004
31060	-1,101e-003
31061	-2,1196e-003
31062	-1,7954e-003
31063	-1,9507e-003
31064	-2,7861e-003
31065	-1,9106e-003
31066	-1,9513e-003
31067	-1,9848e-003
31068	-2,1552e-003
31069	-2,1448e-003
31070	-3,5539e-003
31071	-1,8769e-003
31072	-4,054e-003
31073	-3,6832e-003
31074	-2,2302e-003
31075	-4,8142e-003
31076	-3,8203e-003
31077	-3,6487e-003
31078	-4,9738e-003
31079	-4,1172e-003
31080	-3,9834e-003
31081	-8,2946e-003
31082	-5,3364e-003
31083	-4,7456e-003
31084	-7,1212e-003
31085	-4,9635e-003
31086	-7,7801e-003
31087	-5,9988e-003
31088	-1,0658e-002
31089	-6,9702e-003
31090	-8,8112e-003
31091	-6,123e-003
31092	-6,5761e-003
31093	-1,2315e-002
31094	-8,4174e-003
31095	-8,6626e-003
31096	-1,4984e-002
31097	-1,0941e-002
31098	-1,016e-002
31099	-1,6144e-002
31100	-1,2639e-002
31101	-1,8817e-002
31102	-1,3448e-002
31103	-1,2564e-002
31104	-1,8313e-002
31105	-1,0477e-002
31106	-1,8844e-002
31107	-1,3357e-002
31108	-1,9789e-002
31109	-1,4223e-002
31110	-1,7567e-002
31111	-1,6223e-002
31112	-1,5382e-002
31113	-2,1243e-002
31114	-1,7023e-002
31115	-2,3106e-002
31116	-1,4169e-002
31117	-2,2196e-002
31118	-1,9106e-002
31119	-1,7778e-002
31120	-2,3433e-002
31121	-1,3181e-002
31122	-2,0635e-002
