0	Time [s]	Pressure sensor 32 (NormX) [MPa]	Pressure sensor 32 (NormY) [MPa]	Pressure sensor 32 (NormZ) [MPa]	Pressure sensor 32 (ShearXY) [MPa]	Pressure sensor 32 (ShearYZ) [MPa]	Pressure sensor 32 (ShearXZ) [MPa]	Pressure sensor 32 (Equivalent (von-Mises)) [MPa]	Pressure sensor 32 (Maximum Principal) [MPa]	Pressure sensor 32 (Middle Principal) [MPa]	Pressure sensor 32 (Minimum Principal) [MPa]	Pressure sensor 32 (Intensity) [MPa] 
1	1,6667e-002	-2,9041e-004	-2,9081e-004	-3,0359e-004	-8,4555e-008	4,4149e-007	-7,3451e-005	1,2788e-004	-2,2325e-004	-2,9081e-004	-3,7074e-004	1,4749e-004 
2	3,3333e-002	-5,8473e-004	-5,856e-004	-6,1136e-004	-1,6658e-007	1,9237e-006	-1,4811e-004	2,5789e-004	-4,4932e-004	-5,856e-004	-7,4676e-004	2,9744e-004 
3	5,8333e-002	-1,0243e-003	-1,026e-003	-1,0712e-003	-3,0968e-007	3,9162e-006	-2,5864e-004	4,504e-004	-7,8804e-004	-1,026e-003	-1,3075e-003	5,1946e-004 
4	9,5833e-002	-1,682e-003	-1,685e-003	-1,7597e-003	-5,1126e-007	3,882e-006	-4,237e-004	7,3785e-004	-1,2953e-003	-1,6851e-003	-2,1463e-003	8,51e-004 
5	0,15208	-2,6663e-003	-2,6719e-003	-2,7911e-003	-8,3923e-007	6,8087e-006	-6,699e-004	1,1668e-003	-2,0558e-003	-2,6719e-003	-3,4015e-003	1,3457e-003 
6	0,23646	-4,1406e-003	-4,1512e-003	-4,3381e-003	-1,3259e-006	9,2925e-006	-1,0387e-003	1,8093e-003	-3,196e-003	-4,1512e-003	-5,2827e-003	2,0868e-003 
7	0,36302	-6,3504e-003	-6,3708e-003	-6,6618e-003	-2,0827e-006	1,2266e-005	-1,5887e-003	2,7683e-003	-4,9097e-003	-6,3709e-003	-8,1025e-003	3,1928e-003 
8	0,52969	-9,2445e-003	-9,282e-003	-9,7137e-003	-3,1093e-006	1,5459e-005	-2,3076e-003	4,0224e-003	-7,1596e-003	-9,2821e-003	-1,1799e-002	4,6391e-003 
9	0,69635	-1,2126e-002	-1,2186e-002	-1,2763e-002	-4,1778e-006	2,2013e-005	-3,0259e-003	5,2765e-003	-9,4016e-003	-1,2186e-002	-1,5487e-002	6,0854e-003 
10	0,86302	-1,499e-002	-1,5076e-002	-1,5802e-002	-5,2547e-006	2,4018e-005	-3,7411e-003	6,5259e-003	-1,1633e-002	-1,5076e-002	-1,9159e-002	7,5264e-003 
11	1,	-1,7334e-002	-1,7446e-002	-1,8299e-002	-6,1464e-006	2,8025e-005	-4,3278e-003	7,5516e-003	-1,3462e-002	-1,7446e-002	-2,2171e-002	8,7094e-003 
