0	Time [s]	Pressure sensor 13 (NormX) [MPa]	Pressure sensor 13 (NormY) [MPa]	Pressure sensor 13 (NormZ) [MPa]	Pressure sensor 13 (ShearXY) [MPa]	Pressure sensor 13 (ShearYZ) [MPa]	Pressure sensor 13 (ShearXZ) [MPa]	Pressure sensor 13 (Equivalent (von-Mises)) [MPa]	Pressure sensor 13 (Maximum Principal) [MPa]	Pressure sensor 13 (Middle Principal) [MPa]	Pressure sensor 13 (Minimum Principal) [MPa]	Pressure sensor 13 (Intensity) [MPa] 
1	1,6667e-002	-1,4285e-006	-1,4219e-006	-1,4783e-006	6,8592e-009	1,0433e-005	-9,0628e-007	1,8139e-005	9,0219e-006	-1,4273e-006	-1,1923e-005	2,0945e-005 
2	3,3333e-002	-2,8833e-006	-2,8689e-006	-2,985e-006	1,3705e-008	2,1025e-005	-1,8217e-006	3,6553e-005	1,8176e-005	-2,8808e-006	-2,4032e-005	4,2208e-005 
3	5,8333e-002	-5,0162e-006	-4,988e-006	-5,1957e-006	2,3862e-008	3,6799e-005	-3,1562e-006	6,3972e-005	3,184e-005	-5,0119e-006	-4,2028e-005	7,3869e-005 
4	9,5833e-002	-8,2256e-006	-8,1721e-006	-8,5272e-006	3,8673e-008	6,0576e-005	-5,2164e-006	1,0531e-004	5,2447e-005	-8,2186e-006	-6,9153e-005	1,216e-004 
5	0,15208	-1,2938e-005	-1,2837e-005	-1,3429e-005	6,0078e-008	9,5902e-005	-8,2192e-006	1,6672e-004	8,3115e-005	-1,2927e-005	-1,0939e-004	1,9251e-004 
6	0,23646	-1,9935e-005	-1,9738e-005	-2,0731e-005	9,0001e-008	1,4892e-004	-1,2805e-005	2,589e-004	1,2923e-004	-1,9919e-005	-1,6972e-004	2,9895e-004 
7	0,36302	-3,024e-005	-2,9849e-005	-3,1537e-005	1,3082e-007	2,2783e-004	-1,9505e-005	3,9605e-004	1,9796e-004	-3,0215e-005	-2,5937e-004	4,5732e-004 
8	0,52969	-4,3629e-005	-4,2888e-005	-4,5676e-005	1,7664e-007	3,3183e-004	-2,8345e-005	5,7684e-004	2,8874e-004	-4,3593e-005	-3,7734e-004	6,6608e-004 
9	0,69635	-5,6615e-005	-5,5422e-005	-5,95e-005	2,1371e-007	4,3483e-004	-3,7172e-005	7,5591e-004	3,7894e-004	-5,657e-005	-4,9391e-004	8,7285e-004 
10	0,86302	-6,9115e-005	-6,737e-005	-7,2923e-005	2,424e-007	5,3698e-004	-4,5754e-005	9,3346e-004	4,6876e-004	-6,9062e-005	-6,0911e-004	1,0779e-003 
11	1,	-7,9264e-005	-7,6989e-005	-8,3901e-005	2,5962e-007	6,2054e-004	-5,2799e-005	1,0787e-003	5,4232e-004	-7,9203e-005	-7,0327e-004	1,2456e-003 
