0	Time [s]	Pressure sensor 43 (NormX) [MPa]	Pressure sensor 43 (NormY) [MPa]	Pressure sensor 43 (NormZ) [MPa]	Pressure sensor 43 (ShearXY) [MPa]	Pressure sensor 43 (ShearYZ) [MPa]	Pressure sensor 43 (ShearXZ) [MPa]	Pressure sensor 43 (Equivalent (von-Mises)) [MPa]	Pressure sensor 43 (Maximum Principal) [MPa]	Pressure sensor 43 (Middle Principal) [MPa]	Pressure sensor 43 (Minimum Principal) [MPa]	Pressure sensor 43 (Intensity) [MPa] 
1	5,8333e-003	-1,5999e-007	-1,5799e-007	-1,561e-007	2,4137e-009	-5,2228e-006	1,4811e-006	9,4029e-006	5,271e-006	-1,5857e-007	-5,5865e-006	1,0858e-005 
2	1,1667e-002	-3,0504e-007	-3,006e-007	-2,9576e-007	4,9614e-009	-1,0989e-005	3,0821e-006	1,9767e-005	1,1113e-005	-3,0213e-007	-1,1712e-005	2,2826e-005 
3	2,0417e-002	-5,1382e-007	-5,0535e-007	-4,9732e-007	8,4493e-009	-1,9348e-005	5,3789e-006	3,4783e-005	1,9578e-005	-5,0885e-007	-2,0586e-005	4,0164e-005 
4	3,3542e-002	-8,1835e-007	-8,0267e-007	-7,9194e-007	1,3248e-008	-3,2026e-005	8,8134e-006	5,7533e-005	3,2416e-005	-8,1047e-007	-3,4018e-005	6,6434e-005 
5	5,3229e-002	-1,2401e-006	-1,2107e-006	-1,2e-006	1,9718e-008	-5,1311e-005	1,3952e-005	9,21e-005	5,1963e-005	-1,2281e-006	-5,4385e-005	1,0635e-004 
6	8,276e-002	-1,7975e-006	-1,7409e-006	-1,7413e-006	2,762e-008	-8,0378e-005	2,1621e-005	1,4417e-004	8,1485e-005	-1,7799e-006	-8,4985e-005	1,6647e-004 
7	0,12706	-2,5273e-006	-2,4148e-006	-2,4594e-006	3,501e-008	-1,2441e-004	3,3032e-005	2,2295e-004	1,2627e-004	-2,5025e-006	-1,3117e-004	2,5745e-004 
8	0,1935	-3,3078e-006	-3,0777e-006	-3,2499e-006	3,6603e-008	-1,9018e-004	4,997e-005	3,4058e-004	1,9345e-004	-3,275e-006	-1,9981e-004	3,9327e-004 
9	0,29317	-3,752e-006	-3,2634e-006	-3,7678e-006	1,8167e-008	-2,9106e-004	7,5003e-005	5,206e-004	2,9703e-004	-3,7128e-006	-3,041e-004	6,0113e-004 
10	0,39284	-3,6224e-006	-2,7808e-006	-3,7999e-006	-2,5484e-008	-3,9145e-004	9,9658e-005	6,9963e-004	4,0062e-004	-3,5833e-006	-4,0724e-004	8,0787e-004 
11	0,54234	-3,4756e-006	-1,9369e-006	-4,1055e-006	-1,3541e-007	-5,4045e-004	1,3582e-004	9,652e-004	5,5422e-004	-3,4482e-006	-5,6029e-004	1,1145e-003 
12	0,70901	-1,8038e-006	7,8393e-007	-3,173e-006	-3,2222e-007	-7,1005e-004	1,7607e-004	1,2671e-003	7,3036e-004	-1,8044e-006	-7,3275e-004	1,4631e-003 
13	0,87567	2,7129e-007	4,1504e-006	-2,1143e-006	-5,7138e-007	-8,7643e-004	2,153e-004	1,5632e-003	9,0354e-004	2,2731e-007	-9,0145e-004	1,805e-003 
14	1,	2,4038e-006	7,4079e-006	-9,0377e-007	-7,9494e-007	-9,9954e-004	2,4368e-004	1,782e-003	1,0321e-003	2,3187e-006	-1,0255e-003	2,0576e-003 
