0	Time [s]	Pressure sensor 4 (NormX) [MPa]	Pressure sensor 4 (NormY) [MPa]	Pressure sensor 4 (NormZ) [MPa]	Pressure sensor 4 (ShearXY) [MPa]	Pressure sensor 4 (ShearYZ) [MPa]	Pressure sensor 4 (ShearXZ) [MPa]	Pressure sensor 4 (Equivalent (von-Mises)) [MPa]	Pressure sensor 4 (Maximum Principal) [MPa]	Pressure sensor 4 (Middle Principal) [MPa]	Pressure sensor 4 (Minimum Principal) [MPa]	Pressure sensor 4 (Intensity) [MPa] 
1	5,8333e-003	-9,5248e-008	-1,0273e-007	-1,0015e-007	2,8762e-009	2,8909e-006	1,9011e-006	5,9928e-006	3,361e-006	-1,0015e-007	-3,559e-006	6,9199e-006 
2	1,1667e-002	-1,6144e-007	-1,7751e-007	-1,7052e-007	6,2426e-009	6,1407e-006	4,0247e-006	1,2717e-005	7,1734e-006	-1,7199e-007	-7,5108e-006	1,4684e-005 
3	2,0417e-002	-2,6286e-007	-2,9094e-007	-2,7846e-007	1,1097e-008	1,0739e-005	7,0223e-006	2,2224e-005	1,2556e-005	-2,8143e-007	-1,3106e-005	2,5662e-005 
4	3,3542e-002	-3,8003e-007	-4,2647e-007	-4,0483e-007	1,8818e-008	1,7762e-005	1,1572e-005	3,6718e-005	2,0799e-005	-4,1108e-007	-2,1599e-005	4,2399e-005 
5	5,3229e-002	-5,0869e-007	-5,83e-007	-5,4761e-007	3,1332e-008	2,8484e-005	1,8507e-005	5,8835e-005	3,3428e-005	-5,5938e-007	-3,4508e-005	6,7937e-005 
6	8,276e-002	-6,4574e-007	-7,6109e-007	-7,0819e-007	5,1767e-008	4,4601e-005	2,8904e-005	9,2055e-005	5,2454e-005	-7,2711e-007	-5,3842e-005	1,063e-004 
7	0,12706	-6,6644e-007	-8,4347e-007	-7,6714e-007	8,6786e-008	6,9501e-005	4,4849e-005	1,4327e-004	8,1975e-005	-7,9756e-007	-8,3455e-005	1,6543e-004 
8	0,1935	-4,6231e-007	-7,247e-007	-6,325e-007	1,4642e-007	1,0609e-004	6,8201e-005	2,1845e-004	1,2555e-004	-6,7223e-007	-1,267e-004	2,5225e-004 
9	0,29317	3,9645e-007	1,5136e-008	9,0834e-008	2,5582e-007	1,6226e-004	1,0376e-004	3,336e-004	1,9283e-004	5,355e-008	-1,9238e-004	3,8521e-004 
10	0,39284	1,7146e-006	1,2296e-006	1,2276e-006	3,8871e-007	2,1955e-004	1,3974e-004	4,5077e-004	2,6173e-004	1,2226e-006	-2,5878e-004	5,2051e-004 
11	0,54234	3,6522e-006	3,0525e-006	2,7891e-006	6,2141e-007	3,0312e-004	1,9234e-004	6,2179e-004	3,6228e-004	2,9178e-006	-3,557e-004	7,1798e-004 
12	0,70901	6,7984e-006	6,117e-006	5,3856e-006	9,4284e-007	3,9896e-004	2,5205e-004	8,1738e-004	4,7819e-004	5,7526e-006	-4,6564e-004	9,4383e-004 
13	0,87567	1,0497e-005	9,7909e-006	8,3967e-006	1,3183e-006	4,9364e-004	3,1059e-004	1,0102e-003	5,9301e-004	9,1084e-006	-5,7344e-004	1,1664e-003 
14	1,	1,3244e-005	1,2559e-005	1,0515e-005	1,6392e-006	5,6561e-004	3,5485e-004	1,1565e-003	6,8008e-004	1,1575e-005	-6,5534e-004	1,3354e-003 
