0	Time [s]	Pressure sensor 36 (NormX) [MPa]	Pressure sensor 36 (NormY) [MPa]	Pressure sensor 36 (NormZ) [MPa]	Pressure sensor 36 (ShearXY) [MPa]	Pressure sensor 36 (ShearYZ) [MPa]	Pressure sensor 36 (ShearXZ) [MPa]	Pressure sensor 36 (Equivalent (von-Mises)) [MPa]	Pressure sensor 36 (Maximum Principal) [MPa]	Pressure sensor 36 (Middle Principal) [MPa]	Pressure sensor 36 (Minimum Principal) [MPa]	Pressure sensor 36 (Intensity) [MPa] 
1	5,8333e-003	-2,4201e-006	-2,4083e-006	-2,4537e-006	-1,0163e-008	-1,4792e-005	-7,74e-006	2,8916e-005	1,4258e-005	-2,4092e-006	-1,9131e-005	3,339e-005 
2	1,1667e-002	-4,9456e-006	-4,9186e-006	-5,0147e-006	-1,9663e-008	-3,0674e-005	-1,6178e-005	6,0066e-005	2,9701e-005	-4,9235e-006	-3,9657e-005	6,9358e-005 
3	2,0417e-002	-8,5425e-006	-8,4905e-006	-8,6679e-006	-3,0992e-008	-5,3383e-005	-2,831e-005	1,0466e-004	5,1827e-005	-8,5054e-006	-6,9023e-005	1,2085e-004 
4	3,3542e-002	-1,384e-005	-1,3744e-005	-1,4061e-005	-4,2807e-008	-8,7307e-005	-4,647e-005	1,7131e-004	8,4973e-005	-1,3784e-005	-1,1284e-004	1,9781e-004 
5	5,3229e-002	-2,175e-005	-2,1571e-005	-2,2143e-005	-4,8939e-008	-1,3791e-004	-7,3964e-005	2,7106e-004	1,346e-004	-2,1669e-005	-1,7839e-004	3,1299e-004 
6	8,276e-002	-3,3167e-005	-3,2832e-005	-3,3872e-005	-3,2892e-008	-2,131e-004	-1,1518e-004	4,1957e-004	2,0883e-004	-3,3064e-005	-2,7564e-004	4,8447e-004 
7	0,12706	-4,9974e-005	-4,9333e-005	-5,1296e-005	4,7296e-008	-3,2541e-004	-1,7693e-004	6,4155e-004	3,2003e-004	-4,9867e-005	-4,2076e-004	7,4079e-004 
8	0,1935	-7,4132e-005	-7,2879e-005	-7,67e-005	2,9026e-007	-4,9227e-004	-2,6882e-004	9,7148e-004	4,8607e-004	-7,4089e-005	-6,357e-004	1,1218e-003 
9	0,29317	-1,0773e-004	-1,0522e-004	-1,1283e-004	9,3115e-007	-7,381e-004	-4,0744e-004	1,4603e-003	7,3417e-004	-1,0793e-004	-9,5203e-004	1,6862e-003 
10	0,39284	-1,3893e-004	-1,3481e-004	-1,4739e-004	1,8835e-006	-9,7979e-004	-5,4392e-004	1,941e-003	9,7987e-004	-1,3956e-004	-1,2614e-003	2,2413e-003 
11	0,54234	-1,8128e-004	-1,7407e-004	-1,9627e-004	3,8751e-006	-1,3371e-003	-7,4599e-004	2,6521e-003	1,3468e-003	-1,8287e-004	-1,7155e-003	3,0623e-003 
12	0,70901	-2,2798e-004	-2,1638e-004	-2,5261e-004	6,9263e-006	-1,733e-003	-9,729e-004	3,4424e-003	1,7545e-003	-2,3112e-004	-2,2204e-003	3,9749e-003 
13	0,87567	-2,7036e-004	-2,5346e-004	-3,0676e-004	1,0754e-005	-2,1214e-003	-1,195e-003	4,2176e-003	2,1575e-003	-2,7549e-004	-2,7126e-003	4,87e-003 
14	1,	-2,9884e-004	-2,7745e-004	-3,4531e-004	1,4099e-005	-2,4053e-003	-1,3587e-003	4,7854e-003	2,4549e-003	-3,0574e-004	-3,0708e-003	5,5257e-003 
