0	Time [s]	Pressure sensor 8 (NormX) [MPa]	Pressure sensor 8 (NormY) [MPa]	Pressure sensor 8 (NormZ) [MPa]	Pressure sensor 8 (ShearXY) [MPa]	Pressure sensor 8 (ShearYZ) [MPa]	Pressure sensor 8 (ShearXZ) [MPa]	Pressure sensor 8 (Equivalent (von-Mises)) [MPa]	Pressure sensor 8 (Maximum Principal) [MPa]	Pressure sensor 8 (Middle Principal) [MPa]	Pressure sensor 8 (Minimum Principal) [MPa]	Pressure sensor 8 (Intensity) [MPa] 
1	5,8333e-003	-5,3728e-006	-5,3718e-006	-5,5938e-006	5,475e-010	1,6059e-005	7,1558e-006	3,0452e-005	1,2099e-005	-5,373e-006	-2,3064e-005	3,5163e-005 
2	1,1667e-002	-1,1714e-005	-1,1709e-005	-1,22e-005	2,4853e-009	3,4432e-005	1,5161e-005	6,5165e-005	2,5669e-005	-1,1715e-005	-4,9576e-005	7,5245e-005 
3	2,0417e-002	-2,0743e-005	-2,0729e-005	-2,1614e-005	7,6035e-009	6,0379e-005	2,6458e-005	1,1418e-004	4,4753e-005	-2,0746e-005	-8,7093e-005	1,3185e-004 
4	3,3542e-002	-3,5125e-005	-3,5086e-005	-3,6625e-005	2,0681e-008	1,0034e-004	4,3331e-005	1,8931e-004	7,3446e-005	-3,5134e-005	-1,4515e-004	2,1859e-004 
5	5,3229e-002	-5,7589e-005	-5,7487e-005	-6,0112e-005	5,3341e-008	1,6198e-004	6,9264e-005	3,0514e-004	1,1739e-004	-5,7612e-005	-2,3496e-004	3,5235e-004 
6	8,276e-002	-9,1597e-005	-9,1342e-005	-9,5762e-005	1,3143e-007	2,5522e-004	1,0836e-004	4,8026e-004	1,8375e-004	-9,1653e-005	-3,708e-004	5,5456e-004 
7	0,12706	-1,4704e-004	-1,4641e-004	-1,5408e-004	3,1856e-007	4,0075e-004	1,6739e-004	7,5227e-004	2,8414e-004	-1,4717e-004	-5,845e-004	8,6864e-004 
8	0,1935	-2,2956e-004	-2,2805e-004	-2,4139e-004	7,4604e-007	6,1795e-004	2,5439e-004	1,1575e-003	4,3373e-004	-2,2987e-004	-9,0286e-004	1,3366e-003 
9	0,29317	-3,6115e-004	-3,575e-004	-3,8171e-004	1,753e-006	9,5651e-004	3,8649e-004	1,787e-003	6,6247e-004	-3,6185e-004	-1,401e-003	2,0634e-003 
10	0,39284	-4,9988e-004	-4,9304e-004	-5,3105e-004	3,2121e-006	1,3059e-003	5,1905e-004	2,4343e-003	8,9404e-004	-5,0115e-004	-1,9169e-003	2,8109e-003 
11	0,54234	-6,9658e-004	-6,8328e-004	-7,4574e-004	6,1463e-006	1,8172e-003	7,1402e-004	3,3823e-003	1,2394e-003	-6,9898e-004	-2,6661e-003	3,9055e-003 
12	0,70901	-9,3331e-004	-9,0984e-004	-1,0075e-003	1,0629e-005	2,4086e-003	9,3217e-004	4,4743e-003	1,6266e-003	-9,3741e-004	-3,5398e-003	5,1664e-003 
13	0,87567	-1,1673e-003	-1,1306e-003	-1,2707e-003	1,6318e-005	3,0029e-003	1,1485e-003	5,57e-003	2,0182e-003	-1,1735e-003	-4,4134e-003	6,4316e-003 
14	1,	-1,3466e-003	-1,2981e-003	-1,4749e-003	2,1338e-005	3,4496e-003	1,3076e-003	6,3919e-003	2,3078e-003	-1,3546e-003	-5,0728e-003	7,3806e-003 
