0	Time [s]	Pressure sensor 3 (NormX) [MPa]	Pressure sensor 3 (NormY) [MPa]	Pressure sensor 3 (NormZ) [MPa]	Pressure sensor 3 (ShearXY) [MPa]	Pressure sensor 3 (ShearYZ) [MPa]	Pressure sensor 3 (ShearXZ) [MPa]	Pressure sensor 3 (Equivalent (von-Mises)) [MPa]	Pressure sensor 3 (Maximum Principal) [MPa]	Pressure sensor 3 (Middle Principal) [MPa]	Pressure sensor 3 (Minimum Principal) [MPa]	Pressure sensor 3 (Intensity) [MPa] 
1	5,8333e-003	7,5793e-007	7,3205e-007	8,112e-007	-1,7762e-010	5,1971e-006	1,4212e-006	9,3324e-006	6,1605e-006	7,5622e-007	-4,6155e-006	1,0776e-005 
2	1,1667e-002	1,6778e-006	1,6226e-006	1,7941e-006	-2,2436e-010	1,1042e-005	2,9771e-006	1,9808e-005	1,3147e-005	1,6742e-006	-9,7262e-006	2,2873e-005 
3	2,0417e-002	2,9577e-006	2,8615e-006	3,1615e-006	-1,7312e-010	1,9301e-005	5,1727e-006	3,4612e-005	2,2998e-005	2,9513e-006	-1,6968e-005	3,9966e-005 
4	3,3542e-002	4,943e-006	4,7854e-006	5,281e-006	6,653e-010	3,1864e-005	8,4456e-006	5,7097e-005	3,8003e-005	4,9324e-006	-2,7926e-005	6,593e-005 
5	5,3229e-002	8,0765e-006	7,8264e-006	8,6214e-006	2,5484e-009	5,1139e-005	1,3411e-005	9,1573e-005	6,1102e-005	8,0592e-006	-4,4637e-005	1,0574e-004 
6	8,276e-002	1,293e-005	1,2547e-005	1,3785e-005	7,3408e-009	8,0032e-005	2,0814e-005	1,4323e-004	9,5876e-005	1,2902e-005	-6,9517e-005	1,6539e-004 
7	0,12706	2,0639e-005	2,0063e-005	2,1967e-005	2,0306e-008	1,2442e-004	3,1872e-005	2,2247e-004	1,4948e-004	2,0594e-005	-1,0741e-004	2,5689e-004 
8	0,1935	3,2508e-005	3,1678e-005	3,4519e-005	4,8886e-008	1,8989e-004	4,8018e-005	3,3927e-004	2,2901e-004	3,2435e-005	-1,6274e-004	3,9175e-004 
9	0,29317	5,1742e-005	5,0592e-005	5,476e-005	1,1522e-007	2,8992e-004	7,2019e-005	5,1743e-004	3,5147e-004	5,1621e-005	-2,46e-004	5,9747e-004 
10	0,39284	7,2029e-005	7,0644e-005	7,6e-005	2,0911e-007	3,9151e-004	9,5728e-005	6,9811e-004	4,7646e-004	7,1854e-005	-3,2964e-004	8,0611e-004 
11	0,54234	1,0236e-004	1,0081e-004	1,0754e-004	3,9323e-007	5,3939e-004	1,3043e-004	9,612e-004	6,5926e-004	1,0209e-004	-4,5064e-004	1,1099e-003 
12	0,70901	1,381e-004	1,3659e-004	1,4444e-004	6,6467e-007	7,0856e-004	1,6891e-004	1,2617e-003	8,6913e-004	1,3772e-004	-5,8771e-004	1,4568e-003 
13	0,87567	1,7489e-004	1,7369e-004	1,8214e-004	9,9626e-007	8,7688e-004	2,0628e-004	1,5603e-003	1,079e-003	1,7439e-004	-7,2266e-004	1,8016e-003 
14	1,	2,0247e-004	2,0167e-004	2,1019e-004	1,2903e-006	1,0033e-003	2,338e-004	1,7843e-003	1,2364e-003	2,0185e-004	-8,2392e-004	2,0603e-003 
