0	Time [s]	Pressure sensor 31 (NormX) [MPa]	Pressure sensor 31 (NormY) [MPa]	Pressure sensor 31 (NormZ) [MPa]	Pressure sensor 31 (ShearXY) [MPa]	Pressure sensor 31 (ShearYZ) [MPa]	Pressure sensor 31 (ShearXZ) [MPa]	Pressure sensor 31 (Equivalent (von-Mises)) [MPa]	Pressure sensor 31 (Maximum Principal) [MPa]	Pressure sensor 31 (Middle Principal) [MPa]	Pressure sensor 31 (Minimum Principal) [MPa]	Pressure sensor 31 (Intensity) [MPa] 
1	5,8333e-003	-2,4292e-005	-2,4355e-005	-2,5057e-005	-8,9599e-008	-3,5771e-005	-3,4882e-005	8,6542e-005	2,5229e-005	-2,4233e-005	-7,47e-005	9,9928e-005 
2	1,1667e-002	-5,0034e-005	-5,0164e-005	-5,1648e-005	-1,7242e-007	-7,3839e-005	-7,2375e-005	1,7909e-004	5,2436e-005	-4,9925e-005	-1,5436e-004	2,0679e-004 
3	2,0417e-002	-8,679e-005	-8,7014e-005	-8,9682e-005	-2,6864e-007	-1,2831e-004	-1,2611e-004	3,1162e-004	9,1486e-005	-8,6632e-005	-2,6834e-004	3,5983e-004 
4	3,3542e-002	-1,4133e-004	-1,417e-004	-1,4627e-004	-3,626e-007	-2,0971e-004	-2,0637e-004	5,0963e-004	1,5015e-004	-1,4115e-004	-4,3831e-004	5,8846e-004 
5	5,3229e-002	-2,2226e-004	-2,2282e-004	-2,3057e-004	-3,9023e-007	-3,2989e-004	-3,2625e-004	8,0366e-004	2,3723e-004	-2,2215e-004	-6,9074e-004	9,2797e-004 
6	8,276e-002	-3,4169e-004	-3,4257e-004	-3,5574e-004	-1,9004e-007	-5,0889e-004	-5,0575e-004	1,2428e-003	3,6847e-004	-3,4194e-004	-1,0665e-003	1,435e-003 
7	0,12706	-5,191e-004	-5,2045e-004	-5,4335e-004	6,5701e-007	-7,7568e-004	-7,7404e-004	1,8982e-003	5,6465e-004	-5,2043e-004	-1,6271e-003	2,1918e-003 
8	0,1935	-7,8e-004	-7,8208e-004	-8,2302e-004	3,1309e-006	-1,1734e-003	-1,1744e-003	2,8758e-003	8,5988e-004	-7,8417e-004	-2,4608e-003	3,3207e-003 
9	0,29317	-1,1562e-003	-1,1596e-003	-1,2349e-003	9,4426e-006	-1,7562e-003	-1,7708e-003	4,3205e-003	1,3027e-003	-1,1674e-003	-3,6861e-003	4,9888e-003 
10	0,39284	-1,5192e-003	-1,524e-003	-1,6422e-003	1,8786e-005	-2,3316e-003	-2,3605e-003	5,7482e-003	1,7461e-003	-1,5404e-003	-4,8912e-003	6,6373e-003 
11	0,54234	-2,042e-003	-2,0493e-003	-2,2488e-003	3,8614e-005	-3,1982e-003	-3,2464e-003	7,8961e-003	2,4309e-003	-2,0843e-003	-6,6866e-003	9,1175e-003 
12	0,70901	-2,6062e-003	-2,6171e-003	-2,929e-003	6,8269e-005	-4,1358e-003	-4,2182e-003	1,0238e-002	3,1745e-003	-2,68e-003	-8,6468e-003	1,1821e-002 
13	0,87567	-3,1454e-003	-3,1604e-003	-3,608e-003	1,0594e-004	-5,0686e-003	-5,1827e-003	1,2566e-002	3,9272e-003	-3,259e-003	-1,0582e-002	1,4509e-002 
14	1,	-3,5241e-003	-3,5427e-003	-4,1051e-003	1,3887e-004	-5,7532e-003	-5,8935e-003	1,4279e-002	4,494e-003	-3,6725e-003	-1,1993e-002	1,6487e-002 
