0	Time [s]	Pressure sensor 26 (NormX) [MPa]	Pressure sensor 26 (NormY) [MPa]	Pressure sensor 26 (NormZ) [MPa]	Pressure sensor 26 (ShearXY) [MPa]	Pressure sensor 26 (ShearYZ) [MPa]	Pressure sensor 26 (ShearXZ) [MPa]	Pressure sensor 26 (Equivalent (von-Mises)) [MPa]	Pressure sensor 26 (Maximum Principal) [MPa]	Pressure sensor 26 (Middle Principal) [MPa]	Pressure sensor 26 (Minimum Principal) [MPa]	Pressure sensor 26 (Intensity) [MPa] 
1	1,6667e-002	-1,5702e-005	-1,5664e-005	-1,6133e-005	-4,2394e-008	-3,8313e-005	-3,8207e-005	9,3718e-005	3,8179e-005	-1,564e-005	-7,0037e-005	1,0822e-004 
2	3,3333e-002	-3,1798e-005	-3,1722e-005	-3,2718e-005	-7,0893e-008	-7,7748e-005	-7,7369e-005	1,8998e-004	7,7411e-005	-3,169e-005	-1,4196e-004	2,1937e-004 
3	5,8333e-002	-5,5937e-005	-5,5804e-005	-5,7673e-005	-8,7418e-008	-1,3625e-004	-1,3569e-004	3,3306e-004	1,3548e-004	-5,5783e-005	-2,4911e-004	3,8458e-004 
4	9,5833e-002	-9,2004e-005	-9,1786e-005	-9,5147e-005	-4,9668e-008	-2,2436e-004	-2,2356e-004	5,4859e-004	2,2318e-004	-9,1846e-005	-4,1027e-004	6,3346e-004 
5	0,15208	-1,4613e-004	-1,4578e-004	-1,5181e-004	1,4462e-007	-3,5603e-004	-3,5503e-004	8,7089e-004	3,54e-004	-1,461e-004	-6,5161e-004	1,0056e-003 
6	0,23646	-2,2708e-004	-2,2656e-004	-2,3751e-004	7,4683e-007	-5,5383e-004	-5,5259e-004	1,3551e-003	5,5059e-004	-2,2757e-004	-1,0142e-003	1,5648e-003 
7	0,36302	-3,4607e-004	-3,4528e-004	-3,6563e-004	2,3425e-006	-8,4845e-004	-8,4759e-004	2,0773e-003	8,4485e-004	-3,4802e-004	-1,5538e-003	2,3987e-003 
8	0,52969	-5,0283e-004	-5,0174e-004	-5,3835e-004	5,7202e-006	-1,2368e-003	-1,2377e-003	3,0308e-003	1,2324e-003	-5,08e-004	-2,2673e-003	3,4997e-003 
9	0,69635	-6,5749e-004	-6,5614e-004	-7,1331e-004	1,0539e-005	-1,624e-003	-1,6276e-003	3,9828e-003	1,6197e-003	-6,6735e-004	-2,9793e-003	4,5989e-003 
10	0,86302	-8,1115e-004	-8,096e-004	-8,9164e-004	1,6786e-005	-2,0105e-003	-2,0171e-003	4,9336e-003	2,0058e-003	-8,2716e-004	-3,691e-003	5,6967e-003 
11	1,	-9,3459e-004	-9,3293e-004	-1,0385e-003	2,2975e-005	-2,3263e-003	-2,3366e-003	5,7121e-003	2,3232e-003	-9,5673e-004	-4,2725e-003	6,5957e-003 
