0	Time [s]	Pressure sensor 28 (NormX) [MPa]	Pressure sensor 28 (NormY) [MPa]	Pressure sensor 28 (NormZ) [MPa]	Pressure sensor 28 (ShearXY) [MPa]	Pressure sensor 28 (ShearYZ) [MPa]	Pressure sensor 28 (ShearXZ) [MPa]	Pressure sensor 28 (Equivalent (von-Mises)) [MPa]	Pressure sensor 28 (Maximum Principal) [MPa]	Pressure sensor 28 (Middle Principal) [MPa]	Pressure sensor 28 (Minimum Principal) [MPa]	Pressure sensor 28 (Intensity) [MPa] 
1	1,6667e-002	6,7653e-006	6,7456e-006	7,5295e-006	4,302e-008	-2,2818e-006	1,5125e-006	4,805e-006	9,8887e-006	6,7989e-006	4,3528e-006	5,5358e-006 
2	3,3333e-002	1,3791e-005	1,375e-005	1,5342e-005	8,7974e-008	-4,8865e-006	3,6442e-006	1,0676e-005	2,0664e-005	1,3861e-005	8,3595e-006	1,2304e-005 
3	5,8333e-002	2,4292e-005	2,4219e-005	2,7008e-005	1,5404e-007	-8,4627e-006	5,8404e-006	1,8023e-005	3,5938e-005	2,4412e-005	1,5169e-005	2,077e-005 
4	9,5833e-002	3,9946e-005	3,9826e-005	4,4409e-005	2,5328e-007	-1,3984e-005	9,6965e-006	2,9823e-005	5,9202e-005	4,0144e-005	2,4834e-005	3,4368e-005 
5	0,15208	6,3789e-005	6,3594e-005	7,0885e-005	4,0162e-007	-2,2033e-005	1,5005e-005	4,6734e-005	9,4011e-005	6,4101e-005	4,0157e-005	5,3854e-005 
6	0,23646	9,9698e-005	9,9403e-005	1,1075e-004	6,238e-007	-3,4872e-005	2,4303e-005	7,4476e-005	1,4774e-004	1,0019e-004	6,1915e-005	8,583e-005 
7	0,36302	1,5333e-004	1,5288e-004	1,7029e-004	9,5385e-007	-5,456e-005	3,5662e-005	1,1421e-004	2,2703e-004	1,5407e-004	9,5406e-005	1,3162e-004 
8	0,52969	2,2357e-004	2,2292e-004	2,4829e-004	1,3852e-006	-7,8135e-005	5,6758e-005	1,6915e-004	3,3253e-004	2,2467e-004	1,3758e-004	1,9495e-004 
9	0,69635	2,9577e-004	2,9493e-004	3,283e-004	1,8107e-006	-1,0536e-004	6,9252e-005	2,2088e-004	4,3819e-004	2,9718e-004	1,8363e-004	2,5456e-004 
10	0,86302	3,6547e-004	3,6444e-004	4,0571e-004	2,233e-006	-1,2945e-004	8,893e-005	2,7509e-004	5,4272e-004	3,6722e-004	2,2568e-004	3,1704e-004 
11	1,	4,2598e-004	4,248e-004	4,7267e-004	2,5773e-006	-1,5211e-004	1,0064e-004	3,1946e-004	6,3181e-004	4,2799e-004	2,6364e-004	3,6817e-004 
