0	Time [s]	Pressure sensor 11 (NormX) [MPa]	Pressure sensor 11 (NormY) [MPa]	Pressure sensor 11 (NormZ) [MPa]	Pressure sensor 11 (ShearXY) [MPa]	Pressure sensor 11 (ShearYZ) [MPa]	Pressure sensor 11 (ShearXZ) [MPa]	Pressure sensor 11 (Equivalent (von-Mises)) [MPa]	Pressure sensor 11 (Maximum Principal) [MPa]	Pressure sensor 11 (Middle Principal) [MPa]	Pressure sensor 11 (Minimum Principal) [MPa]	Pressure sensor 11 (Intensity) [MPa] 
1	1,6667e-002	-8,1894e-006	-8,2453e-006	-8,4721e-006	5,899e-009	2,7926e-005	-2,1272e-005	6,0804e-005	2,6754e-005	-8,2042e-006	-4,3456e-005	7,021e-005 
2	3,3333e-002	-1,657e-005	-1,6681e-005	-1,7158e-005	5,5652e-009	5,6839e-005	-4,3191e-005	1,2365e-004	5,4486e-005	-1,6605e-005	-8,829e-005	1,4278e-004 
3	5,8333e-002	-2,8892e-005	-2,9076e-005	-2,9963e-005	-5,2531e-009	9,8971e-005	-7,5378e-005	2,1548e-004	9,4925e-005	-2,8965e-005	-1,5389e-004	2,4882e-004 
4	9,5833e-002	-4,7425e-005	-4,7709e-005	-4,9291e-005	-4,6088e-008	1,6254e-004	-1,2405e-004	3,5415e-004	1,5604e-004	-4,7574e-005	-2,5289e-004	4,0893e-004 
5	0,15208	-7,5362e-005	-7,5771e-005	-7,8591e-005	-1,6395e-007	2,5836e-004	-1,9718e-004	5,6295e-004	2,4799e-004	-7,5671e-005	-4,0204e-004	6,5003e-004 
6	0,23646	-1,1646e-004	-1,1699e-004	-1,2206e-004	-4,6605e-007	4,0124e-004	-3,0652e-004	8,7457e-004	3,8573e-004	-1,171e-004	-6,2413e-004	1,0099e-003 
7	0,36302	-1,783e-004	-1,7887e-004	-1,8828e-004	-1,2048e-006	6,162e-004	-4,718e-004	1,3442e-003	5,9321e-004	-1,7967e-004	-9,5899e-004	1,5522e-003 
8	0,52969	-2,5856e-004	-2,5893e-004	-2,7577e-004	-2,6937e-006	8,9806e-004	-6,8935e-004	1,961e-003	8,6619e-004	-2,613e-004	-1,3982e-003	2,2643e-003 
9	0,69635	-3,3845e-004	-3,3833e-004	-3,6458e-004	-4,7779e-006	1,1806e-003	-9,0718e-004	2,5789e-003	1,1398e-003	-3,4302e-004	-1,8381e-003	2,9779e-003 
10	0,86302	-4,1611e-004	-4,1523e-004	-4,5273e-004	-7,443e-006	1,4611e-003	-1,125e-003	3,1941e-003	1,4136e-003	-4,2297e-004	-2,2747e-003	3,6882e-003 
11	1,	-4,8086e-004	-4,7914e-004	-5,2749e-004	-1,0092e-005	1,6931e-003	-1,3053e-003	3,7032e-003	1,6393e-003	-4,8998e-004	-2,6368e-003	4,2761e-003 
