0	Time [s]	Pressure sensor 36 (NormX) [MPa]	Pressure sensor 36 (NormY) [MPa]	Pressure sensor 36 (NormZ) [MPa]	Pressure sensor 36 (ShearXY) [MPa]	Pressure sensor 36 (ShearYZ) [MPa]	Pressure sensor 36 (ShearXZ) [MPa]	Pressure sensor 36 (Equivalent (von-Mises)) [MPa]	Pressure sensor 36 (Maximum Principal) [MPa]	Pressure sensor 36 (Middle Principal) [MPa]	Pressure sensor 36 (Minimum Principal) [MPa]	Pressure sensor 36 (Intensity) [MPa] 
1	1,6667e-002	-1,3792e-005	-1,3521e-005	-1,3787e-005	-1,1366e-007	-5,6915e-005	-7,7298e-005	1,6626e-004	8,2196e-005	-1,3508e-005	-1,0979e-004	1,9198e-004 
2	3,3333e-002	-2,7913e-005	-2,7395e-005	-2,8059e-005	-1,869e-007	-1,1511e-004	-1,5582e-004	3,3555e-004	1,6574e-004	-2,7399e-005	-2,2171e-004	3,8745e-004 
3	5,8333e-002	-4,8765e-005	-4,7928e-005	-4,941e-005	-2,1625e-007	-2,0137e-004	-2,7277e-004	5,8725e-004	2,9001e-004	-4,8016e-005	-3,8809e-004	6,781e-004 
4	9,5833e-002	-7,9273e-005	-7,807e-005	-8,1261e-005	-8,3112e-008	-3,2992e-004	-4,4726e-004	9,6264e-004	4,7568e-004	-7,8415e-005	-6,3587e-004	1,1116e-003 
5	0,15208	-1,2532e-004	-1,2382e-004	-1,3076e-004	5,2143e-007	-5,2427e-004	-7,1077e-004	1,5298e-003	7,5569e-004	-1,2485e-004	-1,0107e-003	1,7664e-003 
6	0,23646	-1,8959e-004	-1,8819e-004	-2,0308e-004	2,2958e-006	-8,115e-004	-1,1006e-003	2,3685e-003	1,1725e-003	-1,9088e-004	-1,5625e-003	2,7349e-003 
7	0,36302	-2,8388e-004	-2,8389e-004	-3,1646e-004	6,9742e-006	-1,245e-003	-1,687e-003	3,6316e-003	1,7999e-003	-2,9055e-004	-2,3936e-003	4,1934e-003 
8	0,52969	-3,9465e-004	-3,9871e-004	-4,6414e-004	1,6627e-005	-1,8074e-003	-2,4497e-003	5,2734e-003	2,6224e-003	-4,1316e-004	-3,4667e-003	6,0891e-003 
9	0,69635	-4,975e-004	-5,081e-004	-6,1772e-004	3,0301e-005	-2,3694e-003	-3,2095e-003	6,911e-003	3,445e-003	-5,3332e-004	-4,535e-003	7,9801e-003 
10	0,86302	-5,8808e-004	-6,0767e-004	-7,7209e-004	4,78e-005	-2,9243e-003	-3,9639e-003	8,534e-003	4,2664e-003	-6,4644e-004	-5,5878e-003	9,8543e-003 
11	1,	-6,5191e-004	-6,8061e-004	-8,977e-004	6,4976e-005	-3,377e-003	-4,5777e-003	9,8562e-003	4,9416e-003	-7,3257e-004	-6,4393e-003	1,1381e-002 
