Node Number	LOC_DEFX ()
1	4,7704
2	4,7569
3	4,7164
4	4,649
5	4,5552
6	4,4353
7	4,2899
8	4,1197
9	3,9255
10	3,7082
11	3,4687
12	3,2083
13	2,928
14	2,6293
15	2,3136
16	1,9822
17	1,6367
18	1,2789
19	0,91019
20	0,53246
21	0,14743
22	-0,2431
23	-0,63732
24	-1,0334
25	-1,4295
26	-1,8237
27	-2,2142
28	-2,5992
29	-2,977
30	-3,3456
31	-3,7035
32	-4,049
33	-4,3803
34	-4,6961
35	-4,9948
36	-5,275
37	-5,5355
38	-5,7749
39	-5,9923
40	-6,1865
41	-6,3567
42	-6,5021
43	-6,622
44	-6,7158
45	-6,7832
46	-6,8237
47	-6,8372
48	-6,8237
49	-6,7832
50	-6,7158
51	-6,622
52	-6,5021
53	-6,3567
54	-6,1865
55	-5,9923
56	-5,7749
57	-5,5355
58	-5,275
59	-4,9948
60	-4,6961
61	-4,3803
62	-4,049
63	-3,7035
64	-3,3456
65	-2,977
66	-2,5992
67	-2,2142
68	-1,8237
69	-1,4295
70	-1,0334
71	-0,63732
72	-0,2431
73	0,14743
74	0,53246
75	0,91019
76	1,2789
77	1,6367
78	1,9822
79	2,3136
80	2,6293
81	2,928
82	3,2083
83	3,4687
84	3,7082
85	3,9255
86	4,1197
87	4,2899
88	4,4353
89	4,5552
90	4,649
91	4,7164
92	4,7569
93	4,7704
94	4,687
95	4,4389
96	4,0334
97	3,4822
98	2,8011
99	2,0096
100	1,1306
101	0,18935
102	-0,78707
103	-1,7706
104	-2,7329
105	-3,6463
106	-4,4845
107	-5,2235
108	-5,8419
109	-6,322
110	-6,65
111	-6,8163
112	-6,8163
113	-6,65
114	-6,322
115	-5,8419
116	-5,2235
117	-4,4845
118	-3,6463
119	-2,7329
120	-1,7706
121	-0,78707
122	0,18935
123	1,1306
124	2,0096
125	2,8011
126	3,4822
127	4,0334
128	4,4389
129	4,687
130	1,1662
131	0,94833
132	0,338
133	-0,54395
134	-1,5228
135	-2,4048
136	-3,0151
137	-3,2329
