0	Time [s]	Pressure sensor 3 (NormX) [MPa]	Pressure sensor 3 (NormY) [MPa]	Pressure sensor 3 (NormZ) [MPa]	Pressure sensor 3 (ShearXY) [MPa]	Pressure sensor 3 (ShearYZ) [MPa]	Pressure sensor 3 (ShearXZ) [MPa]	Pressure sensor 3 (Equivalent (von-Mises)) [MPa]	Pressure sensor 3 (Maximum Principal) [MPa]	Pressure sensor 3 (Middle Principal) [MPa]	Pressure sensor 3 (Minimum Principal) [MPa]	Pressure sensor 3 (Intensity) [MPa] 
1	1,6667e-002	-1,0134e-006	-1,0149e-006	-1,0535e-006	4,7011e-013	3,9907e-006	1,7116e-007	6,9186e-006	2,9602e-006	-1,0134e-006	-5,0286e-006	7,9889e-006 
2	3,3333e-002	-2,0422e-006	-2,0451e-006	-2,1232e-006	7,6511e-012	8,0461e-006	3,4574e-007	1,3949e-005	5,9695e-006	-2,0422e-006	-1,0138e-005	1,6107e-005 
3	5,8333e-002	-3,5639e-006	-3,5684e-006	-3,7056e-006	3,1639e-011	1,404e-005	6,0538e-007	2,4342e-005	1,0416e-005	-3,5639e-006	-1,7691e-005	2,8107e-005 
4	9,5833e-002	-5,857e-006	-5,8633e-006	-6,0909e-006	9,6974e-011	2,3076e-005	9,9164e-007	4,0006e-005	1,712e-005	-5,857e-006	-2,9074e-005	4,6195e-005 
5	0,15208	-9,2574e-006	-9,2649e-006	-9,6296e-006	2,5528e-010	3,6463e-005	1,5669e-006	6,3216e-005	2,705e-005	-9,2574e-006	-4,5945e-005	7,2995e-005 
6	0,23646	-1,4382e-005	-1,4388e-005	-1,4966e-005	6,4082e-010	5,6655e-005	2,4265e-006	9,8222e-005	4,2031e-005	-1,4382e-005	-7,1385e-005	1,1342e-004 
7	0,36302	-2,1932e-005	-2,1929e-005	-2,2836e-005	1,5199e-009	8,6362e-005	3,7073e-006	1,4972e-004	6,406e-005	-2,1933e-005	-1,0882e-004	1,7288e-004 
8	0,52969	-3,1864e-005	-3,1835e-005	-3,3201e-005	3,225e-009	1,2547e-004	5,3477e-006	2,1753e-004	9,3072e-005	-3,1864e-005	-1,5811e-004	2,5118e-004 
9	0,69635	-4,1616e-005	-4,1546e-005	-4,3394e-005	5,5382e-009	1,6383e-004	6,9883e-006	2,8403e-004	1,2151e-004	-4,1617e-005	-2,0645e-004	3,2797e-004 
10	0,86302	-5,1309e-005	-5,1184e-005	-5,3539e-005	8,4056e-009	2,0199e-004	8,5649e-006	3,5018e-004	1,4981e-004	-5,1309e-005	-2,5454e-004	4,0435e-004 
11	1,	-5,9205e-005	-5,9026e-005	-6,1815e-005	1,1196e-008	2,3306e-004	9,8673e-006	4,0404e-004	1,7285e-004	-5,9206e-005	-2,9369e-004	4,6654e-004 
