0	Time [s]	Pressure sensor 20 (NormX) [MPa]	Pressure sensor 20 (NormY) [MPa]	Pressure sensor 20 (NormZ) [MPa]	Pressure sensor 20 (ShearXY) [MPa]	Pressure sensor 20 (ShearYZ) [MPa]	Pressure sensor 20 (ShearXZ) [MPa]	Pressure sensor 20 (Equivalent (von-Mises)) [MPa]	Pressure sensor 20 (Maximum Principal) [MPa]	Pressure sensor 20 (Middle Principal) [MPa]	Pressure sensor 20 (Minimum Principal) [MPa]	Pressure sensor 20 (Intensity) [MPa] 
1	1,6667e-002	-1,8273e-004	-1,8261e-004	-1,9051e-004	-7,3418e-008	-2,4895e-006	1,2257e-004	2,1249e-004	-6,3958e-005	-1,8261e-004	-3,0928e-004	2,4532e-004 
2	3,3333e-002	-3,7422e-004	-3,7411e-004	-3,9046e-004	-1,5793e-007	-5,8408e-006	2,4833e-004	4,3055e-004	-1,338e-004	-3,7412e-004	-6,3087e-004	4,9706e-004 
3	5,8333e-002	-6,5647e-004	-6,5666e-004	-6,8574e-004	-2,8872e-007	-1,1434e-005	4,3526e-004	7,5472e-004	-2,3544e-004	-6,5667e-004	-1,1068e-003	8,7132e-004 
4	9,5833e-002	-1,071e-003	-1,0722e-003	-1,1206e-003	-4,8925e-007	-1,6474e-005	7,1319e-004	1,2366e-003	-3,8196e-004	-1,0722e-003	-1,8096e-003	1,4276e-003 
5	0,15208	-1,6962e-003	-1,7003e-003	-1,7793e-003	-8,4393e-007	-2,7921e-005	1,1301e-003	1,9596e-003	-6,0657e-004	-1,7004e-003	-2,8689e-003	2,2623e-003 
6	0,23646	-2,6273e-003	-2,6388e-003	-2,7665e-003	-1,4518e-006	-4,2906e-005	1,7544e-003	3,0426e-003	-9,4053e-004	-2,6389e-003	-4,4532e-003	3,5127e-003 
7	0,36302	-4,0055e-003	-4,0347e-003	-4,2417e-003	-2,5619e-006	-6,6279e-005	2,6831e-003	4,654e-003	-1,437e-003	-4,0348e-003	-6,81e-003	5,373e-003 
8	0,52969	-5,7939e-003	-5,8587e-003	-6,1816e-003	-4,2912e-006	-9,1864e-005	3,9035e-003	6,7726e-003	-2,0782e-003	-5,8588e-003	-9,8971e-003	7,8189e-003 
9	0,69635	-7,5476e-003	-7,6614e-003	-8,1129e-003	-6,469e-006	-1,2221e-004	5,1136e-003	8,8746e-003	-2,7073e-003	-7,6617e-003	-1,2953e-002	1,0246e-002 
10	0,86302	-9,2702e-003	-9,4461e-003	-1,0039e-002	-8,8774e-006	-1,4683e-004	6,3142e-003	1,0962e-002	-3,3267e-003	-9,4464e-003	-1,5982e-002	1,2655e-002 
11	1,	-1,0665e-002	-1,0902e-002	-1,162e-002	-1,1163e-005	-1,6876e-004	7,3012e-003	1,2679e-002	-3,8236e-003	-1,0903e-002	-1,8461e-002	1,4638e-002 
