0	Time [s]	Pressure sensor 29 (NormX) [MPa]	Pressure sensor 29 (NormY) [MPa]	Pressure sensor 29 (NormZ) [MPa]	Pressure sensor 29 (ShearXY) [MPa]	Pressure sensor 29 (ShearYZ) [MPa]	Pressure sensor 29 (ShearXZ) [MPa]	Pressure sensor 29 (Equivalent (von-Mises)) [MPa]	Pressure sensor 29 (Maximum Principal) [MPa]	Pressure sensor 29 (Middle Principal) [MPa]	Pressure sensor 29 (Minimum Principal) [MPa]	Pressure sensor 29 (Intensity) [MPa] 
1	1,6667e-002	-2,8462e-004	-2,8472e-004	-2,9636e-004	1,5474e-008	-5,5304e-005	-3,2066e-005	1,1134e-004	-2,2633e-004	-2,8466e-004	-3,5472e-004	1,2839e-004 
2	3,3333e-002	-5,7105e-004	-5,7121e-004	-5,9464e-004	4,7704e-008	-1,1069e-004	-6,421e-005	2,2289e-004	-4,5438e-004	-5,7113e-004	-7,1139e-004	2,5702e-004 
3	5,8333e-002	-9,938e-004	-9,9404e-004	-1,035e-003	1,2143e-007	-1,9474e-004	-1,081e-004	3,8796e-004	-7,9075e-004	-9,9396e-004	-1,2381e-003	4,4736e-004 
4	9,5833e-002	-1,6179e-003	-1,6181e-003	-1,6852e-003	2,9224e-007	-3,1886e-004	-1,7248e-004	6,3149e-004	-1,2875e-003	-1,6182e-003	-2,0156e-003	7,2816e-004 
5	0,15208	-2,5498e-003	-2,55e-003	-2,6567e-003	6,8948e-007	-5,0187e-004	-2,7216e-004	9,946e-004	-2,0296e-003	-2,5504e-003	-3,1764e-003	1,1469e-003 
6	0,23646	-3,925e-003	-3,9245e-003	-4,0909e-003	1,5568e-006	-7,7497e-004	-4,0995e-004	1,5276e-003	-3,1264e-003	-3,9262e-003	-4,8878e-003	1,7614e-003 
7	0,36302	-5,9676e-003	-5,9652e-003	-6,2233e-003	3,4989e-006	-1,1783e-003	-6,1911e-004	2,3198e-003	-4,7556e-003	-5,9699e-003	-7,4305e-003	2,6748e-003 
8	0,52969	-8,6166e-003	-8,6101e-003	-8,9922e-003	7,0912e-006	-1,699e-003	-8,7862e-004	3,3346e-003	-6,8765e-003	-8,621e-003	-1,0721e-002	3,845e-003 
9	0,69635	-1,1219e-002	-1,1207e-002	-1,1716e-002	1,1778e-005	-2,2135e-003	-1,1269e-003	4,3316e-003	-8,9607e-003	-1,1226e-002	-1,3955e-002	4,9945e-003 
10	0,86302	-1,3819e-002	-1,3798e-002	-1,4441e-002	1,7511e-005	-2,7213e-003	-1,3661e-003	5,3118e-003	-1,1052e-002	-1,3829e-002	-1,7177e-002	6,1247e-003 
11	1,	-1,5923e-002	-1,5894e-002	-1,6648e-002	2,293e-005	-3,131e-003	-1,5576e-003	6,1021e-003	-1,2747e-002	-1,5935e-002	-1,9783e-002	7,0358e-003 
