0	Time [s]	Pressure sensor 9 (NormX) [MPa]	Pressure sensor 9 (NormY) [MPa]	Pressure sensor 9 (NormZ) [MPa]	Pressure sensor 9 (ShearXY) [MPa]	Pressure sensor 9 (ShearYZ) [MPa]	Pressure sensor 9 (ShearXZ) [MPa]	Pressure sensor 9 (Equivalent (von-Mises)) [MPa]	Pressure sensor 9 (Maximum Principal) [MPa]	Pressure sensor 9 (Middle Principal) [MPa]	Pressure sensor 9 (Minimum Principal) [MPa]	Pressure sensor 9 (Intensity) [MPa] 
1	1,6667e-002	-7,9965e-006	-7,9956e-006	-8,3304e-006	2,5812e-009	2,5099e-005	2,1164e-005	5,6866e-005	2,467e-005	-7,9987e-006	-4,0994e-005	6,5663e-005 
2	3,3333e-002	-1,6796e-005	-1,6792e-005	-1,7513e-005	1,0875e-008	5,1415e-005	4,3557e-005	1,1672e-004	5,0238e-005	-1,6805e-005	-8,4534e-005	1,3477e-004 
3	5,8333e-002	-3,2176e-005	-3,2166e-005	-3,3594e-005	3,5694e-008	9,2354e-005	7,9723e-005	2,1132e-004	8,9141e-005	-3,2207e-005	-1,5487e-004	2,4401e-004 
4	9,5833e-002	-5,6455e-005	-5,6428e-005	-5,9057e-005	1,0129e-007	1,5467e-004	1,3525e-004	3,5588e-004	1,4777e-004	-5,6544e-005	-2,6316e-004	4,1093e-004 
5	0,15208	-9,5932e-005	-9,5867e-005	-1,0064e-004	2,6873e-007	2,5064e-004	2,2171e-004	5,7961e-004	2,365e-004	-9,617e-005	-4,3277e-004	6,6927e-004 
6	0,23646	-1,6032e-004	-1,6017e-004	-1,6889e-004	6,8717e-007	3,9817e-004	3,5741e-004	9,2677e-004	3,7084e-004	-1,6094e-004	-6,9929e-004	1,0701e-003 
7	0,36302	-2,6728e-004	-2,6697e-004	-2,8331e-004	1,7263e-006	6,2653e-004	5,7153e-004	1,469e-003	5,7375e-004	-2,6886e-004	-1,1225e-003	1,6962e-003 
8	0,52969	-4,1792e-004	-4,1731e-004	-4,4651e-004	3,8786e-006	9,3377e-004	8,6291e-004	2,2024e-003	8,4142e-004	-4,215e-004	-1,7017e-003	2,5431e-003 
9	0,69635	-5,762e-004	-5,7524e-004	-6,205e-004	6,9667e-006	1,2461e-003	1,1628e-003	2,9524e-003	1,11e-003	-5,8271e-004	-2,2992e-003	3,4092e-003 
10	0,86302	-7,4512e-004	-7,4382e-004	-8,0864e-004	1,1064e-005	1,5633e-003	1,4737e-003	3,7217e-003	1,3777e-003	-7,5555e-004	-2,9197e-003	4,2974e-003 
11	1,	-8,8979e-004	-8,8818e-004	-9,7169e-004	1,5207e-005	1,8282e-003	1,7332e-003	4,3642e-003	1,5969e-003	-9,0422e-004	-3,4423e-003	5,0392e-003 
