0	Time [s]	Pressure sensor 40 (NormX) [MPa]	Pressure sensor 40 (NormY) [MPa]	Pressure sensor 40 (NormZ) [MPa]	Pressure sensor 40 (ShearXY) [MPa]	Pressure sensor 40 (ShearYZ) [MPa]	Pressure sensor 40 (ShearXZ) [MPa]	Pressure sensor 40 (Equivalent (von-Mises)) [MPa]	Pressure sensor 40 (Maximum Principal) [MPa]	Pressure sensor 40 (Middle Principal) [MPa]	Pressure sensor 40 (Minimum Principal) [MPa]	Pressure sensor 40 (Intensity) [MPa] 
1	1,6667e-002	-1,323e-004	-1,3228e-004	-1,3793e-004	5,3778e-009	-9,7597e-005	7,945e-005	2,1805e-004	-9,2356e-006	-1,3229e-004	-2,6099e-004	2,5176e-004 
2	3,3333e-002	-2,6883e-004	-2,6876e-004	-2,8049e-004	-6,6798e-008	-1,9562e-004	1,6286e-004	4,4104e-004	-1,9997e-005	-2,6887e-004	-5,2922e-004	5,0922e-004 
3	5,8333e-002	-4,6715e-004	-4,6698e-004	-4,8798e-004	-3,1484e-007	-3,3865e-004	2,8629e-004	7,6836e-004	-3,3788e-005	-4,6739e-004	-9,2094e-004	8,8715e-004 
4	9,5833e-002	-7,6988e-004	-7,695e-004	-8,0563e-004	-1,0065e-006	-5,5057e-004	4,7684e-004	1,2621e-003	-5,8553e-005	-7,7071e-004	-1,5157e-003	1,4572e-003 
5	0,15208	-1,2191e-003	-1,2183e-003	-1,2791e-003	-2,7399e-006	-8,6531e-004	7,6188e-004	1,9978e-003	-9,4196e-005	-1,2215e-003	-2,4009e-003	2,3067e-003 
6	0,23646	-1,8911e-003	-1,8896e-003	-1,9921e-003	-6,8984e-006	-1,3277e-003	1,1954e-003	3,096e-003	-1,5043e-004	-1,8973e-003	-3,7251e-003	3,5747e-003 
7	0,36302	-2,8881e-003	-2,8854e-003	-3,0604e-003	-1,6577e-005	-2,0113e-003	1,8469e-003	4,7329e-003	-2,3297e-004	-2,9034e-003	-5,6976e-003	5,4646e-003 
8	0,52969	-4,1745e-003	-4,1704e-003	-4,4582e-003	-3,5401e-005	-2,8898e-003	2,7058e-003	6,8631e-003	-3,3553e-004	-4,2079e-003	-8,2597e-003	7,9242e-003 
9	0,69635	-5,4507e-003	-5,446e-003	-5,8669e-003	-6,1157e-005	-3,7514e-003	3,574e-003	8,9847e-003	-4,4009e-004	-5,5095e-003	-1,0814e-002	1,0374e-002 
10	0,86302	-6,6986e-003	-6,6943e-003	-7,2669e-003	-9,3582e-005	-4,5966e-003	4,4439e-003	1,109e-002	-5,328e-004	-6,79e-003	-1,3337e-002	1,2804e-002 
11	1,	-7,7055e-003	-7,7021e-003	-8,4126e-003	-1,2487e-004	-5,2802e-003	5,1492e-003	1,2796e-002	-6,0865e-004	-7,8287e-003	-1,5383e-002	1,4774e-002 
