Node Number	Normal Stress (MPa)
21817	-8,3006e-003
21823	-6,878e-003
21829	-5,1986e-003
21830	-6,0275e-003
21831	-4,9191e-003
21832	-6,9337e-003
21833	-1,0164e-002
21834	-4,7717e-003
21835	-8,2752e-003
21836	-5,8022e-003
21837	-4,6563e-003
21838	-9,6731e-003
21839	-7,0344e-003
21840	-9,0824e-003
21841	-3,9298e-003
21842	-6,3715e-003
21843	-3,7587e-003
21844	-7,2369e-003
21845	-5,2452e-003
21846	-7,6792e-003
21847	-5,023e-003
21848	-5,2035e-003
21849	-7,6318e-003
21850	-4,5808e-003
21851	-4,9344e-003
21852	-7,8905e-003
21853	-4,7101e-003
21854	-5,1559e-003
21855	-5,6409e-003
21856	-5,3798e-003
21857	-7,8459e-003
21858	-4,6696e-003
21859	-6,5836e-003
21860	-3,85e-003
21861	-5,1355e-003
21862	-2,4851e-003
21863	-5,1527e-003
21864	-5,6182e-003
21865	-6,4766e-003
21866	-9,8072e-003
21867	-6,5946e-003
21868	-5,5406e-003
21869	-8,1411e-003
21870	-5,3552e-003
21871	-8,4294e-003
21872	-5,9739e-003
21873	-5,6639e-003
21874	-7,6527e-003
21875	-3,5494e-003
21876	-6,8778e-003
21877	-4,6686e-003
21878	-6,2664e-003
21879	-4,9135e-003
21880	-5,4962e-003
21881	-4,5996e-003
21882	-4,6628e-003
21883	-5,1186e-003
21884	-4,3144e-003
21885	-5,2835e-003
21886	-3,8749e-003
21887	-6,1467e-003
21888	-4,0501e-003
21889	-3,8131e-003
21890	-5,9052e-003
21891	-3,8367e-003
21892	-7,1681e-003
21893	-4,1876e-003
21894	-3,9749e-003
21895	-5,5089e-003
21896	-6,1426e-003
21902	-1,3859e-003
21903	-3,3187e-003
21904	-2,3202e-003
21905	-3,0584e-003
21906	-2,3642e-003
21907	-2,7718e-003
21908	-9,1728e-004
21909	-2,0707e-003
21910	-2,8341e-003
21911	-2,3911e-003
21912	-2,4064e-003
21913	-3,8749e-003
21914	-2,7497e-003
21915	-2,5234e-003
21916	-4,3701e-003
21917	-2,5982e-003
21918	-4,3471e-003
21919	-2,5418e-003
21920	-4,7753e-003
21921	-3,8297e-003
21922	-5,2527e-003
21923	-4,1622e-003
21924	-4,1934e-003
21925	-6,3653e-003
21926	-5,0925e-003
21927	-4,9961e-003
21928	-9,6576e-003
21929	-6,5609e-003
21930	-7,1413e-003
21931	-7,7667e-003
21932	-8,6184e-003
21933	-9,431e-003
21934	-1,4711e-002
21935	-9,6798e-003
21936	-1,5799e-002
21937	-1,3654e-002
21938	-1,0404e-002
21939	-2,0425e-002
21940	-1,4516e-002
21941	-1,6061e-002
21942	-1,9701e-002
21943	-1,3234e-002
21944	-2,3022e-002
21945	-3,1831e-003
21946	-2,1903e-002
21947	-1,7614e-002
21948	-2,9697e-002
21949	-2,0021e-002
21950	-3,4095e-002
21951	-2,2535e-002
21952	-4,1943e-002
21953	-2,6437e-002
21954	-3,4725e-002
21955	-2,4206e-002
21956	-2,736e-002
21957	-4,7465e-002
21958	-3,2823e-002
21959	-3,4148e-002
21960	-4,4762e-002
21961	-2,8809e-002
21962	-3,1785e-002
21963	-5,3874e-002
21964	-3,4024e-002
21965	-4,8253e-002
21966	-3,2161e-002
21967	-2,995e-002
21968	-4,0091e-002
21969	-2,2832e-002
21970	-3,5716e-002
21971	-2,4232e-002
21972	-3,2095e-002
21973	-1,8572e-002
21974	-2,2271e-002
21975	-3,2894e-002
21976	-1,7309e-002
21977	-2,7341e-002
21978	-1,8033e-002
21979	-2,4867e-002
21980	-1,378e-002
21981	-2,0787e-002
21982	-1,2445e-002
21983	-1,214e-002
21984	-1,6539e-002
21985	-1,0725e-002
21986	-1,4819e-002
21987	-1,1641e-002
21988	-1,0025e-002
21989	-1,2367e-002
21990	-9,3135e-003
21991	-1,4484e-002
21992	-8,4883e-003
21993	-8,3364e-003
21994	-9,0921e-003
21995	-4,9935e-003
21996	-5,3531e-003
21997	-7,7785e-003
21998	-4,1431e-003
21999	-6,517e-003
22000	-3,9234e-003
22001	-5,7028e-003
22002	-3,3967e-003
22003	-4,7186e-003
22004	-3,5352e-003
22005	-3,4017e-003
22006	-4,1848e-003
22007	-4,3406e-003
22008	-3,2748e-003
22009	-4,9636e-003
22010	-3,6251e-003
22011	-3,0816e-003
22012	-2,9067e-003
22013	-4,5273e-003
22014	-4,249e-003
22020	-2,7821e-003
22021	-3,8169e-003
22022	-2,3986e-003
22023	-4,1406e-003
22024	-2,4094e-003
22025	-4,0161e-003
22026	-2,9898e-003
22027	-2,5367e-003
22028	-3,7556e-003
22029	-2,9114e-003
22030	-3,8028e-003
22031	-4,3046e-003
22032	-1,0762e-003
22033	-3,4915e-003
22034	-2,6638e-003
22035	-2,523e-003
22036	-4,0476e-003
22037	-2,7873e-003
22038	-4,1793e-003
22039	-2,6149e-003
22040	-4,335e-003
22041	-2,7352e-003
