0	Time [s]	Pressure sensor 39 (NormX) [MPa]	Pressure sensor 39 (NormY) [MPa]	Pressure sensor 39 (NormZ) [MPa]	Pressure sensor 39 (ShearXY) [MPa]	Pressure sensor 39 (ShearYZ) [MPa]	Pressure sensor 39 (ShearXZ) [MPa]	Pressure sensor 39 (Equivalent (von-Mises)) [MPa]	Pressure sensor 39 (Maximum Principal) [MPa]	Pressure sensor 39 (Middle Principal) [MPa]	Pressure sensor 39 (Minimum Principal) [MPa]	Pressure sensor 39 (Intensity) [MPa] 
1	1,6667e-002	-1,1476e-006	-1,1704e-006	-1,0804e-006	1,2186e-008	-3,783e-005	1,8893e-005	7,3241e-005	4,1158e-005	-1,1424e-006	-4,3413e-005	8,4571e-005 
2	3,3333e-002	-2,1218e-006	-2,1568e-006	-2,0008e-006	1,7275e-008	-7,5856e-005	3,7735e-005	1,4674e-004	8,2641e-005	-2,1149e-006	-8,6805e-005	1,6945e-004 
3	5,8333e-002	-3,8788e-006	-3,9125e-006	-3,7286e-006	1,196e-008	-1,3336e-004	6,6559e-005	2,5816e-004	1,4523e-004	-3,876e-006	-1,5287e-004	2,981e-004 
4	9,5833e-002	-5,8412e-006	-5,8288e-006	-5,7084e-006	-2,565e-008	-2,1852e-004	1,0892e-004	4,229e-004	2,384e-004	-5,8592e-006	-2,4992e-004	4,8832e-004 
5	0,15208	-9,0919e-006	-8,9089e-006	-9,2027e-006	-1,4898e-007	-3,469e-004	1,7264e-004	6,7114e-004	3,7847e-004	-9,1744e-006	-3,965e-004	7,7496e-004 
6	0,23646	-1,3428e-005	-1,2764e-005	-1,4334e-005	-4,8414e-007	-5,393e-004	2,6841e-004	1,0434e-003	5,8898e-004	-1,3682e-005	-6,1583e-004	1,2048e-003 
7	0,36302	-1,7587e-005	-1,5709e-005	-2,0579e-005	-1,3129e-006	-8,2402e-004	4,1003e-004	1,5942e-003	9,026e-004	-1,8261e-005	-9,3821e-004	1,8408e-003 
8	0,52969	-2,4666e-005	-2,0245e-005	-3,2378e-005	-3,0314e-006	-1,2038e-003	5,9901e-004	2,3289e-003	1,3191e-003	-2,6207e-005	-1,3702e-003	2,6892e-003 
9	0,69635	-2,5528e-005	-1,7618e-005	-3,9621e-005	-5,3863e-006	-1,5734e-003	7,8359e-004	3,0446e-003	1,7306e-003	-2,8255e-005	-1,7851e-003	3,5156e-003 
10	0,86302	-2,7027e-005	-1,4585e-005	-4,9613e-005	-8,4265e-006	-1,9457e-003	9,6877e-004	3,7648e-003	2,1436e-003	-3,128e-005	-2,2036e-003	4,3472e-003 
11	1,	-2,6257e-005	-9,3698e-006	-5,7192e-005	-1,1404e-005	-2,249e-003	1,1197e-003	4,3516e-003	2,482e-003	-3,2002e-005	-2,5428e-003	5,0248e-003 
