0	Time [s]	Pressure sensor 13 (NormX) [MPa]	Pressure sensor 13 (NormY) [MPa]	Pressure sensor 13 (NormZ) [MPa]	Pressure sensor 13 (ShearXY) [MPa]	Pressure sensor 13 (ShearYZ) [MPa]	Pressure sensor 13 (ShearXZ) [MPa]	Pressure sensor 13 (Equivalent (von-Mises)) [MPa]	Pressure sensor 13 (Maximum Principal) [MPa]	Pressure sensor 13 (Middle Principal) [MPa]	Pressure sensor 13 (Minimum Principal) [MPa]	Pressure sensor 13 (Intensity) [MPa] 
1	1,6667e-002	-9,4916e-006	-9,534e-006	-9,7809e-006	-8,8289e-008	4,7677e-005	1,8947e-005	8,8861e-005	4,1619e-005	-9,4367e-006	-6,0989e-005	1,0261e-004 
2	3,3333e-002	-1,9616e-005	-1,9683e-005	-2,0249e-005	-1,7066e-007	9,6531e-005	3,8449e-005	1,7997e-004	8,3887e-005	-1,9508e-005	-1,2393e-004	2,0781e-004 
3	5,8333e-002	-3,7204e-005	-3,7275e-005	-3,851e-005	-2,8408e-007	1,7268e-004	6,9025e-005	3,221e-004	1,4798e-004	-3,7018e-005	-2,2395e-004	3,7193e-004 
4	9,5833e-002	-6,5671e-005	-6,5658e-005	-6,8216e-005	-4,1943e-007	2,9025e-004	1,1646e-004	5,4169e-004	2,4566e-004	-6,5379e-005	-3,7982e-004	6,2548e-004 
5	0,15208	-1,1035e-004	-1,1e-004	-1,1517e-004	-5,2777e-007	4,6716e-004	1,8833e-004	8,7243e-004	3,909e-004	-1,0993e-004	-6,1649e-004	1,0074e-003 
6	0,23646	-1,8158e-004	-1,8024e-004	-1,9077e-004	-4,7166e-007	7,3839e-004	2,9804e-004	1,3792e-003	6,1052e-004	-1,8107e-004	-9,8205e-004	1,5926e-003 
7	0,36302	-3,0888e-004	-3,0476e-004	-3,2758e-004	1,6749e-007	1,1725e-003	4,747e-004	2,191e-003	9,4856e-004	-3,0841e-004	-1,5814e-003	2,5299e-003 
8	0,48958	-4,2902e-004	-4,2073e-004	-4,5911e-004	1,4719e-006	1,5964e-003	6,4714e-004	2,9837e-003	1,2827e-003	-4,2887e-004	-2,1626e-003	3,4453e-003 
9	0,65625	-6,052e-004	-5,889e-004	-6,5496e-004	4,2967e-006	2,1743e-003	8,789e-004	4,0625e-003	1,7239e-003	-6,059e-004	-2,9671e-003	4,6909e-003 
10	0,82292	-7,8007e-004	-7,531e-004	-8,5369e-004	8,3726e-006	2,7535e-003	1,1128e-003	5,1447e-003	2,1679e-003	-7,821e-004	-3,7727e-003	5,9406e-003 
11	0,91146	-8,7168e-004	-8,3794e-004	-9,596e-004	1,103e-005	3,0615e-003	1,2367e-003	5,72e-003	2,4051e-003	-8,7461e-004	-4,1997e-003	6,6049e-003 
12	1,	-9,6223e-004	-9,2106e-004	-1,0655e-003	1,4004e-005	3,3662e-003	1,3593e-003	6,2893e-003	2,6398e-003	-9,6618e-004	-4,6224e-003	7,2622e-003 
