0	Time [s]	Pressure sensor 7 (NormX) [MPa]	Pressure sensor 7 (NormY) [MPa]	Pressure sensor 7 (NormZ) [MPa]	Pressure sensor 7 (ShearXY) [MPa]	Pressure sensor 7 (ShearYZ) [MPa]	Pressure sensor 7 (ShearXZ) [MPa]	Pressure sensor 7 (Equivalent (von-Mises)) [MPa]	Pressure sensor 7 (Maximum Principal) [MPa]	Pressure sensor 7 (Middle Principal) [MPa]	Pressure sensor 7 (Minimum Principal) [MPa]	Pressure sensor 7 (Intensity) [MPa] 
1	1,6667e-002	-1,1968e-006	-1,1993e-006	-1,2434e-006	-8,6061e-010	1,7397e-005	-3,4346e-006	3,0715e-005	1,6512e-005	-1,1972e-006	-1,8954e-005	3,5466e-005 
2	3,3333e-002	-2,3829e-006	-2,385e-006	-2,4786e-006	-2,2972e-009	3,5094e-005	-6,9453e-006	6,1963e-005	3,3343e-005	-2,3839e-006	-3,8206e-005	7,1549e-005 
3	5,8333e-002	-4,1089e-006	-4,1045e-006	-4,2814e-006	-5,545e-009	6,1978e-005	-1,238e-005	1,0947e-004	5,901e-005	-4,1108e-006	-6,7394e-005	1,264e-004 
4	9,5833e-002	-6,6505e-006	-6,6233e-006	-6,9508e-006	-1,3129e-008	1,0305e-004	-2,0784e-005	1,8209e-004	9,8343e-005	-6,6545e-006	-1,1191e-004	2,1026e-004 
5	0,15208	-1,0266e-005	-1,0175e-005	-1,0781e-005	-3,0459e-008	1,64e-004	-3,3303e-005	2,8986e-004	1,5688e-004	-1,0274e-005	-1,7782e-004	3,347e-004 
6	0,23646	-1,5481e-005	-1,5227e-005	-1,6385e-005	-7,078e-008	2,5626e-004	-5,2585e-005	4,5311e-004	2,4581e-004	-1,5499e-005	-2,774e-004	5,2321e-004 
7	0,36302	-2,2297e-005	-2,1637e-005	-2,3915e-005	-1,6678e-007	3,9755e-004	-8,3091e-005	7,0346e-004	3,8339e-004	-2,2336e-005	-4,289e-004	8,1229e-004 
8	0,48958	-2,8054e-005	-2,6821e-005	-3,0533e-005	-2,9947e-007	5,3441e-004	-1,1248e-004	9,4591e-004	5,1748e-004	-2,8123e-005	-5,7476e-004	1,0922e-003 
9	0,65625	-3,6338e-005	-3,4052e-005	-4,0317e-005	-5,433e-007	7,1927e-004	-1,5363e-004	1,2739e-003	6,9838e-004	-3,6461e-005	-7,7262e-004	1,471e-003 
10	0,82292	-4,2677e-005	-3,9048e-005	-4,8403e-005	-8,5207e-007	9,001e-004	-1,9357e-004	1,5947e-003	8,7706e-004	-4,2867e-005	-9,6432e-004	1,8414e-003 
11	0,91146	-4,5379e-005	-4,0927e-005	-5,2131e-005	-1,0419e-006	9,9455e-004	-2,1459e-004	1,7623e-003	9,7104e-004	-4,5611e-005	-1,0639e-003	2,0349e-003 
12	1,	-4,7997e-005	-4,2644e-005	-5,5865e-005	-1,2502e-006	1,0885e-003	-2,3562e-004	1,9291e-003	1,0646e-003	-4,8275e-005	-1,1629e-003	2,2275e-003 
