0	Time [s]	Pressure sensor 8 (NormX) [MPa]	Pressure sensor 8 (NormY) [MPa]	Pressure sensor 8 (NormZ) [MPa]	Pressure sensor 8 (ShearXY) [MPa]	Pressure sensor 8 (ShearYZ) [MPa]	Pressure sensor 8 (ShearXZ) [MPa]	Pressure sensor 8 (Equivalent (von-Mises)) [MPa]	Pressure sensor 8 (Maximum Principal) [MPa]	Pressure sensor 8 (Middle Principal) [MPa]	Pressure sensor 8 (Minimum Principal) [MPa]	Pressure sensor 8 (Intensity) [MPa] 
1	1,6667e-002	-1,0792e-006	-1,0676e-006	-1,0929e-006	-5,4986e-009	1,5686e-005	2,7244e-006	2,7576e-005	1,4839e-005	-1,077e-006	-1,7002e-005	3,1841e-005 
2	3,3333e-002	-2,1401e-006	-2,1143e-006	-2,1682e-006	-1,079e-008	3,1675e-005	5,5135e-006	5,5687e-005	3,0008e-005	-2,1357e-006	-3,4295e-005	6,4302e-005 
3	5,8333e-002	-3,6112e-006	-3,5601e-006	-3,6579e-006	-1,8699e-008	5,6113e-005	9,8237e-006	9,8669e-005	5,3353e-005	-3,6033e-006	-6,0579e-005	1,1393e-004 
4	9,5833e-002	-5,6898e-006	-5,5892e-006	-5,768e-006	-2,935e-008	9,3473e-005	1,6429e-005	1,6438e-004	8,9221e-005	-5,6768e-006	-1,0059e-004	1,8981e-004 
5	0,15208	-8,6593e-006	-8,4608e-006	-8,8048e-006	-4,1071e-008	1,4924e-004	2,6387e-005	2,625e-004	1,4291e-004	-8,6392e-006	-1,602e-004	3,0311e-004 
6	0,23646	-1,2827e-005	-1,2424e-005	-1,3121e-005	-4,9598e-008	2,3393e-004	4,1345e-005	4,1147e-004	2,2477e-004	-1,2798e-005	-2,5035e-004	4,7512e-004 
7	0,36302	-1,7698e-005	-1,6846e-005	-1,8287e-005	-4,302e-008	3,651e-004	6,4798e-005	6,4225e-004	3,5322e-004	-1,7657e-005	-3,8839e-004	7,416e-004 
8	0,48958	-2,2208e-005	-2,0757e-005	-2,3259e-005	-5,1636e-009	4,9288e-004	8,7491e-005	8,6703e-004	4,7855e-004	-2,2162e-005	-5,2261e-004	1,0012e-003 
9	0,65625	-2,8041e-005	-2,5531e-005	-2,9972e-005	8,5103e-008	6,659e-004	1,1776e-004	1,1713e-003	6,4846e-004	-2,7994e-005	-7,0401e-004	1,3525e-003 
10	0,82292	-3,289e-005	-2,9047e-005	-3,5975e-005	2,293e-007	8,3717e-004	1,4804e-004	1,4725e-003	8,1763e-004	-3,2852e-005	-8,8269e-004	1,7003e-003 
11	0,91146	-3,4699e-005	-3,0042e-005	-3,8481e-005	3,2431e-007	9,2685e-004	1,6373e-004	1,6302e-003	9,0694e-004	-3,4669e-005	-9,7549e-004	1,8824e-003 
12	1,	-3,6434e-005	-3,0893e-005	-4,099e-005	4,3216e-007	1,0158e-003	1,7918e-004	1,7866e-003	9,9555e-004	-3,6415e-005	-1,0675e-003	2,063e-003 
