0	Time [s]	Pressure sensor 14 (NormX) [MPa]	Pressure sensor 14 (NormY) [MPa]	Pressure sensor 14 (NormZ) [MPa]	Pressure sensor 14 (ShearXY) [MPa]	Pressure sensor 14 (ShearYZ) [MPa]	Pressure sensor 14 (ShearXZ) [MPa]	Pressure sensor 14 (Equivalent (von-Mises)) [MPa]	Pressure sensor 14 (Maximum Principal) [MPa]	Pressure sensor 14 (Middle Principal) [MPa]	Pressure sensor 14 (Minimum Principal) [MPa]	Pressure sensor 14 (Intensity) [MPa] 
1	1,6667e-002	-1,5025e-007	-1,6077e-007	-1,3326e-007	-1,0086e-008	1,8848e-005	1,5575e-005	4,2349e-005	2,4301e-005	-1,4461e-007	-2,46e-005	4,8901e-005 
2	3,3333e-002	-3,2061e-007	-3,408e-007	-2,9521e-007	-1,7674e-008	3,8002e-005	3,153e-005	8,5527e-005	4,9056e-005	-3,1147e-007	-4,9702e-005	9,8758e-005 
3	5,8333e-002	-6,6007e-007	-6,9393e-007	-6,3958e-007	-2,5014e-008	6,7086e-005	5,6363e-005	1,5176e-004	8,6949e-005	-6,4944e-007	-8,8293e-005	1,7524e-004 
4	9,5833e-002	-1,1183e-006	-1,1697e-006	-1,1409e-006	-2,3627e-008	1,1135e-004	9,4519e-005	2,5298e-004	1,449e-004	-1,1165e-006	-1,4721e-004	2,9211e-004 
5	0,15208	-1,9134e-006	-1,9831e-006	-2,0943e-006	8,0149e-009	1,7714e-004	1,5214e-004	4,0444e-004	2,3148e-004	-1,9509e-006	-2,3552e-004	4,67e-004 
6	0,23646	-3,0446e-006	-3,1251e-006	-3,6679e-006	1,251e-007	2,7725e-004	2,3996e-004	6,3509e-004	3,6335e-004	-3,2029e-006	-3,6999e-004	7,3334e-004 
7	0,36302	-4,5012e-006	-4,5802e-006	-6,2906e-006	4,659e-007	4,3022e-004	3,7964e-004	9,9381e-004	5,6859e-004	-4,998e-006	-5,7896e-004	1,1475e-003 
8	0,48958	-5,3876e-006	-5,4239e-006	-8,9056e-006	1,0055e-006	5,8074e-004	5,1667e-004	1,3464e-003	7,7066e-004	-6,4023e-006	-7,8397e-004	1,5546e-003 
9	0,65625	-6,724e-006	-6,6576e-006	-1,3495e-005	2,039e-006	7,8225e-004	7,0154e-004	1,82e-003	1,0417e-003	-8,7214e-006	-1,0598e-003	2,1015e-003 
10	0,82292	-7,7398e-006	-7,5307e-006	-1,8861e-005	3,4407e-006	9,8327e-004	8,887e-004	2,2957e-003	1,3139e-003	-1,1069e-005	-1,3369e-003	2,6508e-003 
11	0,91146	-7,0183e-006	-6,7106e-006	-2,0825e-005	4,3286e-006	1,0899e-003	9,8758e-004	2,5475e-003	1,4591e-003	-1,1187e-005	-1,4825e-003	2,9416e-003 
12	1,	-6,2915e-006	-5,8685e-006	-2,3055e-005	5,3076e-006	1,1953e-003	1,0853e-003	2,7965e-003	1,6026e-003	-1,1383e-005	-1,6265e-003	3,2291e-003 
