0.000000000000000000e+00,1.666600000000000026e-02,4.166600000000000165e-02,7.916600000000000026e-02,1.354130000000000056e-01,2.197930000000000161e-01,3.463530000000000220e-01,5.130230000000000068e-01,6.796830000000000371e-01,8.463530000000000220e-01,9.833330000000000126e-01
3.932099999999999795e+01,7.976500000000000057e+01,1.404300000000000068e+02,2.302000000000000171e+02,3.667799999999999727e+02,5.717300000000000182e+02,8.813500000000000227e+02,1.289400000000000091e+03,1.700500000000000000e+03,2.117099999999999909e+03,2.459199999999999818e+03
1.394900000000000091e+02,2.873100000000000023e+02,5.033999999999999773e+02,8.223100000000000591e+02,1.313300000000000182e+03,2.039599999999999909e+03,3.144000000000000000e+03,4.582400000000000546e+03,6.033000000000000000e+03,7.481300000000000182e+03,8.669299999999999272e+03
1.867800000000000011e+02,3.842900000000000205e+02,6.674800000000000182e+02,1.091200000000000045e+03,1.734800000000000182e+03,2.689700000000000273e+03,4.128399999999999636e+03,6.012899999999999636e+03,7.890500000000000000e+03,9.757600000000000364e+03,1.129000000000000000e+04
1.228299999999999841e+02,2.504599999999999795e+02,4.383500000000000227e+02,7.159500000000000455e+02,1.137200000000000045e+03,1.767000000000000000e+03,2.713199999999999818e+03,3.963099999999999909e+03,5.215400000000000546e+03,6.461100000000000364e+03,7.490600000000000364e+03
3.166200000000000259e+01,6.432200000000000273e+01,1.128800000000000097e+02,1.849599999999999795e+02,2.941600000000000250e+02,4.581100000000000136e+02,7.051699999999999591e+02,1.034500000000000000e+03,1.368099999999999909e+03,1.700600000000000136e+03,1.979600000000000136e+03
1.570300000000000011e+02,3.184099999999999682e+02,5.567400000000000091e+02,9.118400000000000318e+02,1.450399999999999864e+03,2.250300000000000182e+03,3.455599999999999909e+03,5.032400000000000546e+03,6.605399999999999636e+03,8.182300000000000182e+03,9.473399999999999636e+03
1.743600000000000136e+02,3.541600000000000250e+02,6.223700000000000045e+02,1.016600000000000136e+03,1.616199999999999818e+03,2.509200000000000273e+03,3.851099999999999909e+03,5.602500000000000000e+03,7.360500000000000000e+03,9.107500000000000000e+03,1.055200000000000000e+04
1.195399999999999920e+02,2.441099999999999852e+02,4.255299999999999727e+02,6.957500000000000000e+02,1.103400000000000091e+03,1.716000000000000000e+03,2.638599999999999909e+03,3.847000000000000000e+03,5.067600000000000364e+03,6.282699999999999818e+03,7.293500000000000000e+03
2.007500000000000000e+02,4.086699999999999591e+02,7.126899999999999409e+02,1.166099999999999909e+03,1.848100000000000136e+03,2.870199999999999818e+03,4.400600000000000364e+03,6.409299999999999272e+03,8.412500000000000000e+03,1.040800000000000000e+04,1.204700000000000000e+04
