0.000000000000000000e+00,5.833700000000000691e-03,1.458370000000000152e-02,2.770870000000000277e-02,4.739569999999999894e-02,7.692670000000000063e-02,1.212267000000000067e-01,1.876667000000000196e-01,2.873367000000000004e-01,4.368367000000000222e-01,5.863366999999999329e-01,7.530066999999999178e-01,9.196767000000000136e-01,9.941666999999999588e-01
7.476300000000000168e-01,1.595700000000000118e+00,2.777600000000000069e+00,4.554000000000000270e+00,7.203899999999999970e+00,1.117500000000000071e+01,1.714100000000000179e+01,2.593199999999999861e+01,3.925200000000000244e+01,5.853900000000000148e+01,7.788299999999999557e+01,9.916799999999999216e+01,1.202399999999999949e+02,1.296699999999999875e+02
4.350099999999999523e-01,9.249200000000000754e-01,1.609299999999999953e+00,2.637999999999999901e+00,4.176499999999999879e+00,6.480299999999999727e+00,9.943799999999999528e+00,1.506200000000000117e+01,2.282600000000000051e+01,3.410399999999999920e+01,4.542499999999999716e+01,5.793699999999999761e+01,7.034400000000000830e+01,7.590299999999999159e+01
5.942499999999999449e-01,1.266100000000000003e+00,2.201999999999999957e+00,3.607700000000000351e+00,5.714599999999999902e+00,8.859299999999999287e+00,1.358900000000000041e+01,2.057400000000000162e+01,3.118799999999999883e+01,4.646999999999999886e+01,6.184199999999999164e+01,7.881799999999999784e+01,9.562699999999999534e+01,1.031599999999999966e+02
3.625800000000000134e-01,7.711799999999999766e-01,1.340600000000000014e+00,2.195999999999999730e+00,3.481300000000000061e+00,5.398500000000000298e+00,8.282599999999998630e+00,1.255499999999999972e+01,1.904500000000000171e+01,2.841399999999999793e+01,3.784100000000000108e+01,4.828200000000000358e+01,5.863000000000000256e+01,6.326999999999999602e+01
3.783600000000000296e-01,8.076099999999999390e-01,1.403699999999999948e+00,2.298200000000000021e+00,3.645199999999999996e+00,5.650599999999999845e+00,8.664699999999999847e+00,1.313799999999999990e+01,1.991600000000000037e+01,2.967500000000000071e+01,3.948700000000000188e+01,5.034000000000000341e+01,6.108799999999999386e+01,6.590600000000000591e+01
1.017500000000000071e+00,2.165000000000000036e+00,3.765500000000000291e+00,6.171299999999999564e+00,9.757600000000000051e+00,1.512500000000000000e+01,2.317899999999999849e+01,3.503000000000000114e+01,5.294400000000000261e+01,7.885000000000000853e+01,1.048099999999999881e+02,1.333100000000000023e+02,1.615800000000000125e+02,1.742500000000000000e+02
6.839899999999999869e-01,1.447699999999999987e+00,2.513900000000000023e+00,4.116900000000000226e+00,6.513500000000000512e+00,1.007499999999999929e+01,1.542399999999999949e+01,2.327400000000000091e+01,3.519800000000000040e+01,5.211299999999999955e+01,6.917399999999999238e+01,8.787500000000000000e+01,1.064100000000000108e+02,1.147600000000000051e+02
7.097100000000000630e-01,1.502499999999999947e+00,2.608700000000000241e+00,4.273099999999999454e+00,6.764100000000000001e+00,1.046100000000000030e+01,1.601399999999999935e+01,2.418900000000000006e+01,3.659599999999999653e+01,5.422299999999999898e+01,7.199200000000000443e+01,9.154200000000000159e+01,1.109200000000000017e+02,1.196599999999999966e+02
6.869500000000000606e-01,1.456099999999999950e+00,2.529999999999999805e+00,4.146299999999999208e+00,6.568500000000000227e+00,1.017699999999999960e+01,1.559999999999999964e+01,2.362500000000000000e+01,3.580799999999999983e+01,5.333499999999999375e+01,7.098399999999999466e+01,9.052299999999999613e+01,1.099200000000000017e+02,1.186400000000000006e+02
