Node Number	Normal Stress (MPa)
62242	-3,6205e-003
62248	-3,0248e-003
62254	-2,1214e-003
62255	-2,7025e-003
62256	-2,1341e-003
62257	-2,8015e-003
62258	-3,3616e-003
62259	-2,1355e-003
62260	-3,6294e-003
62261	-2,3719e-003
62262	-1,7912e-003
62263	-3,4817e-003
62264	-2,3284e-003
62265	-3,9194e-003
62266	-1,706e-003
62267	-2,7847e-003
62268	-1,9629e-003
62269	-2,7496e-003
62270	-1,9939e-003
62271	-3,3311e-003
62272	-2,2095e-003
62273	-1,6883e-003
62274	-3,1483e-003
62275	-1,8606e-003
62276	-1,8915e-003
62277	-3,3697e-003
62278	-2,5174e-003
62279	-2,235e-003
62280	-3,0636e-003
62281	-1,4606e-003
62282	-3,4309e-003
62283	-2,0962e-003
62284	-3,0874e-003
62285	-1,9238e-003
62286	-1,7919e-003
62287	-3,0769e-003
62288	-1,5692e-003
62289	-2,8631e-003
62290	-2,0815e-003
62291	-4,0174e-003
62292	-2,6114e-003
62293	-2,3487e-003
62294	-3,4077e-003
62295	-1,7724e-003
62296	-3,102e-003
62297	-2,0677e-003
62298	-2,1628e-003
62299	-3,2305e-003
62300	-1,683e-003
62301	-3,0801e-003
62302	-2,0769e-003
62303	-2,9771e-003
62304	-1,963e-003
62305	-2,8115e-003
62306	-2,1176e-003
62307	-1,864e-003
62308	-2,7591e-003
62309	-2,2323e-003
62310	-3,0031e-003
62311	-1,886e-003
62312	-2,9408e-003
62313	-2,1181e-003
62314	-2,2805e-003
62315	-3,645e-003
62316	-1,6769e-003
62317	-3,7793e-003
62318	-2,451e-003
62319	-2,0926e-003
62320	-2,5979e-003
62321	-1,641e-002
62327	-1,6408e-003
62328	-1,093e-002
62329	-8,2715e-003
62330	-1,3955e-002
62331	-9,5197e-003
62332	-7,175e-003
62333	-1,36e-002
62334	-9,0146e-003
62335	-9,1661e-003
62336	-1,4741e-002
62337	-9,0786e-003
62338	-9,1122e-003
62339	-1,6187e-002
62340	-1,0439e-002
62341	-1,4962e-002
62342	-1,1472e-002
62343	-1,4297e-002
62344	-2,2429e-002
62345	-1,379e-002
62346	-1,3581e-002
62347	-2,1876e-002
62348	-1,6704e-002
62349	-1,6427e-002
62350	-2,9538e-002
62351	-2,1488e-002
62352	-3,6562e-002
62353	-2,5283e-002
62354	-2,9526e-002
62355	-3,9807e-002
62356	-3,0584e-002
62357	-3,144e-002
62358	-3,8123e-002
62359	-2,766e-002
62360	-4,9429e-002
62361	-2,8564e-002
62362	-4,3633e-002
62363	-4,0531e-002
62364	-4,1746e-002
62365	-3,3128e-002
62366	-6,4622e-002
62367	-3,6225e-002
62368	-5,0693e-002
62369	-2,9365e-002
62370	-4,0105e-002
62371	-4,7258e-002
62372	-3,5146e-002
62373	-3,4968e-002
62374	-4,6995e-002
62375	-3,2508e-002
62376	-5,4891e-002
