0	Time [s]	Pressure sensor 15 (NormX) [MPa]	Pressure sensor 15 (NormY) [MPa]	Pressure sensor 15 (NormZ) [MPa]	Pressure sensor 15 (ShearXY) [MPa]	Pressure sensor 15 (ShearYZ) [MPa]	Pressure sensor 15 (ShearXZ) [MPa]	Pressure sensor 15 (Equivalent (von-Mises)) [MPa]	Pressure sensor 15 (Maximum Principal) [MPa]	Pressure sensor 15 (Middle Principal) [MPa]	Pressure sensor 15 (Minimum Principal) [MPa]	Pressure sensor 15 (Intensity) [MPa] 
1	1,6667e-002	-3,6468e-005	-3,6525e-005	-3,7802e-005	-7,9778e-008	5,0033e-005	5,6446e-005	1,3065e-004	3,8244e-005	-3,6421e-005	-1,1262e-004	1,5086e-004 
2	3,3333e-002	-7,3456e-005	-7,3574e-005	-7,6228e-005	-1,3434e-007	1,0076e-004	1,1444e-004	2,6412e-004	7,7552e-005	-7,339e-005	-2,2742e-004	3,0497e-004 
3	5,8333e-002	-1,2846e-004	-1,2869e-004	-1,3353e-004	-1,6313e-007	1,7699e-004	2,011e-004	4,6403e-004	1,3677e-004	-1,2843e-004	-3,9903e-004	5,358e-004 
4	9,5833e-002	-2,1123e-004	-2,1166e-004	-2,2014e-004	-9,3021e-008	2,9102e-004	3,3064e-004	7,6297e-004	2,2466e-004	-2,1138e-004	-6,5632e-004	8,8098e-004 
5	0,15208	-3,344e-004	-3,3519e-004	-3,4986e-004	2,6552e-007	4,6141e-004	5,2503e-004	1,2107e-003	3,5683e-004	-3,3511e-004	-1,0412e-003	1,398e-003 
6	0,23646	-5,1618e-004	-5,1767e-004	-5,4316e-004	1,3797e-006	7,1577e-004	8,1622e-004	1,8805e-003	5,5638e-004	-5,1839e-004	-1,615e-003	2,1714e-003 
7	0,36302	-7,8488e-004	-7,8781e-004	-8,3315e-004	4,3246e-006	1,0959e-003	1,2511e-003	2,8811e-003	8,5589e-004	-7,9083e-004	-2,4709e-003	3,3268e-003 
8	0,52969	-1,1365e-003	-1,142e-003	-1,2204e-003	1,0593e-005	1,5991e-003	1,8276e-003	4,207e-003	1,2545e-003	-1,1501e-003	-3,6033e-003	4,8578e-003 
9	0,69635	-1,4754e-003	-1,4843e-003	-1,6029e-003	1,9446e-005	2,0967e-003	2,398e-003	5,5186e-003	1,6547e-003	-1,4998e-003	-4,7176e-003	6,3723e-003 
10	0,86302	-1,8032e-003	-1,8163e-003	-1,9819e-003	3,085e-005	2,5899e-003	2,9653e-003	6,8217e-003	2,0583e-003	-1,8412e-003	-5,8186e-003	7,8769e-003 
11	1,	-2,0716e-003	-2,0887e-003	-2,2991e-003	4,2238e-005	2,9973e-003	3,4347e-003	7,8992e-003	2,3924e-003	-2,1232e-003	-6,7286e-003	9,121e-003 
