0	Time [s]	Pressure sensor 21 (NormX) [MPa]	Pressure sensor 21 (NormY) [MPa]	Pressure sensor 21 (NormZ) [MPa]	Pressure sensor 21 (ShearXY) [MPa]	Pressure sensor 21 (ShearYZ) [MPa]	Pressure sensor 21 (ShearXZ) [MPa]	Pressure sensor 21 (Equivalent (von-Mises)) [MPa]	Pressure sensor 21 (Maximum Principal) [MPa]	Pressure sensor 21 (Middle Principal) [MPa]	Pressure sensor 21 (Minimum Principal) [MPa]	Pressure sensor 21 (Intensity) [MPa] 
1	1,6667e-002	-1,8283e-004	-1,8308e-004	-1,9073e-004	-1,1624e-007	1,4345e-006	-9,6669e-005	1,6764e-004	-9,0018e-005	-1,8309e-004	-2,8354e-004	1,9352e-004 
2	3,3333e-002	-3,6513e-004	-3,6572e-004	-3,8107e-004	-2,3383e-007	2,5911e-006	-1,943e-004	3,3692e-004	-1,7862e-004	-3,6573e-004	-5,6757e-004	3,8895e-004 
3	5,8333e-002	-6,3203e-004	-6,3329e-004	-6,6009e-004	-4,0556e-007	6,1647e-007	-3,371e-004	5,8452e-004	-3,0867e-004	-6,3329e-004	-9,8346e-004	6,7479e-004 
4	9,5833e-002	-1,0359e-003	-1,0385e-003	-1,083e-003	-6,6325e-007	-2,1656e-008	-5,5216e-004	9,5747e-004	-5,068e-004	-1,0385e-003	-1,6121e-003	1,1053e-003 
5	0,15208	-1,6464e-003	-1,6519e-003	-1,7241e-003	-1,0637e-006	4,6269e-006	-8,7848e-004	1,5234e-003	-8,059e-004	-1,652e-003	-2,5646e-003	1,7587e-003 
6	0,23646	-2,5498e-003	-2,5615e-003	-2,6765e-003	-1,6483e-006	7,237e-006	-1,3634e-003	2,3646e-003	-1,2483e-003	-2,5616e-003	-3,978e-003	2,7297e-003 
7	0,36302	-3,8907e-003	-3,9158e-003	-4,0987e-003	-2,4764e-006	5,6851e-006	-2,0898e-003	3,625e-003	-1,9023e-003	-3,9158e-003	-6,0871e-003	4,1848e-003 
8	0,52969	-5,6447e-003	-5,695e-003	-5,9747e-003	-3,6608e-006	1,4189e-005	-3,0464e-003	5,2855e-003	-2,7588e-003	-5,695e-003	-8,8606e-003	6,1017e-003 
9	0,69635	-7,3777e-003	-7,4618e-003	-7,8462e-003	-4,8284e-006	2,0432e-005	-3,9986e-003	6,9393e-003	-3,6064e-003	-7,4618e-003	-1,1617e-002	8,0109e-003 
10	0,86302	-9,0941e-003	-9,2203e-003	-9,7177e-003	-5,8704e-006	2,0829e-005	-4,9518e-003	8,5959e-003	-4,4442e-003	-9,2204e-003	-1,4368e-002	9,9233e-003 
11	1,	-1,0489e-002	-1,0656e-002	-1,1252e-002	-6,7576e-006	2,3659e-005	-5,736e-003	9,9594e-003	-5,1217e-003	-1,0656e-002	-1,6619e-002	1,1498e-002 
