0	Time [s]	Pressure sensor 43 (NormX) [MPa]	Pressure sensor 43 (NormY) [MPa]	Pressure sensor 43 (NormZ) [MPa]	Pressure sensor 43 (ShearXY) [MPa]	Pressure sensor 43 (ShearYZ) [MPa]	Pressure sensor 43 (ShearXZ) [MPa]	Pressure sensor 43 (Equivalent (von-Mises)) [MPa]	Pressure sensor 43 (Maximum Principal) [MPa]	Pressure sensor 43 (Middle Principal) [MPa]	Pressure sensor 43 (Minimum Principal) [MPa]	Pressure sensor 43 (Intensity) [MPa] 
1	1,6667e-002	-2,8827e-007	-3,214e-007	-2,8286e-007	-7,2621e-009	-1,764e-005	3,9357e-008	3,0553e-005	1,7338e-005	-2,883e-007	-1,7942e-005	3,528e-005 
2	3,3333e-002	-5,2624e-007	-5,9002e-007	-5,1627e-007	-1,4679e-008	-3,5503e-005	5,23e-008	6,1493e-005	3,495e-005	-5,2629e-007	-3,6056e-005	7,1006e-005 
3	5,8333e-002	-9,4164e-007	-1,0447e-006	-9,3359e-007	-2,5411e-008	-6,1852e-005	-8,8812e-008	1,0713e-004	6,0863e-005	-9,4156e-007	-6,2842e-005	1,237e-004 
4	9,5833e-002	-1,4146e-006	-1,5637e-006	-1,416e-006	-4,1921e-008	-1,0132e-004	-6,7596e-008	1,7549e-004	9,983e-005	-1,4146e-006	-1,0281e-004	2,0264e-004 
5	0,15208	-2,1439e-006	-2,3326e-006	-2,189e-006	-6,6546e-008	-1,6026e-004	7,9992e-008	2,7757e-004	1,58e-004	-2,1439e-006	-1,6252e-004	3,2051e-004 
6	0,23646	-2,9942e-006	-3,1795e-006	-3,1602e-006	-1,04e-007	-2,4897e-004	-1,1955e-007	4,3123e-004	2,458e-004	-2,9941e-006	-2,5214e-004	4,9794e-004 
7	0,36302	-3,9282e-006	-3,9631e-006	-4,4063e-006	-1,6038e-007	-3,8139e-004	-2,1009e-007	6,6058e-004	3,772e-004	-3,928e-006	-3,8557e-004	7,6277e-004 
8	0,52969	-4,4426e-006	-4,0238e-006	-5,5561e-006	-2,3549e-007	-5,5323e-004	-1,2786e-008	9,5823e-004	5,4844e-004	-4,4426e-006	-5,5802e-004	1,1065e-003 
9	0,69635	-4,2711e-006	-3,1136e-006	-6,2795e-006	-3,1011e-007	-7,238e-004	-4,3154e-007	1,2537e-003	7,1911e-004	-4,2708e-006	-7,285e-004	1,4476e-003 
10	0,86302	-4,1546e-006	-1,9573e-006	-7,3626e-006	-3,8728e-007	-8,9644e-004	-3,2449e-007	1,5527e-003	8,9179e-004	-4,1543e-006	-9,0111e-004	1,7929e-003 
11	1,	-2,6606e-006	5,72e-007	-6,9764e-006	-4,501e-007	-1,0337e-003	-4,6024e-007	1,7904e-003	1,0305e-003	-2,6602e-006	-1,0369e-003	2,0674e-003 
