0	Time [s]	Pressure sensor 40 (NormX) [MPa]	Pressure sensor 40 (NormY) [MPa]	Pressure sensor 40 (NormZ) [MPa]	Pressure sensor 40 (ShearXY) [MPa]	Pressure sensor 40 (ShearYZ) [MPa]	Pressure sensor 40 (ShearXZ) [MPa]	Pressure sensor 40 (Equivalent (von-Mises)) [MPa]	Pressure sensor 40 (Maximum Principal) [MPa]	Pressure sensor 40 (Middle Principal) [MPa]	Pressure sensor 40 (Minimum Principal) [MPa]	Pressure sensor 40 (Intensity) [MPa] 
1	1,6667e-002	1,0057e-006	9,4549e-007	1,1933e-006	5,3741e-008	-2,3896e-005	1,6357e-005	5,0157e-005	3,0012e-005	1,0366e-006	-2,7904e-005	5,7917e-005 
2	3,3333e-002	2,1253e-006	2,0072e-006	2,4951e-006	1,043e-007	-4,7988e-005	3,2973e-005	1,0085e-004	6,0446e-005	2,1848e-006	-5,6003e-005	1,1645e-004 
3	5,8333e-002	3,694e-006	3,494e-006	4,3138e-006	1,7342e-007	-8,444e-005	5,7815e-005	1,7725e-004	1,0619e-004	3,7918e-006	-9,8482e-005	2,0467e-004 
4	9,5833e-002	6,2865e-006	5,9767e-006	7,239e-006	2,5934e-007	-1,3807e-004	9,4591e-005	2,8989e-004	1,739e-004	6,4294e-006	-1,6083e-004	3,3473e-004 
5	0,15208	1,0282e-005	9,8339e-006	1,1634e-005	3,513e-007	-2,1834e-004	1,4933e-004	4,5817e-004	2,7517e-004	1,0467e-005	-2,5389e-004	5,2905e-004 
6	0,23646	1,6785e-005	1,6189e-005	1,8519e-005	4,0883e-007	-3,387e-004	2,325e-004	7,1157e-004	4,2808e-004	1,6975e-005	-3,9356e-004	8,2165e-004 
7	0,36302	2,7497e-005	2,6809e-005	2,9321e-005	3,1305e-007	-5,1873e-004	3,5647e-004	1,0902e-003	6,5743e-004	2,7569e-005	-6,0137e-004	1,2588e-003 
8	0,52969	4,3502e-005	4,2925e-005	4,4597e-005	-1,3345e-007	-7,5214e-004	5,1668e-004	1,5805e-003	9,5643e-004	4,3192e-005	-8,686e-004	1,825e-003 
9	0,69635	6,0993e-005	6,079e-005	6,0356e-005	-9,4787e-007	-9,8453e-004	6,7747e-004	2,07e-003	1,2561e-003	6,0042e-005	-1,1341e-003	2,3902e-003 
10	0,86302	7,9691e-005	8,0127e-005	7,6309e-005	-2,1331e-006	-1,2171e-003	8,3844e-004	2,5598e-003	1,5571e-003	7,7838e-005	-1,3988e-003	2,9558e-003 
11	1,	9,6584e-005	9,7725e-005	9,0276e-005	-3,3608e-006	-1,4059e-003	9,6885e-004	2,9574e-003	1,8028e-003	9,3811e-005	-1,612e-003	3,4149e-003 
