0	Time [s]	Pressure sensor 19 (NormX) [MPa]	Pressure sensor 19 (NormY) [MPa]	Pressure sensor 19 (NormZ) [MPa]	Pressure sensor 19 (ShearXY) [MPa]	Pressure sensor 19 (ShearYZ) [MPa]	Pressure sensor 19 (ShearXZ) [MPa]	Pressure sensor 19 (Equivalent (von-Mises)) [MPa]	Pressure sensor 19 (Maximum Principal) [MPa]	Pressure sensor 19 (Middle Principal) [MPa]	Pressure sensor 19 (Minimum Principal) [MPa]	Pressure sensor 19 (Intensity) [MPa] 
1	1,6667e-002	-1,3096e-004	-1,3117e-004	-1,3653e-004	-2,0719e-008	-9,4264e-006	-4,237e-005	7,538e-005	-9,0258e-005	-1,3115e-004	-1,7725e-004	8,6989e-005 
2	3,3333e-002	-2,6789e-004	-2,6832e-004	-2,7933e-004	-4,0541e-008	-1,9527e-005	-8,7889e-005	1,5634e-004	-1,8341e-004	-2,6829e-004	-3,6384e-004	1,8043e-004 
3	5,8333e-002	-4,6662e-004	-4,6743e-004	-4,8664e-004	-5,8263e-008	-3,2837e-005	-1,526e-004	2,7108e-004	-3,2025e-004	-4,6737e-004	-6,3308e-004	3,1283e-004 
4	9,5833e-002	-7,6426e-004	-7,6568e-004	-7,9726e-004	-7,4642e-008	-5,3969e-005	-2,501e-004	4,4434e-004	-5,2442e-004	-7,6559e-004	-1,0372e-003	5,1277e-004 
5	0,15208	-1,2144e-003	-1,2168e-003	-1,2673e-003	-6,4333e-008	-8,5277e-005	-3,9823e-004	7,073e-004	-8,3279e-004	-1,2167e-003	-1,649e-003	8,1624e-004 
6	0,23646	-1,8828e-003	-1,8872e-003	-1,9661e-003	2,6731e-008	-1,3348e-004	-6,1689e-004	1,0962e-003	-1,292e-003	-1,887e-003	-2,5571e-003	1,2651e-003 
7	0,36302	-2,8864e-003	-2,8944e-003	-3,0169e-003	3,4169e-007	-2,0592e-004	-9,455e-004	1,6808e-003	-1,9819e-003	-2,8941e-003	-3,9216e-003	1,9397e-003 
8	0,52969	-4,2099e-003	-4,2239e-003	-4,4055e-003	1,042e-006	-2,9873e-004	-1,3747e-003	2,444e-003	-2,8976e-003	-4,2237e-003	-5,718e-003	2,8204e-003 
9	0,69635	-5,5206e-003	-5,5419e-003	-5,7837e-003	2,095e-006	-3,9354e-004	-1,7933e-003	3,1901e-003	-3,8115e-003	-5,5418e-003	-7,4929e-003	3,6814e-003 
10	0,86302	-6,8443e-003	-6,8745e-003	-7,1789e-003	3,4405e-006	-4,8236e-004	-2,2172e-003	3,9433e-003	-4,7363e-003	-6,8746e-003	-9,2869e-003	4,5505e-003 
11	1,	-7,9252e-003	-7,9636e-003	-8,3204e-003	4,826e-006	-5,5931e-004	-2,5591e-003	4,5528e-003	-5,4957e-003	-7,9639e-003	-1,075e-002	5,254e-003 
