0	Time [s]	Pressure sensor 12 (NormX) [MPa]	Pressure sensor 12 (NormY) [MPa]	Pressure sensor 12 (NormZ) [MPa]	Pressure sensor 12 (ShearXY) [MPa]	Pressure sensor 12 (ShearYZ) [MPa]	Pressure sensor 12 (ShearXZ) [MPa]	Pressure sensor 12 (Equivalent (von-Mises)) [MPa]	Pressure sensor 12 (Maximum Principal) [MPa]	Pressure sensor 12 (Middle Principal) [MPa]	Pressure sensor 12 (Minimum Principal) [MPa]	Pressure sensor 12 (Intensity) [MPa] 
1	1,6667e-002	-2,2603e-004	-2,2568e-004	-2,3658e-004	-2,215e-007	-1,7868e-006	-5,1362e-006	1,4283e-005	-2,2381e-004	-2,2558e-004	-2,389e-004	1,5084e-005 
2	3,3333e-002	-4,5317e-004	-4,5248e-004	-4,7435e-004	-4,445e-007	-4,6059e-006	-1,1894e-005	3,086e-005	-4,4735e-004	-4,5227e-004	-4,8037e-004	3,3023e-005 
3	5,8333e-002	-7,9674e-004	-7,9552e-004	-8,3396e-004	-7,8411e-007	-6,7229e-006	-1,8346e-005	5,0786e-005	-7,8867e-004	-7,9516e-004	-8,4239e-004	5,3721e-005 
4	9,5833e-002	-1,3064e-003	-1,3044e-003	-1,3675e-003	-1,2893e-006	-1,2464e-005	-3,0686e-005	8,4552e-005	-1,2924e-003	-1,3038e-003	-1,3821e-003	8,967e-005 
5	0,15208	-2,0716e-003	-2,0684e-003	-2,1684e-003	-2,0442e-006	-1,9762e-005	-4,8557e-005	1,3401e-004	-2,0494e-003	-2,0674e-003	-2,1915e-003	1,421e-004 
6	0,23646	-3,2216e-003	-3,2167e-003	-3,3724e-003	-3,1939e-006	-3,205e-005	-7,4931e-005	2,0845e-004	-3,1872e-003	-3,2152e-003	-3,4082e-003	2,21e-004 
7	0,36302	-4,9474e-003	-4,94e-003	-5,1793e-003	-4,9158e-006	-5,2169e-005	-1,1687e-004	3,2367e-004	-4,8926e-003	-4,9376e-003	-5,2364e-003	3,4379e-004 
8	0,52969	-7,2077e-003	-7,1971e-003	-7,546e-003	-7,234e-006	-7,4983e-005	-1,7299e-004	4,7433e-004	-7,1265e-003	-7,1935e-003	-7,6308e-003	5,0426e-004 
9	0,69635	-9,4698e-003	-9,4561e-003	-9,915e-003	-9,6121e-006	-9,5988e-005	-2,2975e-004	6,251e-004	-9,3624e-003	-9,4514e-003	-1,0027e-002	6,6482e-004 
10	0,86302	-1,172e-002	-1,1703e-002	-1,2272e-002	-1,2027e-005	-1,1541e-004	-2,8776e-004	7,7636e-004	-1,1586e-002	-1,1697e-002	-1,2412e-002	8,2611e-004 
11	1,	-1,357e-002	-1,3551e-002	-1,421e-002	-1,4023e-005	-1,3346e-004	-3,4066e-004	9,0772e-004	-1,341e-002	-1,3544e-002	-1,4377e-002	9,6744e-004 
