0	Time [s]	Pressure sensor 21 (NormX) [MPa]	Pressure sensor 21 (NormY) [MPa]	Pressure sensor 21 (NormZ) [MPa]	Pressure sensor 21 (ShearXY) [MPa]	Pressure sensor 21 (ShearYZ) [MPa]	Pressure sensor 21 (ShearXZ) [MPa]	Pressure sensor 21 (Equivalent (von-Mises)) [MPa]	Pressure sensor 21 (Maximum Principal) [MPa]	Pressure sensor 21 (Middle Principal) [MPa]	Pressure sensor 21 (Minimum Principal) [MPa]	Pressure sensor 21 (Intensity) [MPa] 
1	5,8333e-003	1,6507e-006	1,6653e-006	1,9145e-006	-1,2785e-008	-1,8286e-005	-2,1036e-005	4,8278e-005	2,9653e-005	1,6716e-006	-2,6094e-005	5,5747e-005 
2	1,1667e-002	3,5914e-006	3,6226e-006	4,1405e-006	-2,255e-008	-3,8761e-005	-4,47e-005	1,0248e-004	6,3027e-005	3,6315e-006	-5,5304e-005	1,1833e-004 
3	2,0417e-002	6,4429e-006	6,499e-006	7,3734e-006	-2,9925e-008	-6,6961e-005	-7,7756e-005	1,7774e-004	1,0952e-004	6,5047e-006	-9,571e-005	2,0523e-004 
4	3,3542e-002	1,0694e-005	1,0786e-005	1,2138e-005	-2,5962e-008	-1,0843e-004	-1,2686e-004	2,8905e-004	1,783e-004	1,0773e-005	-1,5546e-004	3,3376e-004 
5	5,3229e-002	1,7644e-005	1,7776e-005	1,9759e-005	1,8501e-008	-1,6984e-004	-1,9922e-004	4,5344e-004	2,8053e-004	1,7702e-005	-2,4305e-004	5,2358e-004 
6	8,276e-002	2,7901e-005	2,8074e-005	3,0753e-005	1,5887e-007	-2,6124e-004	-3,0854e-004	7,0024e-004	4,3373e-004	2,7845e-005	-3,7484e-004	8,0857e-004 
7	0,12706	4,5481e-005	4,5665e-005	4,8966e-005	5,3307e-007	-3,9388e-004	-4,6897e-004	1,0608e-003	6,5996e-004	4,5064e-005	-5,6491e-004	1,2249e-003 
8	0,17135	6,3993e-005	6,412e-005	6,7495e-005	1,098e-006	-5,2377e-004	-6,2727e-004	1,4154e-003	8,835e-004	6,2987e-005	-7,5088e-004	1,6344e-003 
9	0,2378	9,6657e-005	9,6544e-005	9,9205e-005	2,3201e-006	-7,1837e-004	-8,6161e-004	1,943e-003	1,2208e-003	9,4308e-005	-1,0227e-003	2,2436e-003 
10	0,33747	1,4199e-004	1,4121e-004	1,4028e-004	4,9042e-006	-1,0034e-003	-1,2106e-003	2,7234e-003	1,7157e-003	1,3671e-004	-1,429e-003	3,1447e-003 
11	0,48697	2,1784e-004	2,1535e-004	2,0433e-004	1,0495e-005	-1,4251e-003	-1,7285e-003	3,8803e-003	2,456e-003	2,0605e-004	-2,0246e-003	4,4806e-003 
12	0,65364	3,0966e-004	3,0428e-004	2,7551e-004	1,9049e-005	-1,8874e-003	-2,2959e-003	5,148e-003	3,2731e-003	2,8776e-004	-2,6714e-003	5,9444e-003 
13	0,8203	4,0873e-004	3,9944e-004	3,4627e-004	2,9966e-005	-2,3423e-003	-2,8566e-003	6,399e-003	4,0848e-003	3,7379e-004	-3,3041e-003	7,3889e-003 
14	0,91015	4,6512e-004	4,533e-004	3,8427e-004	3,6813e-005	-2,5852e-003	-3,1565e-003	7,0676e-003	4,5208e-003	4,2196e-004	-3,6401e-003	8,1609e-003 
15	1,	5,2499e-004	5,1046e-004	4,242e-004	4,418e-005	-2,8226e-003	-3,4486e-003	7,7198e-003	4,9503e-003	4,7298e-004	-3,9637e-003	8,914e-003 
