0	Time [s]	Pressure sensor 22 (NormX) [MPa]	Pressure sensor 22 (NormY) [MPa]	Pressure sensor 22 (NormZ) [MPa]	Pressure sensor 22 (ShearXY) [MPa]	Pressure sensor 22 (ShearYZ) [MPa]	Pressure sensor 22 (ShearXZ) [MPa]	Pressure sensor 22 (Equivalent (von-Mises)) [MPa]	Pressure sensor 22 (Maximum Principal) [MPa]	Pressure sensor 22 (Middle Principal) [MPa]	Pressure sensor 22 (Minimum Principal) [MPa]	Pressure sensor 22 (Intensity) [MPa] 
1	1,6667e-002	-1,0772e-004	-1,0767e-004	-1,121e-004	-3,6025e-008	-9,2773e-005	-1,3579e-004	2,8488e-004	5,4551e-005	-1,0765e-004	-2,7439e-004	3,2894e-004 
2	3,3333e-002	-2,1424e-004	-2,1423e-004	-2,2337e-004	4,3059e-008	-1,836e-004	-2,7144e-004	5,6767e-004	1,0895e-004	-2,1427e-004	-5,4651e-004	6,5547e-004 
3	5,8333e-002	-3,7087e-004	-3,7109e-004	-3,8776e-004	3,6822e-007	-3,1776e-004	-4,714e-004	9,848e-004	1,8938e-004	-3,7136e-004	-9,4774e-004	1,1371e-003 
4	9,5833e-002	-6,0137e-004	-6,0231e-004	-6,3139e-004	1,3059e-006	-5,1836e-004	-7,6694e-004	1,6036e-003	3,0989e-004	-6,0323e-004	-1,5417e-003	1,8516e-003 
5	0,15208	-9,4582e-004	-9,4868e-004	-9,9929e-004	3,7313e-006	-8,1648e-004	-1,2106e-003	2,5297e-003	4,892e-004	-9,5125e-004	-2,4318e-003	2,921e-003 
6	0,23646	-1,4516e-003	-1,4591e-003	-1,548e-003	9,5784e-006	-1,2591e-003	-1,8687e-003	3,904e-003	7,5742e-004	-1,4656e-003	-3,7504e-003	4,5078e-003 
7	0,36302	-2,1917e-003	-2,2102e-003	-2,3698e-003	2,3199e-005	-1,9165e-003	-2,844e-003	5,9426e-003	1,1579e-003	-2,226e-003	-5,7037e-003	6,8617e-003 
8	0,48958	-2,9074e-003	-2,9416e-003	-3,187e-003	4,2417e-005	-2,5633e-003	-3,8064e-003	7,9531e-003	1,5587e-003	-2,9702e-003	-7,6245e-003	9,1832e-003 
9	0,65625	-3,8319e-003	-3,8939e-003	-4,2769e-003	7,6389e-005	-3,4121e-003	-5,0713e-003	1,0596e-002	2,0887e-003	-3,9453e-003	-1,0146e-002	1,2235e-002 
10	0,82292	-4,7234e-003	-4,821e-003	-5,3673e-003	1,1969e-004	-4,2493e-003	-6,3221e-003	1,3209e-002	2,6209e-003	-4,9014e-003	-1,2631e-002	1,5252e-002 
11	0,91146	-5,1867e-003	-5,3062e-003	-5,9501e-003	1,4656e-004	-4,6939e-003	-6,9835e-003	1,4594e-002	2,9063e-003	-5,4047e-003	-1,3945e-002	1,6851e-002 
12	1,	-5,6426e-003	-5,7865e-003	-6,5349e-003	1,7596e-004	-5,134e-003	-7,643e-003	1,5972e-002	3,1914e-003	-5,9046e-003	-1,5251e-002	1,8442e-002 
