0	Time [s]	Pressure sensor 20 (NormX) [MPa]	Pressure sensor 20 (NormY) [MPa]	Pressure sensor 20 (NormZ) [MPa]	Pressure sensor 20 (ShearXY) [MPa]	Pressure sensor 20 (ShearYZ) [MPa]	Pressure sensor 20 (ShearXZ) [MPa]	Pressure sensor 20 (Equivalent (von-Mises)) [MPa]	Pressure sensor 20 (Maximum Principal) [MPa]	Pressure sensor 20 (Middle Principal) [MPa]	Pressure sensor 20 (Minimum Principal) [MPa]	Pressure sensor 20 (Intensity) [MPa] 
1	1,6667e-002	-1,6313e-005	-1,6313e-005	-1,7001e-005	2,7923e-009	5,1069e-005	7,7097e-005	1,6018e-004	7,5822e-005	-1,6316e-005	-1,0913e-004	1,8495e-004 
2	3,3333e-002	-3,2245e-005	-3,2279e-005	-3,3749e-005	4,3815e-008	1,0183e-004	1,54e-004	3,1978e-004	1,5164e-004	-3,2309e-005	-2,1761e-004	3,6925e-004 
3	5,8333e-002	-5,5058e-005	-5,5201e-005	-5,7995e-005	1,727e-007	1,7626e-004	2,6711e-004	5,5431e-004	2,6356e-004	-5,5317e-005	-3,765e-004	6,4006e-004 
4	9,5833e-002	-9,0247e-005	-9,0695e-005	-9,5968e-005	5,2206e-007	2,8789e-004	4,3835e-004	9,0837e-004	4,3151e-004	-9,1039e-005	-6,1738e-004	1,0489e-003 
5	0,15208	-1,3888e-004	-1,4007e-004	-1,4983e-004	1,3711e-006	4,5278e-004	6,8832e-004	1,427e-003	6,8e-004	-1,4097e-004	-9,6781e-004	1,6478e-003 
6	0,23646	-2,1285e-004	-2,1587e-004	-2,3461e-004	3,3986e-006	6,9684e-004	1,0687e-003	2,2099e-003	1,0532e-003	-2,1808e-004	-1,4985e-003	2,5517e-003 
7	0,36302	-3,1002e-004	-3,1719e-004	-3,5328e-004	7,9752e-006	1,054e-003	1,6223e-003	3,3511e-003	1,6057e-003	-3,2235e-004	-2,2638e-003	3,8695e-003 
8	0,48958	-4,0369e-004	-4,1682e-004	-4,756e-004	1,4435e-005	1,4079e-003	2,1752e-003	4,4884e-003	2,1564e-003	-4,2611e-004	-3,0264e-003	5,1828e-003 
9	0,65625	-5,1625e-004	-5,3987e-004	-6,3609e-004	2,5685e-005	1,8668e-003	2,8967e-003	5,97e-003	2,8788e-003	-5,5633e-004	-4,0147e-003	6,8936e-003 
10	0,82292	-6,1761e-004	-6,5458e-004	-7,9653e-004	3,9941e-005	2,32e-003	3,6082e-003	7,4321e-003	3,5966e-003	-6,801e-004	-4,9852e-003	8,5818e-003 
11	0,91146	-6,6887e-004	-7,1424e-004	-8,8415e-004	4,8802e-005	2,56e-003	3,9884e-003	8,2114e-003	3,9799e-003	-7,4537e-004	-5,5018e-003	9,4817e-003 
12	1,	-7,1772e-004	-7,7221e-004	-9,7244e-004	5,8518e-005	2,8005e-003	4,3654e-003	8,9868e-003	4,3621e-003	-8,0951e-004	-6,0149e-003	1,0377e-002 
