0	Time [s]	Pressure sensor 13 (NormX) [MPa]	Pressure sensor 13 (NormY) [MPa]	Pressure sensor 13 (NormZ) [MPa]	Pressure sensor 13 (ShearXY) [MPa]	Pressure sensor 13 (ShearYZ) [MPa]	Pressure sensor 13 (ShearXZ) [MPa]	Pressure sensor 13 (Equivalent (von-Mises)) [MPa]	Pressure sensor 13 (Maximum Principal) [MPa]	Pressure sensor 13 (Middle Principal) [MPa]	Pressure sensor 13 (Minimum Principal) [MPa]	Pressure sensor 13 (Intensity) [MPa] 
1	5,8333e-003	-1,9094e-005	-1,924e-005	-1,9856e-005	5,7166e-008	5,6209e-005	-1,4117e-005	1,0038e-004	3,8398e-005	-1,9076e-005	-7,7513e-005	1,1591e-004 
2	1,1667e-002	-4,1382e-005	-4,166e-005	-4,3076e-005	1,1454e-007	1,2023e-004	-3,1123e-005	2,1511e-004	8,1808e-005	-4,1344e-005	-1,6658e-004	2,4839e-004 
3	2,0417e-002	-7,3228e-005	-7,363e-005	-7,6329e-005	1,7785e-007	2,0936e-004	-5,5535e-005	3,7518e-004	1,4159e-004	-7,3166e-005	-2,9162e-004	4,3321e-004 
4	3,3542e-002	-1,2077e-004	-1,2123e-004	-1,2613e-004	2,3498e-007	3,4157e-004	-9,3057e-005	6,132e-004	2,303e-004	-1,2069e-004	-4,7776e-004	7,0806e-004 
5	5,3229e-002	-1,9544e-004	-1,9571e-004	-2,0472e-004	2,3086e-007	5,4231e-004	-1,5226e-004	9,7567e-004	3,6303e-004	-1,9534e-004	-7,6356e-004	1,1266e-003 
6	8,276e-002	-3,0641e-004	-3,0577e-004	-3,2233e-004	1,1612e-008	8,3955e-004	-2,447e-004	1,5147e-003	5,6045e-004	-3,0635e-004	-1,1886e-003	1,7491e-003 
7	0,11229	-4,1749e-004	-4,1522e-004	-4,4106e-004	-4,6852e-007	1,1359e-003	-3,385e-004	2,053e-003	7,572e-004	-4,1756e-004	-1,6134e-003	2,3706e-003 
8	0,15659	-5,8378e-004	-5,7769e-004	-6,2071e-004	-1,6995e-006	1,5805e-003	-4,8236e-004	2,8624e-003	1,0536e-003	-5,8421e-004	-2,2516e-003	3,3051e-003 
9	0,22303	-8,3356e-004	-8,1884e-004	-8,9465e-004	-4,6747e-006	2,2392e-003	-7,0135e-004	4,0647e-003	1,4907e-003	-8,3492e-004	-3,2028e-003	4,6935e-003 
10	0,3227	-1,1995e-003	-1,1654e-003	-1,3056e-003	-1,1697e-005	3,2172e-003	-1,0347e-003	5,8549e-003	2,1466e-003	-1,2031e-003	-4,614e-003	6,7606e-003 
11	0,4722	-1,747e-003	-1,6698e-003	-1,9416e-003	-2,8188e-005	4,6758e-003	-1,5488e-003	8,5351e-003	3,1266e-003	-1,7562e-003	-6,7288e-003	9,8553e-003 
12	0,63887	-2,3229e-003	-2,1787e-003	-2,6424e-003	-5,4382e-005	6,2759e-003	-2,1143e-003	1,1478e-002	4,2254e-003	-2,3411e-003	-9,0283e-003	1,3254e-002 
13	0,80554	-2,8846e-003	-2,6535e-003	-3,3582e-003	-8,9237e-005	7,8649e-003	-2,688e-003	1,441e-002	5,3291e-003	-2,9151e-003	-1,131e-002	1,6639e-002 
14	0,90277	-3,1948e-003	-2,9044e-003	-3,7707e-003	-1,1337e-004	8,7829e-003	-3,0223e-003	1,6107e-002	5,9814e-003	-3,2338e-003	-1,2617e-002	1,8599e-002 
15	0,9368	-3,294e-003	-2,982e-003	-3,9068e-003	-1,2227e-004	9,0943e-003	-3,1374e-003	1,6684e-002	6,2091e-003	-3,3362e-003	-1,3056e-002	1,9265e-002 
16	0,97083	-3,3999e-003	-3,0648e-003	-4,0523e-003	-1,319e-004	9,4172e-003	-3,2577e-003	1,7283e-002	6,4425e-003	-3,4456e-003	-1,3514e-002	1,9956e-002 
17	1,	-3,4883e-003	-3,1327e-003	-4,1752e-003	-1,4029e-004	9,6918e-003	-3,3581e-003	1,7791e-002	6,642e-003	-3,537e-003	-1,3901e-002	2,0543e-002 
