Node Number	LOC_DEFX ()
1	-1,7899
2	1,7493
3	-2,4716
4	-3,0249
5	-3,4329
6	-3,6832
7	-3,7682
8	-3,6854
9	-3,4371
10	-3,0311
11	-2,4796
12	-1,7994
13	-1,0112
14	-0,13908
15	0,79054
16	1,7493
17	1,7493
18	1,7493
19	1,7493
20	-3,7992
21	-4,501
22	-5,1257
23	-5,6655
24	-6,1138
25	-6,4651
26	-6,715
27	-6,8605
28	-6,8997
29	-6,8321
30	-6,6587
31	-6,3815
32	-6,004
33	-5,5308
34	-4,9677
35	-4,3218
36	-3,6009
37	-2,814
38	-1,9708
39	-1,0817
40	-0,15767
41	0,78991
42	-2,2923
43	-2,7946
44	-3,2969
45	1,7493
46	1,7493
47	1,7493
48	1,7493
49	1,7493
50	1,7493
51	1,7493
52	1,7493
53	1,7493
54	1,7493
55	1,7493
56	1,7493
57	1,7493
58	1,7493
59	1,7493
60	1,7493
61	1,7493
62	1,7493
63	1,7493
64	-3,7992
65	-3,7992
66	-3,7992
67	-3,7992
68	-3,7992
69	-3,7992
70	-1,7899
71	-3,5481
72	-3,2969
73	-3,0457
74	-2,7946
75	-2,5434
76	-2,2923
77	-2,0411
78	-1,7899
79	-1,7899
80	-1,7899
81	-1,7899
82	-1,7899
83	1,3504
84	0,95232
85	0,55593
86	0,16209
87	-0,22838
88	-0,61464
89	-0,99586
90	-1,3712
91	-1,74
92	-2,1013
93	-2,4544
94	-2,7986
95	-3,1331
96	-3,4572
97	-3,7703
98	-4,0715
99	-4,3604
100	-4,6363
101	-4,8986
102	-5,1468
103	-5,3803
104	-5,5986
105	-5,8012
106	-5,9878
107	-6,158
108	-6,3113
109	-6,4474
110	-6,5661
111	-6,6671
112	-6,7502
113	-6,8153
114	-6,862
115	-6,8905
116	-6,9006
117	-6,8922
118	-6,8655
119	-6,8205
120	-6,7572
121	-6,6758
122	-6,5764
123	-6,4594
124	-6,3249
125	-6,1732
126	-6,0046
127	-5,8195
128	-5,6184
129	-5,4015
130	-5,1695
131	-4,9227
132	-4,6617
133	-4,387
134	-4,0994
135	-2,0849
136	-2,3601
137	-2,6141
138	-2,8454
139	-3,0531
140	-3,2359
141	-3,3929
142	-3,5233
143	-3,6265
144	-3,7019
145	-3,7491
146	-3,7679
147	-3,7581
148	-3,7199
149	-3,6534
150	-3,559
151	-3,4371
152	-3,2884
153	-3,1137
154	-2,9138
155	-2,6899
156	-2,4429
157	-2,1743
158	-1,8855
159	-1,5778
160	-1,2529
161	-0,91249
162	-0,55833
163	-0,19224
164	0,18389
165	0,56811
166	0,95844
167	1,3529
168	-3,8836
169	-1,8469
170	-2,0048
171	-2,2367
172	-2,5188
173	-2,8345
174	-3,1727
175	-3,5248
176	-3,8882
177	-3,8851
178	-3,8749
179	-3,8591
180	-3,8397
181	-3,8202
182	-3,8052
183	0,18315
184	-0,19791
185	-0,57297
186	-0,94086
187	-1,3005
188	-1,6507
189	-1,9904
190	-2,3186
191	-2,6342
192	-2,9363
193	-3,224
194	-3,4963
195	-3,7525
196	-3,9917
197	-4,2132
198	-4,4163
199	-4,6004
200	-4,7649
201	-4,9093
202	-5,0332
203	-5,1362
204	-5,218
205	-5,2782
206	-5,3168
207	-5,3336
208	-5,3286
209	-5,3017
210	-5,2531
211	-5,1829
212	-5,0914
213	-4,9787
214	-4,8453
215	-4,6916
216	-4,518
217	-4,325
218	-4,1134
219	1,7088
220	1,5959
221	1,4282
222	1,2214
223	0,98664
224	0,73138
225	0,46176
226	0,42882
227	0,67767
228	0,92529
229	1,1648
230	1,3859
231	1,5726
232	1,7017
233	-4,1743
234	1,2999
235	-4,1059
236	1,2363
237	-4,174
238	1,007
239	-4,2612
240	0,75622
241	-4,2546
242	0,49938
243	-4,2223
244	0,24091
245	-0,47232
246	-0,87822
247	-1,2536
248	-1,6227
249	-1,9823
250	-2,3307
251	-2,6639
252	-2,9889
253	-3,2982
254	-3,5908
255	-3,8695
256	-4,1344
257	-4,3726
258	-4,5929
259	-4,7944
260	-4,9828
261	-5,1453
262	-5,286
263	-5,4032
264	-5,4996
265	-5,5786
266	-5,6324
267	-5,6609
268	-5,6657
269	-5,6505
270	-5,6148
271	-5,5554
272	-5,4692
273	-5,3604
274	-5,2362
275	-5,0928
276	-4,9338
277	-4,7549
278	-4,5722
279	1,035
280	0,71826
281	0,30376
282	-4,6168e-002
283	-0,39992
284	-0,79733
285	-1,1718
286	-1,5433
287	-1,9045
288	-2,2677
289	-2,6186
290	-2,9555
291	-3,2781
292	-3,5929
293	-4,1974
294	-4,4809
295	-4,7483
296	-4,9985
297	-5,2358
298	-5,4603
299	-5,6719
300	-5,8674
301	-6,0454
302	-6,205
303	-6,3467
304	-6,4732
305	-6,5828
306	-6,6751
307	-6,7494
308	-6,805
309	-6,8417
310	-6,86
311	-6,8602
312	-6,8423
313	-6,8068
314	-6,7537
315	-6,6815
316	-6,5897
317	-6,4796
318	-6,3527
319	-6,2108
320	-6,0536
321	-5,8779
322	-5,6841
323	-5,4732
324	-5,2428
325	-4,9979
326	-4,7013
327	-4,4787
328	-3,9003
329	-4,3739
330	-7,0776e-003
331	-4,3769
332	0,92142
333	-4,5139
334	0,64331
335	-4,6542
