0	Time [s]	Pressure sensor 18 (NormX) [MPa]	Pressure sensor 18 (NormY) [MPa]	Pressure sensor 18 (NormZ) [MPa]	Pressure sensor 18 (ShearXY) [MPa]	Pressure sensor 18 (ShearYZ) [MPa]	Pressure sensor 18 (ShearXZ) [MPa]	Pressure sensor 18 (Equivalent (von-Mises)) [MPa]	Pressure sensor 18 (Maximum Principal) [MPa]	Pressure sensor 18 (Middle Principal) [MPa]	Pressure sensor 18 (Minimum Principal) [MPa]	Pressure sensor 18 (Intensity) [MPa] 
1	5,8333e-003	-1,5227e-004	-1,5201e-004	-1,589e-004	-1,1241e-007	1,6645e-005	6,6299e-005	1,1859e-004	-8,717e-005	-1,5197e-004	-2,2404e-004	1,3687e-004 
2	1,1667e-002	-3,3345e-004	-3,3295e-004	-3,4816e-004	-2,2293e-007	3,3556e-005	1,4055e-004	2,5074e-004	-1,9615e-004	-3,3288e-004	-4,8553e-004	2,8938e-004 
3	2,0417e-002	-5,902e-004	-5,8947e-004	-6,1661e-004	-3,6298e-007	5,43e-005	2,403e-004	4,2754e-004	-3,5676e-004	-5,8935e-004	-8,5017e-004	4,9341e-004 
4	3,3542e-002	-9,706e-004	-9,697e-004	-1,0147e-003	-5,5724e-007	8,5338e-005	3,8818e-004	6,8985e-004	-5,9469e-004	-9,6951e-004	-1,3908e-003	7,9612e-004 
5	5,3229e-002	-1,5543e-003	-1,5534e-003	-1,6263e-003	-7,8509e-007	1,2956e-004	6,0799e-004	1,0792e-003	-9,6776e-004	-1,5531e-003	-2,2131e-003	1,2454e-003 
6	8,276e-002	-2,4436e-003	-2,4437e-003	-2,5601e-003	-1,0038e-006	1,8599e-004	9,2673e-004	1,6413e-003	-1,5551e-003	-2,4433e-003	-3,4491e-003	1,894e-003 
7	0,12706	-3,7677e-003	-3,7707e-003	-3,9539e-003	-1,1232e-006	2,6791e-004	1,3959e-003	2,4688e-003	-2,4366e-003	-3,7702e-003	-5,2855e-003	2,8488e-003 
8	0,1935	-5,8169e-003	-5,8276e-003	-6,1181e-003	-9,9411e-007	3,6513e-004	2,0729e-003	3,6576e-003	-3,8577e-003	-5,8269e-003	-8,078e-003	4,2203e-003 
9	0,25995	-7,8387e-003	-7,8606e-003	-8,2616e-003	-4,5936e-007	4,5413e-004	2,7282e-003	4,8081e-003	-5,2768e-003	-7,8599e-003	-1,0824e-002	5,5475e-003 
10	0,35962	-1,0959e-002	-1,1005e-002	-1,1585e-002	8,1926e-007	5,6382e-004	3,707e-003	6,5226e-003	-7,5097e-003	-1,1004e-002	-1,5035e-002	7,5253e-003 
11	0,50912	-1,557e-002	-1,5665e-002	-1,6524e-002	3,8516e-006	7,1635e-004	5,1056e-003	8,9762e-003	-1,087e-002	-1,5664e-002	-2,1226e-002	1,0355e-002 
12	0,67578	-2,0735e-002	-2,0902e-002	-2,2098e-002	8,3103e-006	8,6035e-004	6,6309e-003	1,1653e-002	-1,4696e-002	-2,0902e-002	-2,8138e-002	1,3442e-002 
13	0,84245	-2,5859e-002	-2,6118e-002	-2,7671e-002	1,4421e-005	1,0019e-003	8,141e-003	1,4308e-002	-1,8513e-002	-2,6117e-002	-3,5017e-002	1,6505e-002 
14	1,	-3,0697e-002	-3,1058e-002	-3,2969e-002	2,103e-005	1,1237e-003	9,5288e-003	1,6753e-002	-2,2171e-002	-3,1058e-002	-4,1495e-002	1,9324e-002 
